Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,400,0,400,0.000000,0.018041,6.928492,55.427937,0.449219,0.762681,0.606884,1
1,1.000000,404,4,400,0.990099,0.017952,6.997893,55.705541,0.449219,0.762681,0.606884,1
1,5.000000,418,18,400,4.306220,0.017644,7.240796,56.677154,0.449219,0.762681,0.606884,1
1,10.000000,443,43,400,9.706546,0.017120,7.674552,58.412177,0.449219,0.762681,0.606884,1
1,25.000000,527,127,400,24.098672,0.015566,9.131971,64.241854,0.449219,0.762681,0.606884,1
2,0.000000,400,0,400,0.000000,0.018119,6.924219,55.190678,0.512695,0.882299,0.803832,2
2,1.000000,406,5,401,1.231527,0.018017,7.011132,55.503239,0.523664,0.882299,0.803832,2
2,5.000000,419,18,401,4.295943,0.017729,7.236537,56.404861,0.523664,0.882299,0.803832,2
2,10.000000,446,44,402,9.865471,0.017190,7.670339,58.174112,0.513016,0.882299,0.803832,2
2,25.000000,528,125,403,23.674242,0.015668,9.091823,63.826004,0.523664,0.882299,0.803832,2
3,0.000000,401,0,401,0.000000,0.018602,6.922400,53.758927,0.825195,0.677404,0.806731,2
3,1.000000,406,5,401,1.231527,0.018494,7.009200,54.071133,0.833316,0.677404,0.806731,2
3,5.000000,419,18,401,4.295943,0.018202,7.234606,54.937757,0.841437,0.677404,0.806731,2
3,10.000000,445,43,402,9.662921,0.017666,7.652618,56.605460,0.842437,0.677404,0.806731,2
3,25.000000,528,125,403,24.053030,0.016049,9.083629,62.308831,0.847218,0.677404,0.806731,2
4,0.000000,400,0,400,0.000000,0.021035,6.957281,47.539982,4.628906,0.900128,0.728426,2
4,1.000000,406,5,401,1.231527,0.020912,7.044519,47.818792,4.646962,0.900128,0.728426,2
4,5.000000,419,17,402,4.057279,0.020597,7.253555,48.549722,4.674047,0.900128,0.728426,2
4,10.000000,441,40,401,9.070295,0.020010,7.653982,49.976080,4.719188,0.900128,0.728426,2
4,25.000000,520,118,402,22.884615,0.018206,9.016999,54.926376,4.848343,0.900128,0.728426,2
5,0.000000,400,0,400,0.000000,0.023273,6.931397,42.967399,2.011719,0.971774,0.945565,2
5,1.000000,404,4,400,0.990099,0.023161,7.000843,43.175598,2.016073,0.971774,0.945565,2
5,5.000000,419,18,401,4.295943,0.022759,7.243882,43.939002,2.029138,0.971774,0.945565,2
5,10.000000,440,39,401,8.863636,0.022147,7.608230,45.152851,2.044379,0.971774,0.945565,2
5,25.000000,525,124,401,23.809524,0.020128,9.093079,49.681873,2.132640,0.971774,0.945565,2
6,0.000000,401,0,401,0.000000,0.018850,6.922747,53.051021,0.888672,0.930769,0.871154,3
6,1.000000,408,5,403,1.225490,0.018746,7.009582,53.345811,0.897953,0.930769,0.871154,3
6,5.000000,419,17,402,4.057279,0.018458,7.217477,54.177416,0.897953,0.930769,0.871154,3
6,10.000000,447,43,404,9.619687,0.017891,7.668370,55.893344,0.918203,0.930769,0.871154,3
6,25.000000,531,125,406,23.917137,0.016232,9.079480,61.607210,0.902842,0.930769,0.871154,3
7,0.000000,400,0,400,0.000000,0.021036,6.956488,47.536809,4.692383,0.932671,0.822369,3
7,1.000000,407,5,402,1.228501,0.020914,7.043711,47.815589,4.710902,0.932671,0.822369,3
7,5.000000,420,17,403,4.047619,0.020599,7.252700,48.546378,4.738680,0.932671,0.822369,3
7,10.000000,444,40,404,9.009009,0.020011,7.653150,49.972901,4.784978,0.932671,0.822369,3
7,25.000000,527,122,405,23.149905,0.018187,9.046491,54.983871,4.935300,0.932671,0.822369,3
8,0.000000,400,0,400,0.000000,0.023277,6.929800,42.961010,2.075195,0.980874,0.965847,3
8,1.000000,406,5,401,1.231527,0.023146,7.016780,43.204302,2.090590,0.980874,0.965847,3
8,5.000000,421,18,403,4.275534,0.022762,7.242206,43.932479,2.092900,0.980874,0.965847,3
8,10.000000,443,39,404,8.803612,0.022150,7.606487,45.146218,2.108391,0.980874,0.965847,3
8,25.000000,533,127,406,24.015009,0.020091,9.140126,49.772940,2.204361,0.980874,0.965847,3
9,0.000000,401,0,401,0.000000,0.021033,6.958557,47.545085,5.004883,0.816752,0.852284,3
9,1.000000,406,5,401,1.231527,0.020910,7.045744,47.823722,5.024289,0.816752,0.852284,3
9,5.000000,422,18,404,4.265403,0.020594,7.256311,48.557739,5.058807,0.816752,0.852284,3
9,10.000000,445,41,404,9.213483,0.019999,7.665627,50.001944,5.119294,0.816752,0.852284,3
9,25.000000,527,122,405,23.149905,0.018194,9.051309,54.962865,5.291924,0.816752,0.852284,3
10,0.000000,401,0,401,0.000000,0.023275,6.930861,42.965254,2.387695,0.854167,0.983025,3
10,1.000000,406,5,401,1.231527,0.023144,7.017768,43.208375,2.400816,0.854167,0.983025,3
10,5.000000,421,18,403,4.275534,0.022760,7.243319,43.936803,2.413316,0.854167,0.983025,3
10,10.000000,442,38,404,8.597285,0.022148,7.590254,45.150528,2.431437,0.854167,0.983025,3
10,25.000000,529,124,405,23.629490,0.020134,9.086056,49.666898,2.559358,0.854167,0.983025,3
11,0.000000,400,0,400,0.000000,0.023191,6.969498,43.119802,6.191406,0.970833,0.966667,3
11,1.000000,406,5,401,1.231527,0.023061,7.056978,43.364093,6.215599,0.970833,0.966667,3
11,5.000000,418,18,400,4.306220,0.022679,7.283465,44.094274,6.257848,0.970833,0.966667,3
11,10.000000,442,39,403,8.823529,0.022086,7.632917,45.278498,6.303816,0.970833,0.966667,3
11,25.000000,527,123,404,23.529412,0.020027,9.128034,49.932113,6.607204,0.970833,0.966667,3
12,0.000000,401,0,401,0.000000,0.021351,6.958904,46.837179,5.068359,0.971939,0.889213,4
12,1.000000,407,5,402,1.228501,0.021232,7.046114,47.098377,5.088926,0.971939,0.889213,4
12,5.000000,423,17,406,4.018913,0.020908,7.255230,47.829469,5.122781,0.971939,0.889213,4
12,10.000000,445,39,406,9.213483,0.020306,7.653736,49.246552,5.177089,0.971939,0.889213,4
12,25.000000,530,121,409,23.207547,0.018462,9.064909,54.164795,5.369978,0.971939,0.889213,4
13,0.000000,401,0,401,0.000000,0.023665,6.931208,42.257348,2.451172,1.000000,0.987269,4
13,1.000000,407,5,402,1.228501,0.023539,7.018137,42.483030,2.465453,1.000000,0.987269,4
13,5.000000,423,18,405,4.255319,0.023133,7.243557,43.228680,2.471171,1.000000,0.987269,4
13,10.000000,445,38,407,8.539326,0.022519,7.590634,44.407648,2.497234,1.000000,0.987269,4
13,25.000000,529,122,407,23.440454,0.020493,9.065542,48.798328,2.632132,1.000000,0.987269,4
14,0.000000,400,0,400,0.000000,0.023193,6.968705,43.116629,6.254883,0.977564,0.977564,4
14,1.000000,408,5,403,1.225490,0.023062,7.056205,43.361034,6.279538,0.977564,0.977564,4
14,5.000000,421,18,403,4.275534,0.022680,7.282675,44.091203,6.322712,0.977564,0.977564,4
14,10.000000,445,39,406,8.764045,0.022088,7.631596,45.274293,6.369143,0.977564,0.977564,4
14,25.000000,533,124,409,23.452158,0.020037,9.116958,49.908471,6.680713,0.977564,0.977564,4
15,0.000000,401,0,401,0.000000,0.023188,6.970774,43.124905,6.567383,0.890625,1.000000,4
15,1.000000,408,5,403,1.225490,0.023058,7.058251,43.369215,6.592925,0.890625,1.000000,4
15,5.000000,419,17,402,4.057279,0.022694,7.267272,44.064463,6.632917,0.890625,1.000000,4
15,10.000000,443,38,405,8.577878,0.022084,7.633603,45.282374,6.694482,0.890625,1.000000,4
15,25.000000,530,123,407,23.396226,0.020047,9.119050,49.882068,7.022677,0.890625,1.000000,4
16,0.000000,401,0,401,0.000000,0.023575,6.971121,42.416999,6.630859,1.000000,1.000000,5
16,1.000000,409,5,404,1.222494,0.023450,7.058621,42.643870,6.657562,1.000000,1.000000,5
16,5.000000,420,17,403,4.047619,0.023074,7.267641,43.339118,6.697554,1.000000,1.000000,5
16,10.000000,444,38,406,8.558559,0.022434,7.633950,44.574468,6.757959,1.000000,1.000000,5
16,25.000000,531,122,409,23.540490,0.020377,9.127893,49.074088,7.108529,1.000000,1.000000,5
