composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.453029,528.234825,0.001893,0.449219,0.000000,0.449219,0.258342,258.342400
2,2,8.204294,509.521915,0.001963,0.449219,0.065376,0.514595,0.256440,256.560000
3,2,7.811703,234.744865,0.004260,1.230469,0.801233,2.031702,0.118235,120.451200
4,2,7.952312,470.806309,0.002124,0.449219,0.384605,0.833824,0.244260,245.658000
5,2,7.799229,187.532278,0.005332,2.539062,2.145141,4.684204,0.097738,120.582400
6,3,7.939236,470.753596,0.002124,0.449219,0.449878,0.899097,0.244264,245.609600
7,3,7.696583,224.463029,0.004455,1.230469,0.866054,2.096523,0.116293,118.626800
8,3,7.629510,158.038184,0.006328,3.320312,2.944736,6.265048,0.082221,89.562000
9,3,7.727360,179.853430,0.005560,2.539062,2.210316,4.749378,0.095988,118.952000
10,3,7.670322,153.290803,0.006524,2.539062,2.529642,5.068705,0.083633,107.882000
11,3,7.591903,194.813223,0.005133,1.230469,1.186655,2.417124,0.104093,107.714400
12,4,7.658942,153.319717,0.006522,2.539062,2.596400,5.135462,0.083724,107.916800
13,4,7.579684,194.842892,0.005132,1.230469,1.251602,2.482071,0.104185,107.748800
14,4,7.555358,150.297465,0.006653,3.320312,3.008713,6.329025,0.080407,87.866000
15,4,7.501418,123.789672,0.008078,3.320312,3.328955,6.649267,0.068121,76.871600
16,5,7.487443,123.813447,0.008077,3.320312,3.394293,6.714606,0.068196,76.884400
