composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,6.947985,55.583879,0.017991,0.449219,0.000000,0.449219,0.001278,1.278400
2,2,6.938187,55.505498,0.018016,0.449219,0.063477,0.512695,0.001278,1.278400
3,2,6.922713,55.381705,0.018057,1.230469,0.781250,2.011719,0.001278,1.278400
4,2,6.928319,55.426548,0.018042,0.449219,0.375977,0.825195,0.001280,1.280000
5,2,6.922447,55.379575,0.018057,2.539062,2.089844,4.628906,0.001280,1.280000
6,3,6.927761,55.422087,0.018043,0.449219,0.439453,0.888672,0.001280,1.280000
7,3,6.918304,55.346428,0.018068,1.230469,0.844727,2.075195,0.001280,1.280000
8,3,6.915787,55.326297,0.018075,3.320312,2.871094,6.191406,0.001280,1.280000
9,3,6.919597,55.356778,0.018065,2.539062,2.153320,4.692383,0.001280,1.280000
10,3,6.917492,55.339940,0.018070,2.539062,2.465820,5.004883,0.001282,1.281600
11,3,6.914159,55.313270,0.018079,1.230469,1.157227,2.387695,0.001280,1.280000
12,4,6.916935,55.335479,0.018072,2.539062,2.529297,5.068359,0.001282,1.281600
13,4,6.913601,55.308809,0.018080,1.230469,1.220703,2.451172,0.001280,1.280000
14,4,6.912937,55.303500,0.018082,3.320312,2.934570,6.254883,0.001280,1.280000
15,4,6.910833,55.286662,0.018088,3.320312,3.247070,6.567383,0.001282,1.281600
16,5,6.910275,55.282201,0.018089,3.320312,3.310547,6.630859,0.001282,1.281600
