composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.212392,589.593100,0.001696,0.449219,0.000000,0.449219,0.492352,492.352000
2,2,8.740647,556.155860,0.001798,0.449219,0.063477,0.512695,0.488800,489.024000
3,2,8.266112,501.557634,0.001994,0.449219,0.375977,0.825195,0.465588,468.258000
4,2,8.002157,256.226232,0.003903,1.230469,0.781250,2.011719,0.224974,229.212000
5,2,8.002229,199.847547,0.005004,2.539062,2.089844,4.628906,0.185992,229.712000
6,3,8.240047,501.453373,0.001994,0.449219,0.439453,0.888672,0.465588,468.146000
7,3,7.788592,239.312512,0.004179,1.230469,0.844727,2.075195,0.221422,225.884000
8,3,7.866484,187.914307,0.005322,2.539062,2.153320,4.692383,0.182824,226.768000
9,3,7.592037,202.505006,0.004938,1.230469,1.157227,2.387695,0.198274,205.182000
10,3,7.766049,157.258481,0.006359,2.539062,2.465820,5.004883,0.159420,205.810000
11,3,7.689714,168.912780,0.005920,3.320312,2.871094,6.191406,0.156294,170.316000
12,4,7.565972,202.400745,0.004941,1.230469,1.220703,2.451172,0.198274,205.070000
13,4,7.739984,157.154220,0.006363,2.539062,2.529297,5.068359,0.159420,205.698000
14,4,7.553969,156.979540,0.006370,3.320312,2.934570,6.254883,0.153126,167.372000
15,4,7.453534,126.323714,0.007916,3.320312,3.247070,6.567383,0.129722,146.414000
16,5,7.427469,126.219453,0.007923,3.320312,3.310547,6.630859,0.129722,146.302000
