composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.180817,455.337898,0.002196,0.449219,0.000000,0.449219,0.031296,31.296000
2,2,7.151558,450.415586,0.002220,0.449219,0.063477,0.512695,0.031064,31.088000
3,2,7.124460,426.842889,0.002343,0.449219,0.382744,0.831963,0.029560,29.740000
4,2,7.119649,209.635451,0.004770,1.230469,0.793951,2.024420,0.014538,14.804000
5,2,7.144348,173.113539,0.005777,2.539062,2.119937,4.659000,0.011984,14.752000
6,3,7.123374,426.838626,0.002343,0.449219,0.447187,0.896406,0.029564,29.740000
7,3,7.106724,205.756136,0.004860,1.230469,0.857636,2.088104,0.014370,14.660000
8,3,7.136080,169.531081,0.005899,2.539062,2.184102,4.723164,0.011752,14.544000
9,3,7.097019,183.291054,0.005456,1.230469,1.176493,2.406962,0.012866,13.312000
10,3,7.132784,147.465021,0.006781,2.539062,2.500801,5.039863,0.010248,13.196000
11,3,7.140105,146.210246,0.006839,3.320312,2.916527,6.236840,0.010122,11.028000
12,4,7.095933,183.286791,0.005456,1.230469,1.240937,2.471405,0.012870,13.312000
13,4,7.131859,147.901779,0.006761,2.539062,2.566914,5.105977,0.010320,13.268000
14,4,7.132111,142.640398,0.007011,3.320312,2.980773,6.301085,0.009954,10.884000
15,4,7.128542,121.002186,0.008264,3.320312,3.300027,6.620340,0.008446,9.526000
16,5,7.127616,120.998485,0.008265,3.320312,3.363504,6.683816,0.008458,9.544000
