data_transfer_rate_mbps,rate_dir,workflow_type,composition_number,event_throughput,wall_time_per_event,cpu_time_per_event,network_transfer_mb_per_event,cpu_utilization,memory_occupancy,total_groups,job_overhead_secs_mean,job_overhead_secs_std,job_overhead_cpu_time_mean,job_overhead_cpu_time_std,job_overhead_sample_count
10,10MBps,fork_real,1,0.003185,40.832968,313.942167,1.432921,0.750268,0.986610,2,442.455320,374.881280,3215.318745,1264.989977,4684
10,10MBps,fork_real,2,0.003185,40.832968,313.942167,1.432921,0.750268,0.999665,2,442.455320,374.881280,3215.318745,1264.989977,4684
10,10MBps,fork_real,3,0.003185,40.846661,313.977784,1.583656,0.833512,0.991073,3,456.507087,450.390386,3271.054029,1560.779201,4685
10,10MBps,fork_real,4,0.003185,40.846661,313.977784,1.583656,0.833512,0.999777,3,456.507087,450.390386,3271.054029,1560.779201,4685
10,10MBps,fork_real,5,0.003202,40.794141,312.305521,1.585084,0.833513,0.993026,3,400.543488,429.016459,2799.875442,1488.401267,4685
10,10MBps,fork_real,6,0.003202,40.794141,312.305521,1.585084,0.833513,0.999775,3,400.543488,429.016459,2799.875442,1488.401267,4685
10,10MBps,fork_real,7,0.006228,40.936581,160.557047,2.680403,1.000000,0.991287,3,525.892651,2112.903594,2395.194530,16767.031392,4683
10,10MBps,fork_real,8,0.006228,40.936581,160.557047,2.680403,1.000000,1.000000,3,525.892651,2112.903594,2395.194530,16767.031392,4683
10,10MBps,fork_real,9,0.003248,40.800614,307.916823,1.988430,0.833518,0.999769,3,386.457479,553.151543,2436.719179,1982.437858,4685
10,10MBps,fork_real,10,0.003523,40.945642,283.871298,3.807873,0.833555,0.955202,3,540.157717,526.296201,3037.069247,1696.021370,4683
10,10MBps,fork_real,11,0.003523,40.945642,283.871298,3.807873,0.833555,0.999723,3,540.157717,526.296201,3037.069247,1696.021370,4683
10,10MBps,fork_real,12,0.003202,40.807871,312.341204,1.736469,0.875135,0.994769,4,414.705420,497.723009,2856.386690,1760.369956,4685
10,10MBps,fork_real,13,0.003202,40.807871,312.341204,1.736469,0.875135,0.999831,4,414.705420,497.723009,2856.386690,1760.369956,4685
10,10MBps,fork_real,14,0.006226,40.950485,160.610600,2.829689,1.000000,0.993465,4,539.363717,2125.944745,2448.767763,16785.791461,4688
10,10MBps,fork_real,15,0.006226,40.950485,160.610600,2.829689,1.000000,1.000000,4,539.363717,2125.944745,2448.767763,16785.791461,4688
10,10MBps,fork_real,16,0.003247,40.804681,307.950654,2.135385,0.875139,0.999827,4,400.008453,607.853145,2490.732955,2202.270890,4686
10,10MBps,fork_real,17,0.003247,40.804681,307.950654,2.135385,0.875139,0.999827,4,400.008453,607.853145,2490.732955,2202.270890,4686
10,10MBps,fork_real,18,0.006234,40.905656,160.419374,2.835797,1.000000,0.994932,4,484.633396,2123.175484,2229.784352,16782.652172,4689
10,10MBps,fork_real,19,0.006234,40.905656,160.419374,2.835797,1.000000,1.000000,4,484.633396,2123.175484,2229.784352,16782.652172,4689
10,10MBps,fork_real,20,0.003522,40.958591,283.922917,3.956270,0.875166,0.966402,4,553.709489,580.001188,3090.715237,1932.257019,4686
10,10MBps,fork_real,21,0.006214,41.024001,160.930349,5.053956,1.000000,0.966610,4,634.780313,2139.301512,2830.807464,16814.278744,4682
10,10MBps,fork_real,22,0.003522,40.958591,283.922917,3.956270,0.875166,0.999792,4,553.709489,580.001188,3090.715237,1932.257019,4686
10,10MBps,fork_real,23,0.006214,41.024001,160.930349,5.053956,1.000000,1.000000,4,634.780313,2139.301512,2830.807464,16814.278744,4682
10,10MBps,fork_real,24,0.003523,40.931962,283.852067,3.955962,0.875166,0.973006,4,544.467081,544.201461,3054.681170,1775.370815,4681
10,10MBps,fork_real,25,0.003523,40.931962,283.852067,3.955962,0.875166,0.999792,4,544.467081,544.201461,3054.681170,1775.370815,4681
10,10MBps,fork_real,26,0.003521,40.983628,284.035271,4.362198,0.875166,0.999792,4,578.761743,615.323715,3190.860492,2057.563801,4687
10,10MBps,fork_real,27,0.006237,40.868529,160.321053,3.234994,1.000000,1.000000,4,472.186607,2153.444821,2180.494954,16855.732149,4681
10,10MBps,fork_real,28,0.003246,40.833870,308.034776,2.289820,0.900111,0.999861,5,414.299304,658.210119,2547.136702,2402.060620,4690
10,10MBps,fork_real,29,0.006233,40.904341,160.442441,2.984536,1.000000,0.995946,5,498.286066,2137.230008,2284.332930,16808.895947,4690
10,10MBps,fork_real,30,0.006233,40.904341,160.442441,2.984536,1.000000,1.000000,5,498.286066,2137.230008,2284.332930,16808.895947,4690
10,10MBps,fork_real,31,0.006212,41.036846,160.981735,5.201954,1.000000,0.973288,5,648.366990,2152.147846,2885.029627,16836.891298,4684
10,10MBps,fork_real,32,0.006212,41.036846,160.981735,5.201954,1.000000,1.000000,5,648.366990,2152.147846,2885.029627,16836.891298,4684
10,10MBps,fork_real,33,0.003522,40.945138,283.904139,4.104053,0.900133,0.978405,5,558.133435,596.097860,3108.972122,2000.985796,4683
