Composition,Target_Job_Length,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups,Total_Logical_Jobs,Total_Failed_Jobs,Failure_Rate_Actual_%,Total_Wasted_CPU_Time_s,Total_Wasted_Wall_Time_s,Total_Wasted_Network_MB,Avg_CPU_Per_Failure_s,Avg_Wall_Per_Failure_s,Avg_Network_Per_Failure_MB,Max_CPU_Per_Failure_s,Max_Wall_Per_Failure_s,Max_Network_Per_Failure_MB
1,1h,0.018116,6.900000,55.200000,0.449219,1.000000,1.000000,1,1920,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,6h,0.018116,6.900000,55.200000,0.449219,1.000000,1.000000,1,320,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,12h,0.018116,6.900000,55.200000,0.449219,1.000000,1.000000,1,160,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,18h,0.018116,6.900000,55.200000,0.449219,1.000000,1.000000,1,107,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,24h,0.018116,6.900000,55.200000,0.449219,1.000000,1.000000,1,80,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,1h,0.018116,6.900000,55.200000,0.512695,1.000000,1.000000,2,1919,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,6h,0.018116,6.900000,55.200000,0.512695,1.000000,1.000000,2,321,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,12h,0.018116,6.900000,55.200000,0.512695,1.000000,1.000000,2,161,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,18h,0.018116,6.900000,55.200000,0.512695,1.000000,1.000000,2,107,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,24h,0.018116,6.900000,55.200000,0.512695,1.000000,1.000000,2,81,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,1h,0.018116,6.900000,55.200000,0.825195,1.000000,1.000000,2,1921,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,6h,0.018116,6.900000,55.200000,0.825195,1.000000,1.000000,2,320,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,12h,0.018116,6.900000,55.200000,0.825195,1.000000,1.000000,2,161,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,18h,0.018116,6.900000,55.200000,0.825195,1.000000,1.000000,2,108,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,24h,0.018116,6.900000,55.200000,0.825195,1.000000,1.000000,2,81,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,1h,0.018116,6.900000,55.200000,4.628906,1.000000,1.000000,2,1919,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,6h,0.018116,6.900000,55.200000,4.628906,1.000000,1.000000,2,320,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,12h,0.018116,6.900000,55.200000,4.628906,1.000000,1.000000,2,161,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,18h,0.018116,6.900000,55.200000,4.628906,1.000000,1.000000,2,107,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,24h,0.018116,6.900000,55.200000,4.628906,1.000000,1.000000,2,81,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,1h,0.018116,6.900000,55.200000,2.011719,1.000000,1.000000,2,1918,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,6h,0.018116,6.900000,55.200000,2.011719,1.000000,1.000000,2,320,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,12h,0.018116,6.900000,55.200000,2.011719,1.000000,1.000000,2,160,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,18h,0.018116,6.900000,55.200000,2.011719,1.000000,1.000000,2,107,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,24h,0.018116,6.900000,55.200000,2.011719,1.000000,1.000000,2,80,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,1h,0.018116,6.900000,55.200000,0.888672,1.000000,1.000000,3,1921,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,6h,0.018116,6.900000,55.200000,0.888672,1.000000,1.000000,3,321,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,12h,0.018116,6.900000,55.200000,0.888672,1.000000,1.000000,3,162,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,18h,0.018116,6.900000,55.200000,0.888672,1.000000,1.000000,3,108,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,24h,0.018116,6.900000,55.200000,0.888672,1.000000,1.000000,3,82,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7,1h,0.018116,6.900000,55.200000,4.692383,1.000000,1.000000,3,1919,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7,6h,0.018116,6.900000,55.200000,4.692383,1.000000,1.000000,3,321,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7,12h,0.018116,6.900000,55.200000,4.692383,1.000000,1.000000,3,162,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7,18h,0.018116,6.900000,55.200000,4.692383,1.000000,1.000000,3,108,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
