Workflow_Type,Construction,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
fork_real,1,0.003267,38.917442,306.096523,1.425781,0.750268,0.986610,2
fork_real,48,0.006444,38.752010,155.192906,5.830977,1.000000,1.000000,7
fork_real,46,0.006444,38.752357,155.194295,5.684492,1.000000,1.000000,6
fork_homo,1,0.006424,38.917442,155.669767,1.425781,1.000000,1.000000,2
fork_homo,48,0.006451,38.752010,155.008039,5.830977,1.000000,1.000000,7
fork_homo,46,0.006451,38.752357,155.009428,5.684492,1.000000,1.000000,6
fork_hetero,1,0.000415,38.917442,2412.071102,1.425781,0.519878,0.590707,2
fork_hetero,48,0.001942,38.752010,514.905630,5.830977,1.000000,1.000000,7
fork_hetero,46,0.001939,38.752357,515.813552,5.684492,0.971154,0.969231,6
