composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.034717,448.358697,0.002230,0.449219,0.000000,0.449219,0.015488,15.488000
2,2,7.020539,444.400156,0.002250,0.449219,0.063477,0.512695,0.015372,15.384000
3,2,7.008715,422.324780,0.002368,0.449219,0.375977,0.825195,0.014652,14.742000
4,2,7.012028,204.706388,0.004885,1.230469,0.781250,2.011719,0.007110,7.244000
5,2,7.037489,170.195068,0.005876,2.539062,2.089844,4.628906,0.005864,7.248000
6,3,7.008570,422.324199,0.002368,0.449219,0.439453,0.888672,0.014660,14.756000
7,3,7.005943,201.262188,0.004969,1.230469,0.844727,2.075195,0.006994,7.140000
8,3,7.033864,166.908308,0.005991,2.539062,2.153320,4.692383,0.005748,7.144000
9,3,7.002828,179.740042,0.005564,1.230469,1.157227,2.387695,0.006274,6.498000
10,3,7.033809,145.582002,0.006869,2.539062,2.465820,5.004883,0.005028,6.502000
11,3,7.042785,143.335976,0.006977,3.320312,2.871094,6.191406,0.004990,5.436000
12,4,7.002623,179.739221,0.005564,1.230469,1.220703,2.451172,0.006278,6.502000
13,4,7.033664,145.581421,0.006869,2.539062,2.529297,5.068359,0.005036,6.516000
14,4,7.039100,140.045375,0.007141,3.320312,2.934570,6.254883,0.004874,5.332000
15,4,7.038925,118.711389,0.008424,3.320312,3.247070,6.567383,0.004090,4.626000
16,5,7.038720,118.710568,0.008424,3.320312,3.310547,6.630859,0.004094,4.630000
