composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.252642,74.021135,0.013510,0.449219,0.000000,0.449219,0.061539,61.539200
2,2,8.786670,70.050715,0.014275,0.449219,0.063477,0.512695,0.061291,61.291200
3,2,8.340224,64.728693,0.015449,0.449219,0.375977,0.825195,0.059750,59.749600
4,2,8.418675,56.733644,0.017626,2.539062,2.089844,4.628906,0.052606,56.031400
5,2,8.183032,49.261603,0.020300,1.230469,0.781250,2.011719,0.047693,40.299400
6,3,8.319895,63.812809,0.015671,0.449219,0.439453,0.888672,0.058972,59.749600
7,3,8.288630,56.213467,0.017789,2.539062,2.153320,4.692383,0.052616,55.828200
8,3,7.975300,48.430674,0.020648,1.230469,0.844727,2.075195,0.047682,40.054600
9,3,8.216356,55.924371,0.017881,2.539062,2.465820,5.004883,0.052613,54.265800
10,3,7.806750,47.756474,0.020940,1.230469,1.157227,2.387695,0.047690,38.516200
11,3,8.246773,49.516567,0.020195,3.320312,2.871094,6.191406,0.047679,39.049600
12,4,8.196028,55.008487,0.018179,2.539062,2.529297,5.068359,0.051835,54.265800
13,4,7.786421,46.840590,0.021349,1.230469,1.220703,2.451172,0.046912,38.516200
14,4,8.116728,48.996389,0.020410,3.320312,2.934570,6.254883,0.047689,38.846400
15,4,8.044454,48.707293,0.020531,3.320312,3.247070,6.567383,0.047686,37.284000
16,5,8.024126,47.791409,0.020924,3.320312,3.310547,6.630859,0.046908,37.284000
