composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.212212,589.581580,0.001696,0.449219,0.000000,0.449219,0.492314,492.313600
2,2,8.740527,556.149620,0.001798,0.449219,0.063477,0.512695,0.488773,488.995200
3,2,8.265956,501.550530,0.001994,0.449219,0.375977,0.825195,0.465548,468.215600
4,2,8.001977,256.216980,0.003903,1.230469,0.781250,2.011719,0.224935,229.172400
5,2,8.002073,199.840251,0.005004,2.539062,2.089844,4.628906,0.185950,229.667200
6,3,8.239915,501.446365,0.001994,0.449219,0.439453,0.888672,0.465548,468.104400
7,3,7.788532,239.312380,0.004179,1.230469,0.844727,2.075195,0.221420,225.879600
8,3,7.866316,187.907683,0.005322,2.539062,2.153320,4.692383,0.182768,226.707200
9,3,7.591857,202.498634,0.004938,1.230469,1.157227,2.387695,0.198221,205.125600
10,3,7.765917,157.255601,0.006359,2.539062,2.465820,5.004883,0.159377,205.761200
11,3,7.689546,168.905640,0.005920,3.320312,2.871094,6.191406,0.156252,170.270000
12,4,7.565816,202.394469,0.004941,1.230469,1.220703,2.451172,0.198221,205.014400
13,4,7.739876,157.151436,0.006363,2.539062,2.529297,5.068359,0.159377,205.650000
14,4,7.553789,156.973072,0.006371,3.320312,2.934570,6.254883,0.153069,167.310000
15,4,7.453390,126.320990,0.007916,3.320312,3.247070,6.567383,0.129678,146.364000
16,5,7.427349,126.216825,0.007923,3.320312,3.310547,6.630859,0.129678,146.252800
