Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,400,0,400,0.000000,0.002255,6.928492,443.423500,0.449219,0.264040,0.297781,1
1,1.000000,404,4,400,0.990099,0.002244,6.997893,445.644329,0.449219,0.264040,0.297781,1
1,5.000000,418,18,400,4.306220,0.002205,7.240796,453.417232,0.449219,0.264040,0.297781,1
1,10.000000,443,43,400,9.706546,0.002140,7.674552,467.297416,0.449219,0.264040,0.297781,1
1,25.000000,527,127,400,24.098672,0.001946,9.131971,513.934832,0.449219,0.264040,0.297781,1
2,0.000000,400,0,400,0.000000,0.002272,6.924219,440.103908,0.512695,0.632755,0.649521,2
2,1.000000,406,5,401,1.231527,0.002261,7.011132,442.358425,0.523664,0.632755,0.649521,2
2,5.000000,419,18,401,4.295943,0.002224,7.236537,449.571405,0.523664,0.632755,0.649521,2
2,10.000000,446,44,402,9.865471,0.002155,7.670339,463.963372,0.513016,0.632755,0.649521,2
2,25.000000,528,125,403,23.674242,0.001965,9.091823,508.939880,0.523664,0.632755,0.649521,2
3,0.000000,401,0,401,0.000000,0.002388,6.922400,418.729506,0.825195,0.638221,0.640865,2
3,1.000000,406,5,401,1.231527,0.002375,7.009200,420.982178,0.833316,0.638221,0.640865,2
3,5.000000,419,18,401,4.295943,0.002338,7.234606,427.670203,0.841437,0.638221,0.640865,2
3,10.000000,445,43,402,9.662921,0.002268,7.652618,440.980705,0.842437,0.638221,0.640865,2
3,25.000000,528,125,403,24.053030,0.002056,9.083629,486.463642,0.847218,0.638221,0.640865,2
4,0.000000,400,0,400,0.000000,0.004913,6.931397,203.550913,2.011719,0.784274,0.812248,2
4,1.000000,404,4,400,0.990099,0.004886,7.000843,204.681583,2.016073,0.784274,0.812248,2
4,5.000000,419,18,401,4.295943,0.004806,7.243882,208.093991,2.029138,0.784274,0.812248,2
