composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.599108,60.479399,0.016535,0.449219,0.000000,0.449219,0.015515,15.515200
2,2,7.486448,59.350181,0.016849,0.449219,0.063477,0.512695,0.015454,15.454400
3,2,7.397503,57.037501,0.017532,0.449219,0.376992,0.826210,0.015070,15.070400
4,2,7.706098,51.861743,0.019282,2.539062,2.101505,4.640568,0.013258,14.129400
5,2,7.447915,45.493887,0.021981,1.230469,0.784878,2.015347,0.012022,10.159200
6,3,7.397195,56.234214,0.017783,0.449219,0.440613,0.889832,0.014876,15.072800
7,3,7.677969,51.749852,0.019324,2.539062,2.165280,4.704342,0.013258,14.075000
8,3,7.400499,45.305167,0.022073,1.230469,0.848414,2.078883,0.012023,10.106400
9,3,7.683480,51.771653,0.019316,2.539062,2.480001,5.019064,0.013258,13.682200
10,3,7.381474,45.229561,0.022109,1.230469,1.162095,2.392564,0.012023,9.714400
11,3,7.780195,46.817625,0.021359,3.320312,2.885056,6.205368,0.012022,9.851600
12,4,7.683184,50.968415,0.019620,2.539062,2.543623,5.082685,0.013064,13.684600
13,4,7.381154,44.426227,0.022509,1.230469,1.225716,2.456185,0.011828,9.716000
14,4,7.752078,46.705782,0.021411,3.320312,2.948830,6.269143,0.012022,9.797200
15,4,7.757618,46.727739,0.021401,3.320312,3.263420,6.583733,0.012023,9.406000
16,5,7.757272,45.923506,0.021775,3.320312,3.327090,6.647403,0.011827,9.406000
