composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.670074,58.378092,0.017130,0.449219,0.000000,0.449219,0.000709,0.708800
2,2,7.664772,58.137071,0.017201,0.449219,0.063477,0.512695,0.000708,0.708000
3,2,7.588431,45.047383,0.022199,1.230469,0.813910,2.044379,0.000547,0.460000
4,2,7.644461,56.560036,0.017680,0.449219,0.393218,0.842437,0.000690,0.689600
5,2,7.608358,49.722297,0.020112,2.539062,2.180125,4.719188,0.000604,0.642800
6,3,7.676736,56.009364,0.017854,0.449219,0.448734,0.897953,0.000686,0.696000
7,3,7.586109,45.038449,0.022203,1.230469,0.877922,2.108391,0.000550,0.460000
8,3,7.588965,45.049417,0.022198,3.320312,2.989165,6.309477,0.000548,0.447400
9,3,7.606912,49.716747,0.020114,2.539062,2.245915,4.784978,0.000606,0.643600
10,3,7.611840,49.725068,0.020111,2.539062,2.575037,5.114099,0.000607,0.626800
11,3,7.566883,45.031084,0.022207,1.230469,1.200968,2.431437,0.000550,0.439800
12,4,7.603827,48.984456,0.020415,2.539062,2.638027,5.177089,0.000598,0.626800
13,4,7.566651,44.294136,0.022576,1.230469,1.266765,2.497234,0.000542,0.442200
14,4,7.570684,45.010223,0.022217,3.320312,3.048831,6.369143,0.000551,0.449200
15,4,7.569386,45.006067,0.022219,3.320312,3.367841,6.688154,0.000550,0.429000
16,5,7.569152,44.303767,0.022571,3.320312,3.437646,6.757959,0.000542,0.431400
