Composition,Failure_Rate_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,0.018116,6.900000,55.200000,0.449219,0.762681,0.606884,1
1,1.000000,0.017975,7.007985,55.631940,0.449219,0.762681,0.606884,1
1,5.000000,0.017728,7.202358,56.409432,0.449219,0.762681,0.606884,1
1,10.000000,0.017150,7.677492,58.309968,0.449219,0.762681,0.606884,1
1,25.000000,0.015455,9.340461,64.702680,0.445001,0.762681,0.606884,1
2,0.000000,0.018182,6.900000,55.000000,0.512695,0.882299,0.803832,2
2,1.000000,0.018040,7.007990,55.431961,0.512695,0.882299,0.803832,2
2,5.000000,0.017791,7.202373,56.209491,0.512695,0.882299,0.803832,2
2,10.000000,0.017209,7.677530,58.110119,0.512695,0.882299,0.803832,2
2,25.000000,0.015493,9.339814,64.544808,0.523148,0.882299,0.803832,2
3,0.000000,0.018657,6.900000,53.600000,0.825195,0.677404,0.806731,2
3,1.000000,0.018508,7.007998,54.031990,0.825195,0.677404,0.806731,2
3,5.000000,0.018259,7.202394,54.766374,0.835347,0.677404,0.806731,2
3,10.000000,0.017647,7.677582,56.667130,0.835347,0.677404,0.806731,2
3,25.000000,0.015901,9.340746,62.887790,0.872204,0.677404,0.806731,2
4,0.000000,0.021186,6.900000,47.200000,4.628906,0.900128,0.728426,2
4,1.000000,0.021052,7.007998,47.502394,4.662762,0.900128,0.728426,2
4,5.000000,0.020731,7.202392,48.236768,4.674047,0.900128,0.728426,2
4,10.000000,0.020014,7.677578,49.964710,4.719188,0.900128,0.728426,2
4,25.000000,0.017958,9.355276,55.686323,4.939655,0.900128,0.728426,2
5,0.000000,0.023364,6.900000,42.800000,2.011719,0.971774,0.945565,2
5,1.000000,0.023201,7.007992,43.102380,2.019883,0.971774,0.945565,2
5,5.000000,0.022812,7.202383,43.836750,2.022605,0.971774,0.945565,2
5,10.000000,0.022116,7.654544,45.216254,2.049642,0.971774,0.945565,2
5,25.000000,0.019791,9.381117,50.526935,2.141600,0.971774,0.945565,2
6,0.000000,0.018904,6.900000,52.900000,0.888672,0.930769,0.871154,3
6,1.000000,0.018750,7.007998,53.331990,0.888672,0.930769,0.871154,3
6,5.000000,0.018503,7.202393,54.044774,0.900273,0.930769,0.871154,3
6,10.000000,0.017875,7.677582,55.945530,0.900273,0.930769,0.871154,3
6,25.000000,0.016097,9.347320,62.122182,0.960702,0.930769,0.871154,3
7,0.000000,0.021186,6.900000,47.200000,4.692383,0.932671,0.822369,3
7,1.000000,0.021052,7.007993,47.502383,4.727103,0.932671,0.822369,3
7,5.000000,0.020747,7.183721,48.199426,4.728966,0.932671,0.822369,3
7,10.000000,0.020031,7.677562,49.921481,4.796545,0.932671,0.822369,3
7,25.000000,0.018015,9.348339,55.509353,5.031680,0.932671,0.822369,3
8,0.000000,0.023364,6.900000,42.800000,2.075195,0.980874,0.965847,3
8,1.000000,0.023201,7.007990,43.102376,2.083493,0.980874,0.965847,3
8,5.000000,0.022812,7.202380,43.836744,2.086259,0.980874,0.965847,3
8,10.000000,0.022107,7.663848,45.234861,2.114932,0.980874,0.965847,3
8,25.000000,0.019747,9.394434,50.639966,2.205421,0.980874,0.965847,3
