composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.058592,64.468738,0.015511,0.449219,0.000000,0.449219,0.030776,30.776000
2,2,7.822887,62.373446,0.016032,0.449219,0.063477,0.512695,0.030648,30.648000
3,2,7.587332,58.973647,0.016957,0.449219,0.375977,0.825195,0.029884,29.884000
4,2,7.473449,50.885390,0.019652,2.539062,2.089844,4.628906,0.026248,27.971000
5,2,7.461017,45.582919,0.021938,1.230469,0.781250,2.011719,0.023820,20.145000
6,3,7.574587,58.190477,0.017185,0.449219,0.439453,0.888672,0.029494,29.884000
7,3,7.405684,50.614329,0.019757,2.539062,2.153320,4.692383,0.026248,27.859000
8,3,7.354432,45.156578,0.022145,1.230469,0.844727,2.075195,0.023812,20.017000
9,3,7.357149,50.420189,0.019833,2.539062,2.465820,5.004883,0.026248,27.079000
10,3,7.257777,44.769958,0.022336,1.230469,1.157227,2.387695,0.023820,19.253000
11,3,7.325694,45.041626,0.022202,3.320312,2.871094,6.191406,0.023816,19.525000
12,4,7.344404,49.637019,0.020146,2.539062,2.529297,5.068359,0.025858,27.079000
13,4,7.245032,43.986788,0.022734,1.230469,1.220703,2.451172,0.023430,19.253000
14,4,7.257929,44.770565,0.022336,3.320312,2.934570,6.254883,0.023816,19.413000
15,4,7.209394,44.576425,0.022433,3.320312,3.247070,6.567383,0.023816,18.633000
16,5,7.196649,43.793255,0.022835,3.320312,3.310547,6.630859,0.023426,18.633000
