Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,1199,0,1199,0.000000,0.002240,6.976432,446.491660,0.449219,0.264040,0.297781,1
1,1.000000,1211,12,1199,0.990917,0.002229,7.046302,448.727496,0.449219,0.264040,0.297781,1
1,5.000000,1254,55,1199,4.385965,0.002189,7.296669,456.739241,0.449219,0.264040,0.297781,1
1,10.000000,1328,129,1199,9.713855,0.002125,7.727533,470.526895,0.449219,0.264040,0.297781,1
1,25.000000,1576,377,1199,23.921320,0.001935,9.171511,516.734169,0.449219,0.264040,0.297781,1
2,0.000000,1199,0,1199,0.000000,0.002260,6.962355,442.540292,0.512695,0.632755,0.649521,2
2,1.000000,1212,12,1200,0.990099,0.002248,7.032101,444.771831,0.512695,0.632755,0.649521,2
2,5.000000,1256,55,1201,4.378981,0.002209,7.281994,452.768056,0.512695,0.632755,0.649521,2
2,10.000000,1329,128,1201,9.706546,0.002144,7.710859,466.352235,0.515604,0.632755,0.649521,2
2,25.000000,1580,378,1202,23.924051,0.001951,9.153346,512.472400,0.516405,0.632755,0.649521,2
3,0.000000,1199,0,1199,0.000000,0.004886,6.953909,204.659041,2.011719,0.784274,0.812248,2
3,1.000000,1210,11,1199,0.909091,0.004868,7.017714,205.425606,2.014622,0.784274,0.812248,2
3,5.000000,1254,55,1199,4.385965,0.004775,7.273169,209.410317,2.029863,0.784274,0.812248,2
3,10.000000,1327,127,1200,9.570460,0.004644,7.691076,215.315960,2.052363,0.784274,0.812248,2
3,25.000000,1570,368,1202,23.566879,0.004261,9.098415,234.665078,2.126040,0.784274,0.812248,2
4,0.000000,1199,0,1199,0.000000,0.002378,6.950576,420.466530,0.825195,0.638221,0.640865,2
4,1.000000,1211,12,1199,0.990917,0.002366,7.020156,422.693089,0.825195,0.638221,0.640865,2
4,5.000000,1255,55,1200,4.382470,0.002327,7.269760,429.802442,0.838730,0.638221,0.640865,2
4,10.000000,1327,127,1200,9.570460,0.002258,7.676408,442.792234,0.839064,0.638221,0.640865,2
4,25.000000,1576,374,1202,23.857868,0.002054,9.125334,486.742271,0.876341,0.638221,0.640865,2
5,0.000000,1199,0,1199,0.000000,0.005884,6.979241,169.957371,4.628906,0.566964,0.575949,2
5,1.000000,1209,10,1199,0.827130,0.005870,7.037382,170.354272,4.631916,0.566964,0.575949,2
5,5.000000,1254,54,1200,4.385965,0.005739,7.296028,174.240074,4.684116,0.566964,0.575949,2
5,10.000000,1321,121,1200,9.235428,0.005580,7.685625,179.226437,4.746888,0.566964,0.575949,2
5,25.000000,1577,375,1202,23.906151,0.005103,9.173802,195.950547,4.944108,0.566964,0.575949,2
6,0.000000,1199,0,1199,0.000000,0.002378,6.950371,420.465709,0.888672,0.758814,0.768910,3
6,1.000000,1213,12,1201,0.989283,0.002366,7.019975,422.692364,0.888672,0.758814,0.768910,3
6,5.000000,1256,54,1202,4.378981,0.002327,7.265852,429.794215,0.902188,0.758814,0.768910,3
6,10.000000,1327,125,1202,9.419744,0.002259,7.675474,442.616029,0.907234,0.758814,0.768910,3
6,25.000000,1580,374,1206,23.860759,0.002055,9.131147,486.579583,0.955562,0.758814,0.768910,3
7,0.000000,1199,0,1199,0.000000,0.004970,6.947860,201.221464,2.075195,0.858948,0.877561,3
7,1.000000,1211,11,1200,0.908340,0.004951,7.011628,201.986543,2.078146,0.858948,0.877561,3
7,5.000000,1256,55,1201,4.378981,0.004855,7.266868,205.965500,2.093637,0.858948,0.877561,3
7,10.000000,1332,128,1204,9.609610,0.004724,7.690236,211.686984,2.119423,0.858948,0.877561,3
7,25.000000,1572,367,1205,23.600509,0.004331,9.082664,230.916673,2.194129,0.858948,0.877561,3
8,0.000000,1199,0,1199,0.000000,0.006979,6.984654,143.290548,6.191406,0.937500,0.943490,3
8,1.000000,1210,10,1200,0.826446,0.006966,7.042861,143.546074,6.198506,0.937500,0.943490,3
8,5.000000,1257,55,1202,4.375497,0.006806,7.305307,146.926227,6.259893,0.937500,0.943490,3
8,10.000000,1327,125,1202,9.419744,0.006615,7.713044,151.178342,6.339453,0.937500,0.943490,3
8,25.000000,1564,359,1205,23.081841,0.006077,9.079190,164.563516,6.597778,0.937500,0.943490,3
9,0.000000,1199,0,1199,0.000000,0.006000,6.975592,166.673395,4.692383,0.717720,0.723329,3
9,1.000000,1210,10,1200,0.826446,0.005986,7.033735,167.070008,4.695469,0.717720,0.723329,3
9,5.000000,1255,54,1201,4.382470,0.005858,7.290271,170.712618,4.748563,0.717720,0.723329,3
9,10.000000,1328,123,1205,9.337349,0.005686,7.690360,175.871852,4.815493,0.717720,0.723329,3
9,25.000000,1582,375,1207,23.830594,0.005220,9.163303,191.579928,5.011821,0.717720,0.723329,3
10,0.000000,1199,0,1199,0.000000,0.006880,6.975489,145.346897,5.004883,0.773810,0.765476,3
10,1.000000,1209,10,1199,0.827130,0.006861,7.033622,145.743531,5.008645,0.773810,0.765476,3
10,5.000000,1256,54,1202,4.378981,0.006712,7.294030,148.983581,5.070921,0.773810,0.765476,3
10,10.000000,1327,123,1204,9.344386,0.006518,7.693683,153.425937,5.148006,0.773810,0.765476,3
10,25.000000,1578,372,1206,23.827630,0.005939,9.139625,168.386049,5.370824,0.773810,0.765476,3
11,0.000000,1199,0,1199,0.000000,0.005565,6.944733,179.701430,2.387695,0.881173,0.889815,3
11,1.000000,1211,11,1200,0.908340,0.005547,7.008512,180.291064,2.392902,0.881173,0.889815,3
11,5.000000,1256,54,1202,4.378981,0.005443,7.263028,183.720079,2.415934,0.881173,0.889815,3
11,10.000000,1328,125,1203,9.563253,0.005289,7.679445,189.080572,2.446936,0.881173,0.889815,3
11,25.000000,1571,366,1205,23.424570,0.004838,9.071925,206.700899,2.545812,0.881173,0.889815,3
12,0.000000,1199,0,1199,0.000000,0.006880,6.975284,145.346076,5.068359,0.830357,0.830357,4
12,1.000000,1210,10,1200,0.826446,0.006861,7.033429,145.742758,5.072121,0.830357,0.830357,4
12,5.000000,1257,54,1203,4.375497,0.006712,7.293807,148.982725,5.135944,0.830357,0.830357,4
12,10.000000,1326,120,1206,9.125189,0.006522,7.674404,153.329297,5.204288,0.830357,0.830357,4
