Composition,Target_Job_Length,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups,Total_Logical_Jobs,Total_Failed_Jobs,Failure_Rate_Actual_%,Total_Wasted_CPU_Time_s,Total_Wasted_Wall_Time_s,Total_Wasted_Network_MB,Avg_CPU_Per_Failure_s,Avg_Wall_Per_Failure_s,Avg_Network_Per_Failure_MB,Max_CPU_Per_Failure_s,Max_Wall_Per_Failure_s,Max_Network_Per_Failure_MB
15,12h,0.015097,9.627145,66.238291,7.110683,1.000000,1.000000,4,38,11,28.947368,1832557.645703,462514.491406,124367.031250,166596.149609,42046.771946,11306.093750,173390.567969,44386.735938,28212.890625
15,24h,0.015162,9.517653,65.955389,6.985317,1.000000,1.000000,4,36,9,25.000000,2743636.736621,691901.773242,118093.164062,304848.526291,76877.974805,13121.462674,346755.550293,88714.600586,56425.781250
16,15m,0.014475,9.861451,69.084707,7.176861,1.000000,1.000000,5,50,15,30.000000,54452.235303,14542.720605,5185.231934,3630.149020,969.514707,345.682129,3640.942773,983.285547,587.246094
16,30m,0.015013,9.488916,66.609734,7.157921,1.000000,1.000000,5,49,14,28.571429,99236.424780,25791.949561,8629.135742,7088.316056,1842.282111,616.366839,7251.885547,1906.571094,1175.537109
16,1h,0.015340,9.248402,65.188387,7.067478,1.000000,1.000000,5,50,11,22.000000,158921.374316,40712.048633,9986.450195,14447.397665,3701.095330,907.859109,14473.771094,3753.142188,2285.156250
16,2h,0.015355,9.279299,65.126371,7.112903,1.000000,1.000000,5,49,13,26.530612,328639.314258,83533.778516,25194.118652,25279.947251,6425.675270,1938.009127,28921.956543,7447.413086,4702.148438
16,4h,0.015227,9.466168,65.673117,7.199261,1.000000,1.000000,5,49,17,34.693878,937441.431934,237885.263867,89172.636719,55143.613643,13993.250816,5245.449219,57813.913086,14834.826172,9404.296875
16,8h,0.015100,9.604788,66.225465,7.126931,1.000000,1.000000,5,44,12,27.272727,1368588.790674,346302.731348,93733.435059,114049.065889,28858.560946,7811.119588,115602.240527,29610.781055,18808.593750
16,12h,0.015168,9.549903,65.928743,7.151897,1.000000,1.000000,5,42,13,30.952381,1852990.497559,467776.795117,135728.896484,142537.730581,35982.830394,10440.684345,173390.567969,44386.735938,28212.890625
16,24h,0.015245,9.427390,65.594956,7.010954,1.000000,1.000000,5,39,11,28.205128,3083782.398633,777990.047266,167361.711426,280343.854421,70726.367933,15214.701039,346755.550293,88714.600586,56425.781250
