Composition,Failure_Rate_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,0.018116,6.900000,55.200000,0.449219,1.000000,1.000000,1
1,1.000000,0.018031,6.964708,55.458833,0.449219,1.000000,1.000000,1
1,5.000000,0.017723,7.205566,56.422266,0.449219,1.000000,1.000000,1
1,10.000000,0.017232,7.608195,58.032781,0.449219,1.000000,1.000000,1
1,25.000000,0.015706,9.031776,63.669584,0.448283,1.000000,1.000000,1
2,0.000000,0.018116,6.900000,55.200000,0.512695,1.000000,1.000000,2
2,1.000000,0.018031,6.964733,55.458930,0.512695,1.000000,1.000000,2
2,5.000000,0.017723,7.205685,56.422740,0.514980,1.000000,1.000000,2
2,10.000000,0.017231,7.608461,58.033845,0.512695,1.000000,1.000000,2
2,25.000000,0.015698,9.036214,63.701700,0.537140,1.000000,1.000000,2
3,0.000000,0.018116,6.900000,55.200000,0.825195,1.000000,1.000000,2
3,1.000000,0.018031,6.964707,55.458826,0.826887,1.000000,1.000000,2
3,5.000000,0.017723,7.205571,56.422284,0.837039,1.000000,1.000000,2
3,10.000000,0.017232,7.608172,58.032686,0.842114,1.000000,1.000000,2
3,25.000000,0.015727,9.020893,63.582924,0.866037,1.000000,1.000000,2
4,0.000000,0.018116,6.900000,55.200000,4.628906,1.000000,1.000000,2
4,1.000000,0.018031,6.964749,55.458996,4.634549,1.000000,1.000000,2
4,5.000000,0.017723,7.205793,56.423170,4.674047,1.000000,1.000000,2
4,10.000000,0.017242,7.603388,57.999166,4.718640,1.000000,1.000000,2
4,25.000000,0.015719,9.026162,63.618329,4.935687,1.000000,1.000000,2
5,0.000000,0.018116,6.900000,55.200000,2.011719,1.000000,1.000000,2
5,1.000000,0.018031,6.964778,55.459111,2.014440,1.000000,1.000000,2
5,5.000000,0.017723,7.205901,56.423602,2.029406,1.000000,1.000000,2
5,10.000000,0.017231,7.608966,58.035863,2.049361,1.000000,1.000000,2
5,25.000000,0.015711,9.030498,63.650019,2.122977,1.000000,1.000000,2
6,0.000000,0.018116,6.900000,55.200000,0.888672,1.000000,1.000000,3
6,1.000000,0.018031,6.964706,55.458825,0.890605,1.000000,1.000000,3
6,5.000000,0.017724,7.205564,56.422256,0.900273,1.000000,1.000000,3
6,10.000000,0.017239,7.602363,58.009453,0.905598,1.000000,1.000000,3
6,25.000000,0.015727,9.020903,63.582943,0.939678,1.000000,1.000000,3
7,0.000000,0.018116,6.900000,55.200000,4.692383,1.000000,1.000000,3
7,1.000000,0.018031,6.964748,55.458992,4.698170,1.000000,1.000000,3
7,5.000000,0.017726,7.203188,56.412753,4.737641,1.000000,1.000000,3
7,10.000000,0.017233,7.607005,58.028018,4.788285,1.000000,1.000000,3
7,25.000000,0.015707,9.030996,63.666438,5.017727,1.000000,1.000000,3
8,0.000000,0.018116,6.900000,55.200000,2.075195,1.000000,1.000000,3
8,1.000000,0.018031,6.964777,55.459109,2.077961,1.000000,1.000000,3
8,5.000000,0.017723,7.205898,56.423590,2.094996,1.000000,1.000000,3
8,10.000000,0.017238,7.602832,58.011327,2.112717,1.000000,1.000000,3
8,25.000000,0.015707,9.031044,63.666597,2.192163,1.000000,1.000000,3
9,0.000000,0.018116,6.900000,55.200000,5.004883,1.000000,1.000000,3
9,1.000000,0.018031,6.964749,55.458996,5.011277,1.000000,1.000000,3
9,5.000000,0.017723,7.205793,56.423170,5.059331,1.000000,1.000000,3
9,10.000000,0.017232,7.608304,58.033215,5.107004,1.000000,1.000000,3
