composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.555919,60.144923,0.016627,0.449219,0.000000,0.449219,0.015510,15.510400
2,2,7.437599,58.996582,0.016950,0.449219,0.063477,0.512695,0.015450,15.450400
3,2,7.319629,56.589588,0.017671,0.449219,0.377330,0.826549,0.015063,15.063200
4,2,7.282746,49.425681,0.020232,2.539062,2.100377,4.639439,0.013255,14.124600
5,2,7.260719,44.464369,0.022490,1.230469,0.784969,2.015438,0.012012,10.158200
6,3,7.313535,55.840373,0.017908,0.449219,0.441457,0.890676,0.014867,15.063200
7,3,7.248908,49.290996,0.020288,2.539062,2.164122,4.703185,0.013258,14.071800
8,3,7.207509,44.252516,0.022598,1.230469,0.848506,2.078975,0.012014,10.103800
9,3,7.225181,49.198071,0.020326,2.539062,2.477989,5.017051,0.013255,13.675800
10,3,7.160162,44.064038,0.022694,1.230469,1.162668,2.393136,0.012013,9.710200
11,3,7.213708,44.277157,0.022585,3.320312,2.884950,6.205262,0.012012,9.849800
12,4,7.219112,48.450417,0.020640,2.539062,2.541659,5.080721,0.013060,13.677400
13,4,7.154064,43.315588,0.023086,1.230469,1.226739,2.457207,0.011817,9.710200
14,4,7.179858,44.142424,0.022654,3.320312,2.948695,6.269008,0.012014,9.796200
15,4,7.156907,44.051099,0.022701,3.320312,3.262900,6.583213,0.012014,9.403400
16,5,7.150802,43.302608,0.023093,3.320312,3.326605,6.646918,0.011817,9.402600
