composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.236571,56.644081,0.017654,0.449219,0.000000,0.449219,0.000669,0.668800
2,2,7.231549,56.604712,0.017666,0.449219,0.063477,0.512695,0.000672,0.672000
3,2,7.224963,56.553211,0.017682,1.230469,0.798669,2.029138,0.000670,0.670400
4,2,7.226686,56.566635,0.017678,0.449219,0.392219,0.841437,0.000670,0.670400
5,2,7.210111,56.503217,0.017698,2.539062,2.134984,4.674047,0.000670,0.670400
6,3,7.226457,56.564872,0.017679,0.449219,0.459703,0.908922,0.000672,0.672000
7,3,7.222711,56.535578,0.017688,1.230469,0.862431,2.092900,0.000674,0.673600
8,3,7.225426,56.556806,0.017681,3.320312,2.937535,6.257848,0.000669,0.668800
9,3,7.208664,56.491873,0.017702,2.539062,2.199618,4.738680,0.000672,0.672000
10,3,7.209324,56.491538,0.017702,2.539062,2.519745,5.058807,0.000675,0.675200
11,3,7.220868,56.521152,0.017692,1.230469,1.182847,2.413316,0.000674,0.673600
12,4,7.207665,56.484055,0.017704,2.539062,2.583719,5.122781,0.000677,0.676800
13,4,7.220643,56.519402,0.017693,1.230469,1.240703,2.471171,0.000677,0.676800
14,4,7.224039,56.545991,0.017685,3.320312,3.002400,6.322712,0.000674,0.673600
15,4,7.215086,56.507061,0.017697,3.320312,3.320072,6.640384,0.000672,0.672000
16,5,7.205678,56.468580,0.017709,3.320312,3.377241,6.697554,0.000672,0.672000
