composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.820753,473.511850,0.002112,0.449219,0.000000,0.449219,0.017216,17.216000
2,2,7.834223,470.434699,0.002126,0.449219,0.063477,0.512695,0.017172,17.192000
3,2,7.821105,446.563291,0.002239,0.449219,0.403047,0.852266,0.016328,16.436000
4,2,7.824280,215.214136,0.004647,1.230469,0.821168,2.051637,0.007831,7.982000
5,2,7.852751,179.207859,0.005580,2.539062,2.195172,4.734234,0.006480,8.032000
6,3,7.820916,446.562503,0.002239,0.449219,0.473203,0.922422,0.016336,16.446000
7,3,7.817835,211.760833,0.004722,1.230469,0.885298,2.115766,0.007787,7.958000
8,3,7.825931,173.934866,0.005749,2.539062,2.253278,4.792341,0.006308,7.880000
9,3,7.814255,188.466788,0.005306,1.230469,1.221795,2.452263,0.006875,7.128000
10,3,7.848838,152.831282,0.006543,2.539062,2.586934,5.125996,0.005592,7.252000
11,3,7.830120,150.557644,0.006642,3.320312,3.007762,6.328075,0.005551,6.046000
12,4,7.814126,188.466358,0.005306,1.230469,1.289138,2.519607,0.006887,7.150000
13,4,7.848588,152.830372,0.006543,2.539062,2.654277,5.193340,0.005600,7.264000
14,4,7.834827,147.249252,0.006791,3.320312,3.076773,6.397085,0.005379,5.894000
15,4,7.825715,125.912248,0.007942,3.320312,3.410071,6.730383,0.004655,5.246000
16,5,7.825569,125.911667,0.007942,3.320312,3.473547,6.793860,0.004667,5.266000
