composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.942513,544.027688,0.001838,0.449219,0.000000,0.449219,0.273165,273.164800
2,2,8.679083,524.734653,0.001906,0.449219,0.067133,0.516352,0.271129,271.256000
3,2,8.277981,242.332917,0.004127,1.230469,0.824561,2.055029,0.124942,127.284800
4,2,8.416673,484.957572,0.002062,0.449219,0.394757,0.843975,0.258349,259.817600
5,2,8.282087,194.546384,0.005140,2.539062,2.205517,4.744579,0.103149,127.283200
6,3,8.403251,484.905357,0.002062,0.449219,0.461692,0.910910,0.258353,259.765200
7,3,8.159451,231.830093,0.004314,1.230469,0.891268,2.121737,0.122994,125.462400
8,3,8.120775,164.261559,0.006088,3.320312,3.027808,6.348121,0.086758,94.513600
9,3,8.204274,186.632307,0.005358,2.539062,2.270498,4.809561,0.101289,125.547200
10,3,8.144468,159.418517,0.006273,2.539062,2.601449,5.140511,0.088374,113.956000
11,3,8.048990,201.278279,0.004968,1.230469,1.220111,2.450580,0.110093,113.913200
12,4,8.131986,159.286515,0.006278,2.539062,2.669023,5.208085,0.088281,113.814400
13,4,8.034664,201.262014,0.004969,1.230469,1.286335,2.516804,0.110130,113.886000
14,4,8.042626,156.286505,0.006399,3.320312,3.093790,6.414103,0.084823,92.704800
15,4,7.985220,129.123924,0.007744,3.320312,3.422423,6.742736,0.071955,81.168800
16,5,7.970547,129.068666,0.007748,3.320312,3.488968,6.809281,0.071968,81.118800
