composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,10.215165,621.533759,0.001609,0.449219,0.000000,0.449219,0.546176,546.176000
2,2,9.690538,586.262465,0.001706,0.449219,0.066793,0.516012,0.542226,542.475200
3,2,8.847017,269.036017,0.003717,1.230469,0.822824,2.053293,0.248916,253.620000
4,2,9.159392,528.810250,0.001891,0.449219,0.394418,0.843637,0.516655,519.586800
5,2,8.827765,208.800488,0.004789,2.539062,2.202507,4.741570,0.206118,254.656000
6,3,9.131492,528.714035,0.001891,0.449219,0.461502,0.910720,0.516686,519.503200
7,3,8.610550,251.286593,0.003980,1.230469,0.889766,2.120235,0.245116,250.065600
8,3,8.456609,175.995476,0.005682,3.320312,3.024326,6.344638,0.172984,188.516000
9,3,8.676324,196.239229,0.005096,2.539062,2.269360,4.808422,0.202637,251.417600
10,3,8.560254,163.977362,0.006098,2.539062,2.600183,5.139246,0.176777,228.245200
11,3,8.390911,212.539425,0.004705,1.230469,1.219310,2.449779,0.219464,227.126800
12,4,8.531032,163.872555,0.006102,2.539062,2.667110,5.206173,0.176795,228.144800
13,4,8.361421,212.417036,0.004708,1.230469,1.286480,2.516948,0.219443,226.988000
14,4,8.305308,163.390410,0.006120,3.320312,3.090800,6.411112,0.169384,185.168000
15,4,8.192489,131.261283,0.007618,3.320312,3.421888,6.742200,0.143797,162.259200
16,5,8.160404,131.136296,0.007626,3.320312,3.487440,6.807752,0.143765,162.098000
