Composition,Target_Job_Length,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Total_Failed_Jobs,Failure_Rate_Actual_%,Total_Wasted_CPU_Time_s,Total_Wasted_Wall_Time_s,Total_Wasted_Network_MB,Avg_CPU_Per_Failure_s,Avg_Wall_Per_Failure_s,Avg_Network_Per_Failure_MB,Max_CPU_Per_Failure_s,Max_Wall_Per_Failure_s,Max_Network_Per_Failure_MB
1,2h,0.000391,42.302424,2559.679970,1.438572,0.519878,0.590707,2,28329,1382,26947,1382,4.878393,109942.848691,22300.177383,1487.255859,36647.616230,7433.392461,495.751953,48978.204375,7470.648750,1487.255859
1,4h,0.000399,41.314097,2503.177675,1.439464,0.519878,0.590707,2,14078,637,13441,637,4.524790,220034.324512,43955.049023,2974.511719,73344.774837,14651.683008,991.503906,98060.722314,14678.644629,2974.511719
1,8h,0.000404,40.916726,2478.224590,1.438870,0.519878,0.590707,2,7035,321,6714,321,4.562900,392451.516387,58189.272773,0.000000,196225.758193,29094.636387,0.000000,196225.758193,29094.636387,0.000000
1,12h,0.000405,40.699960,2468.065012,1.432921,0.519878,0.590707,2,4684,205,4479,205,4.376601,588272.961016,86946.562031,0.000000,294136.480508,43473.281016,0.000000,294136.480508,43473.281016,0.000000
1,24h,0.000407,40.468044,2457.568708,1.425889,0.519878,0.590707,2,2337,97,2240,97,4.193410,1176754.549160,173367.818320,0.000000,588377.274580,86683.909160,0.000000,588377.274580,86683.909160,0.000000
2,2h,0.000391,42.302424,2559.679970,1.438572,0.519878,0.590707,2,28329,1382,26947,1382,4.878393,109942.848691,22300.177383,1487.255859,36647.616230,7433.392461,495.751953,48978.204375,7470.648750,1487.255859
2,4h,0.000399,41.314097,2503.177675,1.439464,0.519878,0.590707,2,14078,637,13441,637,4.524790,220034.324512,43955.049023,2974.511719,73344.774837,14651.683008,991.503906,98060.722314,14678.644629,2974.511719
2,8h,0.000404,40.916726,2478.224590,1.438870,0.519878,0.590707,2,7035,321,6714,321,4.562900,392451.516387,58189.272773,0.000000,196225.758193,29094.636387,0.000000,196225.758193,29094.636387,0.000000
2,12h,0.000405,40.699960,2468.065012,1.432921,0.519878,0.590707,2,4684,205,4479,205,4.376601,588272.961016,86946.562031,0.000000,294136.480508,43473.281016,0.000000,294136.480508,43473.281016,0.000000
2,24h,0.000407,40.468044,2457.568708,1.425889,0.519878,0.590707,2,2337,97,2240,97,4.193410,1176754.549160,173367.818320,0.000000,588377.274580,86683.909160,0.000000,588377.274580,86683.909160,0.000000
3,2h,0.000391,42.292633,2558.702500,1.588473,0.737611,0.788676,3,28333,1382,26951,1382,4.877704,112411.018125,22250.516250,1933.593750,37470.339375,7416.838750,644.531250,48978.204375,7470.648750,1933.593750
3,4h,0.000400,41.324559,2502.519638,1.591180,0.737611,0.788676,3,14083,642,13441,642,4.558688,225000.663379,43915.726758,3867.187500,75000.221126,14638.575586,1289.062500,98060.722314,14678.644629,3867.187500
3,8h,0.000404,40.918156,2477.300285,1.589726,0.737611,0.788676,3,7038,321,6717,321,4.575163,392451.516387,58189.272773,0.000000,196225.758193,29094.636387,0.000000,196225.758193,29094.636387,0.000000
3,12h,0.000405,40.699609,2466.883091,1.583656,0.737611,0.788676,3,4685,205,4480,205,4.375667,588272.961016,86946.562031,0.000000,294136.480508,43473.281016,0.000000,294136.480508,43473.281016,0.000000
3,24h,0.000407,40.475147,2456.678064,1.574156,0.737611,0.788676,3,2338,97,2241,97,4.191617,1176754.549160,173367.818320,0.000000,588377.274580,86683.909160,0.000000,588377.274580,86683.909160,0.000000
4,2h,0.000391,42.292633,2558.702500,1.588473,0.737611,0.788676,3,28333,1382,26951,1382,4.877704,112411.018125,22250.516250,1933.593750,37470.339375,7416.838750,644.531250,48978.204375,7470.648750,1933.593750
4,4h,0.000400,41.324559,2502.519638,1.591180,0.737611,0.788676,3,14083,642,13441,642,4.558688,225000.663379,43915.726758,3867.187500,75000.221126,14638.575586,1289.062500,98060.722314,14678.644629,3867.187500
4,8h,0.000404,40.918156,2477.300285,1.589726,0.737611,0.788676,3,7038,321,6717,321,4.575163,392451.516387,58189.272773,0.000000,196225.758193,29094.636387,0.000000,196225.758193,29094.636387,0.000000
4,12h,0.000405,40.699609,2466.883091,1.583656,0.737611,0.788676,3,4685,205,4480,205,4.375667,588272.961016,86946.562031,0.000000,294136.480508,43473.281016,0.000000,294136.480508,43473.281016,0.000000
4,24h,0.000407,40.475147,2456.678064,1.574156,0.737611,0.788676,3,2338,97,2241,97,4.191617,1176754.549160,173367.818320,0.000000,588377.274580,86683.909160,0.000000,588377.274580,86683.909160,0.000000
5,2h,0.000397,41.962738,2519.052818,1.587334,0.680451,0.728041,3,28267,1377,26890,1377,4.878480,126479.379805,36874.119609,4732.324219,25295.875961,7374.823922,946.464844,49427.703086,7427.086172,1757.812500
5,4h,0.000404,41.154008,2473.366934,1.589951,0.680451,0.728041,3,14086,639,13447,639,4.536419,221383.692227,43826.104453,2974.511719,73794.564076,14608.701484,991.503906,98735.406172,14614.172344,2974.511719
5,8h,0.000408,40.834303,2453.130350,1.592169,0.680451,0.728041,3,7038,321,6717,321,4.560955,409724.326523,87079.533047,7031.250000,136574.775508,29026.511016,2343.750000,197604.975762,29028.750000,7031.250000
5,12h,0.000409,40.646774,2444.857413,1.585408,0.680451,0.728041,3,4685,205,4480,205,4.375667,686328.599980,173942.239961,19470.947266,171582.149995,43485.559990,4867.736816,296474.545352,43555.893555,10546.875000
5,24h,0.000410,40.458938,2436.421975,1.579405,0.680451,0.728041,3,2340,98,2242,98,4.188034,1328846.228525,260259.537051,17848.413086,442948.742842,86753.179017,5949.471029,592829.090703,86993.094238,17848.413086
6,2h,0.000397,41.962738,2519.052818,1.587334,0.680451,0.728041,3,28267,1377,26890,1377,4.878480,126479.379805,36874.119609,4732.324219,25295.875961,7374.823922,946.464844,49427.703086,7427.086172,1757.812500
6,4h,0.000404,41.154008,2473.366934,1.589951,0.680451,0.728041,3,14086,639,13447,639,4.536419,221383.692227,43826.104453,2974.511719,73794.564076,14608.701484,991.503906,98735.406172,14614.172344,2974.511719
6,8h,0.000408,40.834303,2453.130350,1.592169,0.680451,0.728041,3,7038,321,6717,321,4.560955,409724.326523,87079.533047,7031.250000,136574.775508,29026.511016,2343.750000,197604.975762,29028.750000,7031.250000
6,12h,0.000409,40.646774,2444.857413,1.585408,0.680451,0.728041,3,4685,205,4480,205,4.375667,686328.599980,173942.239961,19470.947266,171582.149995,43485.559990,4867.736816,296474.545352,43555.893555,10546.875000
6,24h,0.000410,40.458938,2436.421975,1.579405,0.680451,0.728041,3,2340,98,2242,98,4.188034,1328846.228525,260259.537051,17848.413086,442948.742842,86753.179017,5949.471029,592829.090703,86993.094238,17848.413086
7,2h,0.000394,41.981218,2536.814594,2.686338,0.679950,0.727252,3,28218,1377,26841,1377,4.879864,169099.134558,38978.269117,1606.082793,33819.826912,7795.653823,321.216559,49172.232074,8368.230469,1487.255859
7,4h,0.000401,41.185663,2492.002081,2.683852,0.679950,0.727252,3,14066,644,13422,644,4.578416,279100.038648,60560.077296,3212.165586,69775.009662,15140.019324,803.041396,98224.464148,16676.460938,2974.511719
7,8h,0.000405,40.837127,2470.446380,2.687113,0.679950,0.727252,3,7032,319,6713,319,4.536405,557872.230861,120461.461721,6424.599727,139468.057715,30115.365430,1606.149932,196328.928296,33292.921875,5949.291992
7,12h,0.000406,40.677770,2462.950654,2.680403,0.679950,0.727252,3,4683,207,4476,207,4.420243,765021.476296,136806.952591,712.961602,255007.158765,45602.317530,237.653867,294433.392445,49909.382812,356.480801
7,24h,0.000408,40.473354,2453.128366,2.677834,0.679950,0.727252,3,2337,98,2239,98,4.193410,1672960.999711,360066.999421,19274.336289,418240.249928,90016.749855,4818.584072,588746.784889,99758.765625,17848.413086
8,2h,0.000394,41.981218,2536.814594,2.686338,0.679950,0.727252,3,28218,1377,26841,1377,4.879864,169099.134558,38978.269117,1606.082793,33819.826912,7795.653823,321.216559,49172.232074,8368.230469,1487.255859
8,4h,0.000401,41.185663,2492.002081,2.683852,0.679950,0.727252,3,14066,644,13422,644,4.578416,279100.038648,60560.077296,3212.165586,69775.009662,15140.019324,803.041396,98224.464148,16676.460938,2974.511719
8,8h,0.000405,40.837127,2470.446380,2.687113,0.679950,0.727252,3,7032,319,6713,319,4.536405,557872.230861,120461.461721,6424.599727,139468.057715,30115.365430,1606.149932,196328.928296,33292.921875,5949.291992
8,12h,0.000406,40.677770,2462.950654,2.680403,0.679950,0.727252,3,4683,207,4476,207,4.420243,765021.476296,136806.952591,712.961602,255007.158765,45602.317530,237.653867,294433.392445,49909.382812,356.480801
8,24h,0.000408,40.473354,2453.128366,2.677834,0.679950,0.727252,3,2337,98,2239,98,4.193410,1672960.999711,360066.999421,19274.336289,418240.249928,90016.749855,4818.584072,588746.784889,99758.765625,17848.413086
9,2h,0.000410,41.639460,2436.224574,1.991311,0.624164,0.668468,3,28319,1381,26938,1381,4.880116,100540.748848,14706.057695,0.000000,50270.374424,7353.028848,0.000000,50270.374424,7353.028848,0.000000
9,4h,0.000416,41.008690,2402.148089,1.991467,0.624164,0.668468,3,14087,645,13442,645,4.578690,249231.582832,58319.725664,5949.023438,62307.895708,14579.931416,1487.255859,100702.911533,14597.759766,2974.511719
9,8h,0.000419,40.747687,2386.821638,1.991940,0.624164,0.668468,3,7034,320,6714,320,4.563548,498671.798164,116114.156328,11898.583984,124667.949541,29028.539082,2974.645996,201567.985752,29076.826660,5949.291992
9,12h,0.000420,40.615617,2380.817276,1.988430,0.624164,0.668468,3,4685,207,4478,207,4.439701,675984.741348,130280.602695,8924.072266,225328.247116,43426.867565,2974.690755,302180.897285,43555.893555,8924.072266
9,24h,0.000421,40.435981,2372.849921,1.987878,0.624164,0.668468,3,2338,98,2240,98,4.191617,1352235.961631,260154.603262,17848.413086,450745.320544,86718.201087,5949.471029,604523.957256,86993.094238,17848.413086
10,2h,0.001336,41.383415,748.592733,3.813658,0.719570,0.886303,3,28264,1365,26899,1365,4.833003,220410.472676,22001.105352,577.734375,73470.157559,7333.701784,192.578125,191531.191895,7396.383789,577.734375
10,4h,0.001352,40.910222,739.632949,3.809262,0.719570,0.886303,3,14076,647,13429,647,4.596476,488557.036836,72837.833672,7104.492188,97711.407367,14567.566734,1420.898438,382972.383789,14612.767578,2974.511719
10,8h,0.001360,40.712255,735.039473,3.812738,0.719570,0.886303,3,7037,321,6716,321,4.561603,115397.786562,57819.093125,0.000000,57698.893281,28909.546562,0.000000,57698.893281,28909.546562,0.000000
10,12h,0.001361,40.590853,734.751081,3.807873,0.719570,0.886303,3,4683,207,4476,207,4.420243,1322088.322354,130154.364707,3466.992188,440696.107451,43384.788236,1155.664062,1148931.310791,43485.621582,3466.992188
