composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,12.262938,85.900599,0.011641,0.449219,0.000000,0.449219,0.081918,81.918400
2,2,11.636489,81.508255,0.012269,0.449219,0.072745,0.521964,0.081902,81.902400
3,2,11.001955,77.071835,0.012975,0.449219,0.435578,0.884797,0.081894,81.894400
4,2,10.644843,74.588095,0.013407,2.539062,2.431674,4.970736,0.081814,81.814400
5,2,10.642413,74.577945,0.013409,1.230469,0.909486,2.139954,0.081787,81.787200
6,3,10.961021,76.804078,0.013020,0.449219,0.508873,0.958092,0.081854,81.854400
7,3,10.463644,73.320319,0.013639,2.539062,2.504743,5.043805,0.081842,81.841600
8,3,10.358001,72.586757,0.013777,1.230469,0.983464,2.213933,0.081755,81.755200
9,3,10.327844,72.375331,0.013817,2.539062,2.872350,5.411413,0.081808,81.808000
10,3,10.099140,70.764371,0.014131,1.230469,1.347815,2.578283,0.081797,81.796800
11,3,10.222591,71.649125,0.013957,3.320312,3.339532,6.659844,0.081726,81.726400
12,4,10.291319,72.125307,0.013865,2.539062,2.943825,5.482887,0.081806,81.806400
13,4,10.057573,70.493892,0.014186,1.230469,1.417525,2.647993,0.081744,81.744000
14,4,10.040851,70.379085,0.014209,3.320312,3.412461,6.732774,0.081747,81.747200
15,4,9.907330,69.443601,0.014400,3.320312,3.778110,7.098423,0.081734,81.734400
16,5,9.873056,69.202241,0.014450,3.320312,3.851246,7.171559,0.081741,81.740800
