Composition,Failure_Rate_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,0.002264,6.900000,441.600000,0.449219,0.264040,0.297781,1
1,1.000000,0.002254,6.964708,443.670662,0.449219,0.264040,0.297781,1
1,5.000000,0.002215,7.205566,451.378128,0.449219,0.264040,0.297781,1
1,10.000000,0.002154,7.608195,464.262250,0.449219,0.264040,0.297781,1
1,25.000000,0.001963,9.031776,509.356675,0.448283,0.264040,0.297781,1
2,0.000000,0.002280,6.900000,438.600000,0.512695,0.632755,0.649521,2
2,1.000000,0.002269,6.964733,440.671440,0.512695,0.632755,0.649521,2
2,5.000000,0.002231,7.205685,448.273920,0.514980,0.632755,0.649521,2
2,10.000000,0.002168,7.608461,461.270760,0.512695,0.632755,0.649521,2
2,25.000000,0.001979,9.036214,505.425600,0.537140,0.632755,0.649521,2
3,0.000000,0.002395,6.900000,417.600000,0.825195,0.638221,0.640865,2
3,1.000000,0.002383,6.964707,419.562608,0.826887,0.638221,0.640865,2
3,5.000000,0.002344,7.205571,426.622272,0.837039,0.638221,0.640865,2
3,10.000000,0.002277,7.608172,439.181488,0.842114,0.638221,0.640865,2
3,25.000000,0.002075,9.020893,481.963392,0.866037,0.638221,0.640865,2
4,0.000000,0.004946,6.900000,202.200000,2.011719,0.784274,0.812248,2
4,1.000000,0.004928,6.964778,202.912619,2.014440,0.784274,0.812248,2
4,5.000000,0.004836,7.205901,206.774445,2.029406,0.784274,0.812248,2
4,10.000000,0.004718,7.608966,211.964330,2.049361,0.784274,0.812248,2
4,25.000000,0.004311,9.030498,231.939280,2.122977,0.784274,0.812248,2
5,0.000000,0.005981,6.900000,167.200000,4.628906,0.566964,0.575949,2
5,1.000000,0.005961,6.964749,167.761396,4.634549,0.566964,0.575949,2
5,5.000000,0.005853,7.205793,170.842370,4.674047,0.566964,0.575949,2
5,10.000000,0.005718,7.603388,174.890430,4.718640,0.566964,0.575949,2
5,25.000000,0.005193,9.026162,192.552729,4.935687,0.566964,0.575949,2
6,0.000000,0.002395,6.900000,417.600000,0.888672,0.758814,0.768910,3
6,1.000000,0.002383,6.964706,419.562608,0.890605,0.758814,0.768910,3
6,5.000000,0.002343,7.205564,426.730093,0.900273,0.758814,0.768910,3
6,10.000000,0.002277,7.602363,439.169871,0.905598,0.758814,0.768910,3
