composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.265646,57.831112,0.017292,0.449219,0.000000,0.449219,0.007749,7.748800
2,2,7.208402,57.161729,0.017494,0.449219,0.064397,0.513616,0.007722,7.722400
3,2,7.130308,43.810506,0.022826,1.230469,0.785422,2.015891,0.006011,5.085600
4,2,7.151350,55.259044,0.018097,0.449219,0.378684,0.827902,0.007526,7.526400
5,2,7.153351,48.578952,0.020585,2.539062,2.101129,4.640191,0.006628,7.064000
6,3,7.150147,54.535229,0.018337,0.449219,0.442687,0.891906,0.007433,7.532000
7,3,7.103946,43.705629,0.022880,1.230469,0.849697,2.080166,0.006012,5.056800
8,3,7.127915,43.800971,0.022831,3.320312,2.886470,6.206782,0.006013,4.934000
9,3,7.136748,48.512912,0.020613,2.539062,2.165036,4.704099,0.006630,7.038400
10,3,7.126869,48.473580,0.020630,2.539062,2.478872,5.017935,0.006630,6.841600
11,3,7.081895,43.617857,0.022926,1.230469,1.163891,2.394360,0.006013,4.861600
12,4,7.124131,47.743623,0.020945,2.539062,2.542902,5.081965,0.006533,6.844000
13,4,7.079141,42.886374,0.023317,1.230469,1.227754,2.458223,0.005914,4.862400
14,4,7.111293,43.734820,0.022865,3.320312,2.949974,6.270287,0.006014,4.907400
15,4,7.101398,43.695455,0.022886,3.320312,3.264213,6.584525,0.006014,4.710000
16,5,7.098660,42.965499,0.023274,3.320312,3.328243,6.648555,0.005917,4.712400
