composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,6.964798,443.673533,0.002254,0.449219,0.000000,0.449219,0.006912,6.912000
2,2,6.964794,440.673413,0.002269,0.449219,0.063477,0.512695,0.006856,6.864000
3,2,6.964798,419.673552,0.002383,0.449219,0.375977,0.825195,0.006560,6.608000
4,2,6.964798,202.232399,0.004945,1.230469,0.781250,2.011719,0.003196,3.256000
5,2,6.964798,167.459190,0.005972,2.539062,2.089844,4.628906,0.002664,3.280000
6,3,6.964798,419.673552,0.002383,0.449219,0.439453,0.888672,0.006564,6.614000
7,3,6.964798,199.232399,0.005019,1.230469,0.844727,2.075195,0.003140,3.208000
8,3,6.964798,164.459190,0.006081,2.539062,2.153320,4.692383,0.002608,3.232000
9,3,6.964798,178.232399,0.005611,1.230469,1.157227,2.387695,0.002780,2.888000
10,3,6.964798,143.459190,0.006971,2.539062,2.465820,5.004883,0.002312,2.976000
11,3,6.964798,140.632399,0.007111,3.320312,2.871094,6.191406,0.002252,2.456000
12,4,6.964798,178.232399,0.005611,1.230469,1.220703,2.451172,0.002784,2.894000
13,4,6.964798,143.459190,0.006971,2.539062,2.529297,5.068359,0.002316,2.982000
14,4,6.964798,137.632399,0.007266,3.320312,2.934570,6.254883,0.002196,2.408000
15,4,6.964798,116.632399,0.008574,3.320312,3.247070,6.567383,0.001900,2.152000
16,5,6.964798,116.632399,0.008574,3.320312,3.310547,6.630859,0.001904,2.158000
