composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,6.936592,443.941900,0.002253,0.449219,0.000000,0.449219,0.006848,6.848000
2,2,6.930627,440.512580,0.002270,0.449219,0.063477,0.512695,0.006788,6.792000
3,2,6.927272,419.025474,0.002386,0.449219,0.375977,0.825195,0.006492,6.534000
4,2,6.935177,203.736132,0.004908,1.230469,0.781250,2.011719,0.003131,3.190000
5,2,6.960989,169.422268,0.005902,2.539062,2.089844,4.628906,0.002592,3.200000
6,3,6.927487,419.026333,0.002386,0.449219,0.439453,0.888672,0.006492,6.532000
7,3,6.932992,200.548732,0.004986,1.230469,0.844727,2.075195,0.003135,3.198000
8,3,6.959824,166.300147,0.006013,2.539062,2.153320,4.692383,0.002596,3.208000
9,3,6.933297,179.295866,0.005577,1.230469,1.157227,2.387695,0.002775,2.876000
10,3,6.961509,145.135601,0.006890,2.539062,2.465820,5.004883,0.002236,2.886000
11,3,6.972054,142.831320,0.007001,3.320312,2.871094,6.191406,0.002179,2.374000
12,4,6.933512,179.296725,0.005577,1.230469,1.220703,2.451172,0.002775,2.874000
13,4,6.961724,145.136460,0.006890,2.539062,2.529297,5.068359,0.002236,2.884000
14,4,6.970889,139.709200,0.007158,3.320312,2.934570,6.254883,0.002183,2.382000
15,4,6.972574,118.544654,0.008436,3.320312,3.247070,6.567383,0.001823,2.060000
16,5,6.972789,118.545513,0.008436,3.320312,3.310547,6.630859,0.001823,2.058000
