composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.007985,55.631940,0.017975,0.449219,0.000000,0.449219,0.002600,2.600000
2,2,7.007990,55.431961,0.018040,0.449219,0.063477,0.512695,0.002600,2.600000
3,2,7.007998,54.031990,0.018508,0.449219,0.375977,0.825195,0.002528,2.528000
4,2,7.007998,47.502394,0.021052,2.539062,2.123699,4.662762,0.002216,2.371000
5,2,7.007992,43.102380,0.023201,1.230469,0.789414,2.019883,0.002012,1.710000
6,3,7.007998,53.331990,0.018750,0.449219,0.439453,0.888672,0.002498,2.532000
7,3,7.007993,47.502383,0.021052,2.539062,2.188041,4.727103,0.002224,2.371000
8,3,7.007990,43.102376,0.023201,1.230469,0.853025,2.083493,0.002020,1.710000
9,3,7.007998,47.502394,0.021052,2.539062,2.508140,5.047202,0.002220,2.303000
10,3,7.007990,43.102377,0.023201,1.230469,1.166600,2.397069,0.002016,1.642000
11,3,7.007998,43.102394,0.023201,3.320312,2.904949,6.225262,0.002020,1.674000
12,4,7.007998,46.802394,0.021366,2.539062,2.571616,5.110679,0.002194,2.311000
13,4,7.007990,42.402377,0.023584,1.230469,1.230077,2.460546,0.001990,1.650000
14,4,7.007993,43.102383,0.023201,3.320312,2.969291,6.289603,0.002028,1.674000
15,4,7.007998,43.102394,0.023201,3.320312,3.289390,6.609702,0.002020,1.598000
16,5,7.007998,42.402394,0.023584,3.320312,3.352866,6.673179,0.001994,1.606000
