composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.848553,473.124659,0.002114,0.449219,0.000000,0.449219,0.007744,7.744000
2,2,7.841747,469.666741,0.002129,0.449219,0.063477,0.512695,0.007688,7.696000
3,2,7.837496,448.152633,0.002231,0.449219,0.375977,0.825195,0.007388,7.430000
4,2,7.846511,212.434399,0.004707,1.230469,0.813911,2.044380,0.003461,3.530000
5,2,7.876319,180.464286,0.005541,2.539062,2.225266,4.764328,0.002992,3.680000
6,3,7.837770,448.153732,0.002231,0.449219,0.439453,0.888672,0.007392,7.436000
7,3,7.843966,209.224450,0.004780,1.230469,0.877922,2.108391,0.003409,3.490000
8,3,7.874859,177.325296,0.005639,2.539062,2.292211,4.831274,0.002936,3.632000
9,3,7.844236,187.974290,0.005320,1.230469,1.194727,2.425195,0.003109,3.226000
10,3,7.876943,156.177108,0.006403,2.539062,2.635098,5.174160,0.002636,3.366000
11,3,7.920370,152.713957,0.006548,3.320312,3.024334,6.344646,0.002653,2.874000
12,4,7.856777,188.000042,0.005319,1.230469,1.264614,2.495083,0.003129,3.270000
13,4,7.877218,156.178207,0.006403,2.539062,2.698574,5.237637,0.002640,3.372000
14,4,7.912446,148.516810,0.006733,3.320312,3.091099,6.411412,0.002541,2.778000
15,4,8.017512,127.567387,0.007839,3.320312,3.477256,6.797568,0.002181,2.462000
16,5,7.958328,127.449688,0.007846,3.320312,3.517834,6.838147,0.002193,2.484000
