Composition,Target_Job_Length,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Total_Failed_Jobs,Failure_Rate_Actual_%,Total_Wasted_CPU_Time_s,Total_Wasted_Wall_Time_s,Total_Wasted_Network_MB,Avg_CPU_Per_Failure_s,Avg_Wall_Per_Failure_s,Avg_Network_Per_Failure_MB,Max_CPU_Per_Failure_s,Max_Wall_Per_Failure_s,Max_Network_Per_Failure_MB
1,15m,0.001696,9.212212,589.581580,0.449219,0.264040,0.297781,1,38462,0,38462,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,30m,0.001939,8.058352,515.734540,0.449219,0.264040,0.297781,1,19231,0,19231,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,1h,0.002089,7.480312,478.739980,0.449219,0.264040,0.297781,1,9597,0,9597,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,2h,0.002173,7.192132,460.296460,0.449219,0.264040,0.297781,1,4794,0,4794,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,4h,0.002217,7.048312,451.091980,0.449219,0.264040,0.297781,1,2397,0,2397,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,8h,0.002240,6.976432,446.491660,0.449219,0.264040,0.297781,1,1199,0,1199,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,12h,0.002247,6.952432,444.955660,0.449219,0.264040,0.297781,1,799,0,799,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,24h,0.002255,6.928492,443.423500,0.449219,0.264040,0.297781,1,400,0,400,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,15m,0.001798,8.740527,556.149620,0.512695,0.632755,0.649521,2,38446,0,38446,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,30m,0.002010,7.822827,497.516900,0.512695,0.632755,0.649521,2,19223,0,19223,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,1h,0.002136,7.363119,468.145268,0.512695,0.632755,0.649521,2,9594,0,9594,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,2h,0.002205,7.133931,453.502436,0.512695,0.632755,0.649521,2,4793,0,4793,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,4h,0.002241,7.019535,446.193332,0.512695,0.632755,0.649521,2,2397,0,2397,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,8h,0.002260,6.962355,442.540292,0.512695,0.632755,0.649521,2,1199,0,1199,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,12h,0.002266,6.943263,441.320564,0.512695,0.632755,0.649521,2,799,0,799,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,24h,0.002272,6.924219,440.103908,0.512695,0.632755,0.649521,2,400,0,400,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,15m,0.001994,8.265956,501.550530,0.825195,0.638221,0.640865,2,38455,0,38455,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,30m,0.002175,7.587116,459.704610,0.825195,0.638221,0.640865,2,19228,0,19228,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,1h,0.002279,7.247108,438.744738,0.825195,0.638221,0.640865,2,9598,0,9598,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,2h,0.002335,7.077536,428.292450,0.825195,0.638221,0.640865,2,4795,0,4795,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,4h,0.002364,6.992876,423.074370,0.825195,0.638221,0.640865,2,2397,0,2397,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,8h,0.002378,6.950576,420.466530,0.825195,0.638221,0.640865,2,1199,0,1199,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,12h,0.002383,6.936488,419.598018,0.825195,0.638221,0.640865,2,800,0,800,0,0.000000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
