composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.015243,55.774942,0.017929,0.449219,0.000000,0.449219,0.000648,0.648000
2,2,7.011141,55.742354,0.017940,0.449219,0.063477,0.512695,0.000664,0.664000
3,2,7.009280,55.727728,0.017944,0.449219,0.375977,0.825195,0.000664,0.664000
4,2,7.044334,56.007134,0.017855,2.539062,2.089844,4.628906,0.000656,0.656000
5,2,7.018272,55.799635,0.017921,1.230469,0.781250,2.011719,0.000656,0.656000
6,3,7.009615,55.730406,0.017944,0.449219,0.439453,0.888672,0.000672,0.672000
7,3,7.043649,56.001652,0.017857,2.539062,2.153320,4.692383,0.000672,0.672000
8,3,7.016626,55.786473,0.017925,1.230469,0.844727,2.075195,0.000664,0.664000
9,3,7.045694,56.018012,0.017851,2.539062,2.465820,5.004883,0.000672,0.672000
10,3,7.017711,55.795153,0.017923,1.230469,1.157227,2.387695,0.000664,0.664000
11,3,7.056348,56.104250,0.017824,3.320312,2.871094,6.191406,0.000664,0.664000
12,4,7.046029,56.020690,0.017851,2.539062,2.529297,5.068359,0.000680,0.680000
13,4,7.018046,55.797831,0.017922,1.230469,1.220703,2.451172,0.000672,0.672000
14,4,7.055663,56.098768,0.017826,3.320312,2.934570,6.254883,0.000680,0.680000
15,4,7.057708,56.115128,0.017821,3.320312,3.247070,6.567383,0.000680,0.680000
16,5,7.058043,56.117806,0.017820,3.320312,3.310547,6.630859,0.000688,0.688000
