composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,6.986395,55.545580,0.018003,0.449219,0.000000,0.449219,0.000648,0.648000
2,2,6.986399,55.545596,0.018003,0.449219,0.063477,0.512695,0.000664,0.664000
3,2,6.986398,55.545592,0.018003,0.449219,0.375977,0.825195,0.000664,0.664000
4,2,6.986397,55.545587,0.018003,2.539062,2.089844,4.628906,0.000656,0.656000
5,2,6.986397,55.545587,0.018003,1.230469,0.781250,2.011719,0.000656,0.656000
6,3,6.986398,55.545592,0.018003,0.449219,0.439453,0.888672,0.000672,0.672000
7,3,6.986397,55.545587,0.018003,2.539062,2.153320,4.692383,0.000672,0.672000
8,3,6.986397,55.545587,0.018003,1.230469,0.844727,2.075195,0.000664,0.664000
9,3,6.986397,55.545587,0.018003,2.539062,2.465820,5.004883,0.000672,0.672000
10,3,6.986397,55.545587,0.018003,1.230469,1.157227,2.387695,0.000664,0.664000
11,3,6.986397,55.545587,0.018003,3.320312,2.871094,6.191406,0.000664,0.664000
12,4,6.986397,55.545587,0.018003,2.539062,2.529297,5.068359,0.000680,0.680000
13,4,6.986397,55.545587,0.018003,1.230469,1.220703,2.451172,0.000672,0.672000
14,4,6.986397,55.545587,0.018003,3.320312,2.934570,6.254883,0.000680,0.680000
15,4,6.986397,55.545587,0.018003,3.320312,3.247070,6.567383,0.000680,0.680000
16,5,6.986397,55.545587,0.018003,3.320312,3.310547,6.630859,0.000688,0.688000
