composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.134723,64.756130,0.015443,0.449219,0.000000,0.449219,0.031077,31.076800
2,2,7.896305,62.649615,0.015962,0.449219,0.063934,0.513152,0.030953,30.952800
3,2,7.516319,45.708122,0.021878,1.230469,0.785011,2.015480,0.024049,20.334800
4,2,7.652616,59.212217,0.016888,0.449219,0.377838,0.827056,0.030162,30.162400
5,2,7.505673,50.894553,0.019648,2.539062,2.100377,4.639439,0.026505,28.243400
6,3,7.639669,58.433433,0.017113,0.449219,0.441386,0.890605,0.029774,30.168000
7,3,7.407940,45.277436,0.022086,1.230469,0.848871,2.079340,0.024044,20.210800
8,3,7.341840,45.013308,0.022216,3.320312,2.885138,6.205450,0.024043,19.706800
9,3,7.436583,50.619868,0.019755,2.539062,2.164148,4.703210,0.026506,28.132200
10,3,7.383352,50.409152,0.019838,2.539062,2.477725,5.016788,0.026502,27.340600
11,3,7.305867,44.874114,0.022285,1.230469,1.162574,2.393042,0.024045,19.427600
12,4,7.369171,49.625876,0.020151,2.539062,2.541063,5.080125,0.026106,27.338200
13,4,7.292477,44.092820,0.022679,1.230469,1.226175,2.456643,0.023653,19.430000
14,4,7.272470,44.738016,0.022352,3.320312,2.948767,6.269079,0.024043,19.593200
15,4,7.219133,44.528671,0.022457,3.320312,3.261894,6.582206,0.024041,18.802800
16,5,7.205733,43.747354,0.022859,3.320312,3.325678,6.645990,0.023649,18.805200
