Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,13440,0,13440,0.000000,0.000409,39.444386,2445.362078,1.425781,0.519878,0.590707,2
1,1.000000,13573,131,13442,0.965151,0.000407,39.828933,2457.228324,1.428756,0.519878,0.590707,2
1,5.000000,14078,637,13441,4.524790,0.000399,41.314097,2503.177675,1.439464,0.519878,0.590707,2
1,10.000000,14884,1443,13441,9.694974,0.000388,43.679842,2576.429077,1.456121,0.519878,0.590707,2
1,25.000000,17855,4411,13444,24.721367,0.000351,52.395898,2847.420097,1.509926,0.519878,0.590707,2
2,0.000000,13440,0,13440,0.000000,0.000409,39.444386,2445.362078,1.425781,0.519878,0.590707,2
2,1.000000,13573,131,13442,0.965151,0.000407,39.828933,2457.228324,1.428756,0.519878,0.590707,2
2,5.000000,14078,637,13441,4.524790,0.000399,41.314097,2503.177675,1.439464,0.519878,0.590707,2
2,10.000000,14884,1443,13441,9.694974,0.000388,43.679842,2576.429077,1.456121,0.519878,0.590707,2
2,25.000000,17855,4411,13444,24.721367,0.000351,52.395898,2847.420097,1.509926,0.519878,0.590707,2
3,0.000000,13441,0,13441,0.000000,0.000409,39.440439,2444.437236,1.572266,0.737611,0.788676,3
3,1.000000,13574,131,13443,0.965080,0.000407,39.824920,2456.298903,1.576062,0.737611,0.788676,3
3,5.000000,14083,642,13441,4.558688,0.000400,41.324559,2502.519638,1.591180,0.737611,0.788676,3
3,10.000000,14888,1443,13445,9.692370,0.000388,43.675513,2575.547888,1.610234,0.737611,0.788676,3
3,25.000000,17864,4414,13450,24.725705,0.000351,52.401542,2846.467199,1.681565,0.737611,0.788676,3
4,0.000000,13441,0,13441,0.000000,0.000409,39.440439,2444.437236,1.572266,0.737611,0.788676,3
4,1.000000,13574,131,13443,0.965080,0.000407,39.824920,2456.298903,1.576062,0.737611,0.788676,3
4,5.000000,14083,642,13441,4.558688,0.000400,41.324559,2502.519638,1.591180,0.737611,0.788676,3
4,10.000000,14888,1443,13445,9.692370,0.000388,43.675513,2575.547888,1.610234,0.737611,0.788676,3
4,25.000000,17864,4414,13450,24.725705,0.000351,52.401542,2846.467199,1.681565,0.737611,0.788676,3
5,0.000000,13444,0,13444,0.000000,0.000414,39.286407,2416.161289,1.572266,0.680451,0.728041,3
5,1.000000,13579,131,13448,0.964725,0.000412,39.669354,2427.975570,1.575240,0.680451,0.728041,3
5,5.000000,14086,639,13447,4.536419,0.000404,41.154008,2473.366934,1.589951,0.680451,0.728041,3
5,10.000000,14887,1438,13449,9.659434,0.000393,43.486422,2545.172354,1.609658,0.680451,0.728041,3
