Composition,Failure_Rate_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,0.018020,6.936592,55.492737,0.449219,1.000000,1.000000,1
1,1.000000,0.017936,7.001732,55.753298,0.449219,1.000000,1.000000,1
1,5.000000,0.017368,7.457713,57.577220,0.449219,1.000000,1.000000,1
1,10.000000,0.016909,7.848553,59.140582,0.449219,1.000000,1.000000,1
1,25.000000,0.015292,9.477056,65.394031,0.445000,1.000000,1.000000,1
2,0.000000,0.018036,6.930627,55.445016,0.512695,1.000000,1.000000,2
2,1.000000,0.017951,6.995763,55.705798,0.512695,1.000000,1.000000,2
2,5.000000,0.017383,7.451293,57.527919,0.512695,1.000000,1.000000,2
2,10.000000,0.016923,7.841747,59.089736,0.512695,1.000000,1.000000,2
2,25.000000,0.015268,9.442900,65.494346,0.537228,1.000000,1.000000,2
3,0.000000,0.018045,6.927272,55.418176,0.825195,1.000000,1.000000,2
3,1.000000,0.017960,6.992408,55.679200,0.825195,1.000000,1.000000,2
3,5.000000,0.017392,7.447400,57.498687,0.825195,1.000000,1.000000,2
3,10.000000,0.016932,7.837496,59.059071,0.825195,1.000000,1.000000,2
3,25.000000,0.015236,9.481412,65.634735,0.894066,1.000000,1.000000,2
4,0.000000,0.017957,6.960989,55.687913,4.628906,1.000000,1.000000,2
4,1.000000,0.017873,7.026363,55.950128,4.628906,1.000000,1.000000,2
4,5.000000,0.017307,7.483938,57.780429,4.696617,1.000000,1.000000,2
4,10.000000,0.016849,7.876319,59.349953,4.764328,1.000000,1.000000,2
4,25.000000,0.015251,9.496548,65.570092,4.865895,1.000000,1.000000,2
5,0.000000,0.018024,6.935177,55.481417,2.011719,1.000000,1.000000,2
5,1.000000,0.017939,7.000408,55.743301,2.011719,1.000000,1.000000,2
5,5.000000,0.017371,7.456261,57.566712,2.036214,1.000000,1.000000,2
5,10.000000,0.016913,7.846511,59.127714,2.044380,1.000000,1.000000,2
5,25.000000,0.015236,9.473331,65.635954,2.125815,1.000000,1.000000,2
6,0.000000,0.018044,6.927487,55.419894,0.888672,1.000000,1.000000,3
6,1.000000,0.017959,6.992623,55.680918,0.888672,1.000000,1.000000,3
6,5.000000,0.017391,7.447675,57.500885,0.888672,1.000000,1.000000,3
6,10.000000,0.016932,7.837770,59.061269,0.888672,1.000000,1.000000,3
6,25.000000,0.015252,9.464081,65.566751,0.960461,1.000000,1.000000,3
7,0.000000,0.017960,6.959824,55.678591,4.692383,1.000000,1.000000,3
7,1.000000,0.017876,7.025078,55.939846,4.692383,1.000000,1.000000,3
7,5.000000,0.017310,7.482566,57.769798,4.761828,1.000000,1.000000,3
7,10.000000,0.016852,7.874859,59.338973,4.831274,1.000000,1.000000,3
7,25.000000,0.015086,9.611874,66.287750,5.025437,1.000000,1.000000,3
8,0.000000,0.018030,6.932992,55.463936,2.075195,1.000000,1.000000,3
8,1.000000,0.017945,6.998043,55.724379,2.075195,1.000000,1.000000,3
8,5.000000,0.017377,7.453896,57.548511,2.100092,1.000000,1.000000,3
8,10.000000,0.016918,7.843966,59.108314,2.108391,1.000000,1.000000,3
8,25.000000,0.015285,9.487432,65.421948,2.183752,1.000000,1.000000,3
9,0.000000,0.017956,6.961509,55.692071,5.004883,1.000000,1.000000,3
9,1.000000,0.017872,7.026883,55.954286,5.004883,1.000000,1.000000,3
9,5.000000,0.017306,7.484390,57.783595,5.089521,1.000000,1.000000,3
9,10.000000,0.016848,7.876943,59.354048,5.174160,1.000000,1.000000,3
9,25.000000,0.015297,9.446988,65.373450,5.255091,1.000000,1.000000,3
10,0.000000,0.018029,6.933297,55.466376,2.387695,1.000000,1.000000,3
10,1.000000,0.017945,6.998408,55.727299,2.387695,1.000000,1.000000,3
10,5.000000,0.017376,7.453964,57.549525,2.415820,1.000000,1.000000,3
10,10.000000,0.016917,7.844236,59.111092,2.425195,1.000000,1.000000,3
10,25.000000,0.015231,9.480072,65.654437,2.574034,1.000000,1.000000,3
11,0.000000,0.017929,6.972054,55.776432,6.191406,1.000000,1.000000,3
11,1.000000,0.017845,7.037285,56.038316,6.191406,1.000000,1.000000,3
11,5.000000,0.017280,7.495405,57.870795,6.282129,1.000000,1.000000,3
11,10.000000,0.016787,7.920370,59.571616,6.344646,1.000000,1.000000,3
11,25.000000,0.015043,9.646456,66.475241,6.654156,1.000000,1.000000,3
12,0.000000,0.017955,6.961724,55.693789,5.068359,1.000000,1.000000,4
12,1.000000,0.017871,7.027098,55.956005,5.068359,1.000000,1.000000,4
12,5.000000,0.017305,7.484665,57.785793,5.152998,1.000000,1.000000,4
12,10.000000,0.016847,7.877218,59.356246,5.237637,1.000000,1.000000,4
12,25.000000,0.015223,9.525742,65.691007,5.379376,1.000000,1.000000,4
13,0.000000,0.018028,6.933512,55.468094,2.451172,1.000000,1.000000,4
13,1.000000,0.017944,6.998623,55.729017,2.451172,1.000000,1.000000,4
13,5.000000,0.017376,7.454239,57.551723,2.479297,1.000000,1.000000,4
13,10.000000,0.016903,7.856777,59.162595,2.495083,1.000000,1.000000,4
13,25.000000,0.015156,9.561090,65.979848,2.643167,1.000000,1.000000,4
14,0.000000,0.017932,6.970889,55.767111,6.254883,1.000000,1.000000,4
14,1.000000,0.017848,7.036000,56.028034,6.254883,1.000000,1.000000,4
14,5.000000,0.017283,7.494032,57.860164,6.347340,1.000000,1.000000,4
14,10.000000,0.016797,7.912446,59.534540,6.411412,1.000000,1.000000,4
14,25.000000,0.015101,9.584256,66.221781,6.693880,1.000000,1.000000,4
15,0.000000,0.017927,6.972574,55.780591,6.567383,1.000000,1.000000,4
15,1.000000,0.017844,7.037805,56.042474,6.567383,1.000000,1.000000,4
15,5.000000,0.017279,7.495916,57.874441,6.675033,1.000000,1.000000,4
15,10.000000,0.016677,8.017512,59.961544,6.797568,1.000000,1.000000,4
15,25.000000,0.015020,9.670917,66.575885,7.066642,1.000000,1.000000,4
16,0.000000,0.017927,6.972789,55.782309,6.630859,1.000000,1.000000,5
16,1.000000,0.017843,7.038019,56.044192,6.630859,1.000000,1.000000,5
16,5.000000,0.017278,7.496251,57.877119,6.738509,1.000000,1.000000,5
16,10.000000,0.016743,7.958328,59.726146,6.838147,1.000000,1.000000,5
16,25.000000,0.015112,9.570173,66.173765,7.133803,1.000000,1.000000,5
