composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,2,44.655554,333.977852,0.002994,0.888672,0.562988,1.451660,0.047070,47.864000
2,2,44.655554,333.977852,0.002994,0.888672,0.562988,1.451660,0.047070,46.673600
3,3,44.638963,333.923027,0.002995,0.888672,0.715148,1.603820,0.047070,47.864000
4,3,44.638963,333.923027,0.002995,0.888672,0.715148,1.603820,0.047070,46.673600
5,3,44.291007,329.968311,0.003031,0.888672,0.715641,1.604313,0.046780,47.479600
6,3,44.291007,329.968311,0.003031,0.888672,0.715641,1.604313,0.046780,46.568800
7,3,44.290111,168.568214,0.005932,1.504355,1.216178,2.720534,0.023859,47.632600
8,3,44.290111,168.568214,0.005932,1.504355,1.216178,2.720534,0.023859,46.425400
9,3,43.935890,323.028389,0.003096,0.888672,1.124355,2.013027,0.046248,46.651200
10,3,43.651033,294.862830,0.003391,2.060547,1.800958,3.861505,0.042446,47.748800
11,3,43.651033,294.862830,0.003391,2.060547,1.800958,3.861505,0.042446,46.548800
12,4,44.280237,329.928122,0.003031,0.888672,0.868819,1.757490,0.046784,47.488400
13,4,44.280237,329.928122,0.003031,0.888672,0.868819,1.757490,0.046784,46.569200
14,4,44.278009,168.522416,0.005934,1.504355,1.368909,2.873264,0.023864,47.642200
15,4,44.278009,168.522416,0.005934,1.504355,1.368909,2.873264,0.023864,46.433800
16,4,43.924487,322.984061,0.003096,0.888672,1.278052,2.166724,0.046253,46.657200
17,4,43.924487,322.984061,0.003096,0.888672,1.278052,2.166724,0.046253,46.642800
18,4,43.932674,167.226946,0.005980,1.504355,1.370530,2.874885,0.023921,47.475000
19,4,43.932674,167.226946,0.005980,1.504355,1.370530,2.874885,0.023921,46.551000
20,4,43.634759,294.820296,0.003392,2.060547,1.952353,4.012900,0.042449,47.747200
21,4,43.363576,165.087924,0.006057,2.676230,2.450238,5.126469,0.023842,47.602600
22,4,43.634759,294.820296,0.003392,2.060547,1.952353,4.012900,0.042449,46.553200
23,4,43.363576,165.087924,0.006057,2.676230,2.450238,5.126469,0.023842,46.399000
24,4,43.573321,294.583709,0.003395,2.060547,1.953945,4.014492,0.042446,47.468800
25,4,43.573321,294.583709,0.003395,2.060547,1.953945,4.014492,0.042446,46.548400
26,4,43.505784,294.303843,0.003398,2.060547,2.366443,4.426990,0.042422,46.526000
27,4,43.585028,165.911615,0.006027,1.504355,1.780132,3.284488,0.023850,46.402800
28,5,43.917902,322.934497,0.003097,0.888672,1.434191,2.322863,0.046254,46.654800
29,5,43.928236,167.193711,0.005981,1.504355,1.524476,3.028832,0.023934,47.496000
30,5,43.928236,167.193711,0.005981,1.504355,1.524476,3.028832,0.023934,46.574400
31,5,43.346173,165.031547,0.006059,2.676230,2.603916,5.280146,0.023843,47.605800
32,5,43.346173,165.031547,0.006059,2.676230,2.603916,5.280146,0.023843,46.397400
33,5,43.563097,294.553416,0.003395,2.060547,2.107314,4.167861,0.042457,47.479600
34,5,43.563097,294.553416,0.003395,2.060547,2.107314,4.167861,0.042457,46.560400
35,5,43.495029,294.246235,0.003399,2.060547,2.522778,4.583325,0.042423,46.533600
36,5,43.495029,294.246235,0.003399,2.060547,2.522778,4.583325,0.042423,46.526400
37,5,43.569376,165.858549,0.006029,1.504355,1.934328,3.438684,0.023848,46.415200
38,5,43.569376,165.858549,0.006029,1.504355,1.934328,3.438684,0.023848,46.405600
39,5,43.294264,164.822609,0.006067,2.676230,2.602729,5.278960,0.023845,47.329400
40,5,43.294264,164.822609,0.006067,2.676230,2.602729,5.278960,0.023845,46.418600
41,5,43.245112,164.629438,0.006074,2.676230,3.015041,5.691272,0.023846,46.412200
42,6,43.479073,294.183777,0.003399,2.060547,2.677961,4.738508,0.042418,46.520000
43,6,43.559328,165.816930,0.006031,1.504355,2.088789,3.593144,0.023854,46.409600
44,6,43.282810,164.778034,0.006069,2.676230,2.759316,5.435546,0.023846,47.335800
45,6,43.282810,164.778034,0.006069,2.676230,2.759316,5.435546,0.023846,46.401000
46,6,43.230572,164.578645,0.006076,2.676230,3.168963,5.845193,0.023848,46.413000
47,6,43.230572,164.578645,0.006076,2.676230,3.168963,5.845193,0.023848,46.415400
48,7,43.223679,164.543168,0.006077,2.676230,3.325614,6.001844,0.023851,46.421800
