Composition,Target_Job_Length,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Total_Failed_Jobs,Failure_Rate_Actual_%,Total_Wasted_CPU_Time_s,Total_Wasted_Wall_Time_s,Total_Wasted_Network_MB,Avg_CPU_Per_Failure_s,Avg_Wall_Per_Failure_s,Avg_Network_Per_Failure_MB,Max_CPU_Per_Failure_s,Max_Wall_Per_Failure_s,Max_Network_Per_Failure_MB
1,15m,0.013228,9.686695,75.595629,0.449219,1.000000,1.000000,1,40443,1981,38462,1981,4.898252,7476.583984,2395.167969,0.000000,3738.291992,1197.583984,0.000000,3738.291992,1197.583984,0.000000
1,30m,0.015137,8.457272,66.062497,0.449219,1.000000,1.000000,1,20183,952,19231,952,4.716841,14653.167969,4190.335938,0.000000,7326.583984,2095.167969,0.000000,7326.583984,2095.167969,0.000000
1,1h,0.016319,7.839638,61.279800,0.449219,1.000000,1.000000,1,10058,461,9597,461,4.583416,29061.540430,7794.480859,0.000000,14530.770215,3897.240430,0.000000,14530.770215,3897.240430,0.000000
1,2h,0.016973,7.537196,58.917312,0.449219,1.000000,1.000000,1,5024,230,4794,230,4.578025,57878.285352,15002.770703,0.000000,28939.142676,7501.385352,0.000000,28939.142676,7501.385352,0.000000
1,4h,0.017355,7.357070,57.621530,0.449219,1.000000,1.000000,1,2502,105,2397,105,4.196643,115456.570703,29405.541406,0.000000,57728.285352,14702.770703,0.000000,57728.285352,14702.770703,0.000000
1,8h,0.017515,7.296669,57.092405,0.449219,1.000000,1.000000,1,1254,55,1199,55,4.385965,230668.345898,58224.891797,0.000000,115334.172949,29112.445898,0.000000,115334.172949,29112.445898,0.000000
1,12h,0.017605,7.248383,56.803259,0.449219,1.000000,1.000000,1,833,34,799,34,4.081633,345880.121094,87044.242188,0.000000,172940.060547,43522.121094,0.000000,172940.060547,43522.121094,0.000000
1,24h,0.017644,7.240796,56.677154,0.449219,1.000000,1.000000,1,418,18,400,18,4.306220,691515.446680,173502.293359,0.000000,345757.723340,86751.146680,0.000000,345757.723340,86751.146680,0.000000
2,15m,0.013943,9.190005,71.722270,0.514409,1.000000,1.000000,2,40426,1977,38449,1977,4.890417,11055.967480,3249.034961,571.289062,3685.322493,1083.011654,190.429688,3709.687842,1137.925684,571.289062
2,30m,0.015594,8.209143,64.127975,0.514595,1.000000,1.000000,2,20175,949,19226,949,4.708798,21841.934961,5958.069922,1142.578125,7280.644987,1986.023307,380.859375,7299.375684,2035.851367,1142.578125
2,1h,0.016579,7.716440,60.318333,0.513727,1.000000,1.000000,2,10057,460,9597,460,4.583872,29012.307129,7677.114258,0.000000,14506.153564,3838.557129,0.000000,14506.153564,3838.557129,0.000000
2,2h,0.017113,7.474991,58.435734,0.515531,1.000000,1.000000,2,5024,229,4795,229,4.578025,86722.153027,22253.406055,4570.312500,28907.384342,7417.802018,1523.437500,28919.709326,7443.968652,4570.312500
2,4h,0.017426,7.327154,57.386802,0.512695,1.000000,1.000000,2,2503,105,2398,105,4.194966,115438.837305,29295.874609,0.000000,57719.418652,14647.937305,0.000000,57719.418652,14647.937305,0.000000
