Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,6712,0,6712,0.000000,0.000413,39.048842,2420.372702,1.425781,0.519878,0.590707,2
1,1.000000,6779,66,6713,0.973595,0.000411,39.432911,2432.487797,1.426971,0.519878,0.590707,2
1,5.000000,7035,321,6714,4.562900,0.000404,40.916726,2478.224590,1.438870,0.519878,0.590707,2
1,10.000000,7436,722,6714,9.709521,0.000392,43.250073,2550.798166,1.453148,0.519878,0.590707,2
1,25.000000,8910,2194,6716,24.624018,0.000355,51.815404,2816.164361,1.512641,0.519878,0.590707,2
2,0.000000,6712,0,6712,0.000000,0.000413,39.048842,2420.372702,1.425781,0.519878,0.590707,2
2,1.000000,6779,66,6713,0.973595,0.000411,39.432911,2432.487797,1.426971,0.519878,0.590707,2
2,5.000000,7035,321,6714,4.562900,0.000404,40.916726,2478.224590,1.438870,0.519878,0.590707,2
2,10.000000,7436,722,6714,9.709521,0.000392,43.250073,2550.798166,1.453148,0.519878,0.590707,2
2,25.000000,8910,2194,6716,24.624018,0.000355,51.815404,2816.164361,1.512641,0.519878,0.590707,2
3,0.000000,6713,0,6713,0.000000,0.000413,39.047607,2419.460580,1.572266,0.737611,0.788676,3
3,1.000000,6779,66,6713,0.973595,0.000411,39.431648,2431.575571,1.573813,0.737611,0.788676,3
3,5.000000,7038,321,6717,4.575163,0.000404,40.918156,2477.300285,1.589726,0.737611,0.788676,3
3,10.000000,7439,721,6718,9.692163,0.000392,43.242932,2550.013917,1.604188,0.737611,0.788676,3
3,25.000000,8912,2191,6721,24.607271,0.000355,51.799706,2814.904175,1.680659,0.737611,0.788676,3
4,0.000000,6713,0,6713,0.000000,0.000413,39.047607,2419.460580,1.572266,0.737611,0.788676,3
4,1.000000,6779,66,6713,0.973595,0.000411,39.431648,2431.575571,1.573813,0.737611,0.788676,3
4,5.000000,7038,321,6717,4.575163,0.000404,40.918156,2477.300285,1.589726,0.737611,0.788676,3
4,10.000000,7439,721,6718,9.692163,0.000392,43.242932,2550.013917,1.604188,0.737611,0.788676,3
4,25.000000,8912,2191,6721,24.607271,0.000355,51.799706,2814.904175,1.680659,0.737611,0.788676,3
5,0.000000,6715,0,6715,0.000000,0.000417,38.970711,2396.321497,1.572266,0.680451,0.728041,3
5,1.000000,6782,66,6716,0.973164,0.000415,39.353870,2408.399059,1.573672,0.680451,0.728041,3
5,5.000000,7038,321,6717,4.560955,0.000408,40.834303,2453.130350,1.592169,0.680451,0.728041,3
5,10.000000,7441,721,6720,9.689558,0.000396,43.150779,2525.177614,1.606026,0.680451,0.728041,3
5,25.000000,8918,2193,6725,24.646782,0.000359,51.710239,2789.318532,1.674422,0.680451,0.728041,3
