composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.352428,460.681383,0.002171,0.449219,0.000000,0.449219,0.032026,32.025600
2,2,7.321886,455.749310,0.002194,0.449219,0.063477,0.512695,0.031810,31.825600
3,2,7.273157,210.115253,0.004759,1.230469,0.798669,2.029138,0.014688,14.963600
4,2,7.290815,432.264642,0.002313,0.449219,0.381391,0.830609,0.030310,30.483200
5,2,7.271646,172.821314,0.005786,2.539062,2.134984,4.674047,0.012149,14.992000
6,3,7.289164,432.345556,0.002313,0.449219,0.444094,0.893312,0.030326,30.494000
7,3,7.259227,206.228187,0.004849,1.230469,0.862430,2.092899,0.014473,14.763600
8,3,7.250507,145.365301,0.006879,3.320312,2.934642,6.254955,0.010211,11.130000
9,3,7.262706,169.160358,0.005912,2.539062,2.199900,4.738962,0.011922,14.780800
10,3,7.255933,147.529224,0.006778,2.539062,2.525779,5.064842,0.010454,13.465600
11,3,7.246216,183.873744,0.005439,1.230469,1.180973,2.411442,0.012974,13.423200
12,4,7.254247,147.522577,0.006779,2.539062,2.590029,5.129092,0.010457,13.463600
13,4,7.244495,183.866954,0.005439,1.230469,1.245223,2.475691,0.012975,13.417600
14,4,7.241650,141.795381,0.007052,3.320312,2.999272,6.319585,0.010023,10.957200
15,4,7.234862,119.832681,0.008345,3.320312,3.319795,6.640107,0.008496,9.587600
16,5,7.233153,119.825938,0.008345,3.320312,3.384044,6.704357,0.008497,9.582000
