Composition,Target_Job_Length,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Total_Failed_Jobs,Failure_Rate_Actual_%,Total_Wasted_CPU_Time_s,Total_Wasted_Wall_Time_s,Total_Wasted_Network_MB,Avg_CPU_Per_Failure_s,Avg_Wall_Per_Failure_s,Avg_Network_Per_Failure_MB,Max_CPU_Per_Failure_s,Max_Wall_Per_Failure_s,Max_Network_Per_Failure_MB
1,15m,0.013228,9.686695,75.595629,0.449219,0.762681,0.606884,1,40443,1981,38462,1981,4.898252,5773.583984,2395.167969,0.000000,2886.791992,1197.583984,0.000000,2886.791992,1197.583984,0.000000
1,30m,0.015137,8.457272,66.062497,0.449219,0.762681,0.606884,1,20183,952,19231,952,4.716841,11247.167969,4190.335938,0.000000,5623.583984,2095.167969,0.000000,5623.583984,2095.167969,0.000000
1,1h,0.016319,7.839638,61.279800,0.449219,0.762681,0.606884,1,10058,461,9597,461,4.583416,22236.440430,7794.480859,0.000000,11118.220215,3897.240430,0.000000,11118.220215,3897.240430,0.000000
1,2h,0.016973,7.537196,58.917312,0.449219,0.762681,0.606884,1,5024,230,4794,230,4.578025,44214.985352,15002.770703,0.000000,22107.492676,7501.385352,0.000000,22107.492676,7501.385352,0.000000
1,4h,0.017355,7.357070,57.621530,0.449219,0.762681,0.606884,1,2502,105,2397,105,4.196643,88129.970703,29405.541406,0.000000,44064.985352,14702.770703,0.000000,44064.985352,14702.770703,0.000000
1,8h,0.017515,7.296669,57.092405,0.449219,0.762681,0.606884,1,1254,55,1199,55,4.385965,176002.045898,58224.891797,0.000000,88001.022949,29112.445898,0.000000,88001.022949,29112.445898,0.000000
1,12h,0.017605,7.248383,56.803259,0.449219,0.762681,0.606884,1,833,34,799,34,4.081633,263874.121094,87044.242188,0.000000,131937.060547,43522.121094,0.000000,131937.060547,43522.121094,0.000000
1,24h,0.017644,7.240796,56.677154,0.449219,0.762681,0.606884,1,418,18,400,18,4.306220,527490.346680,173502.293359,0.000000,263745.173340,86751.146680,0.000000,263745.173340,86751.146680,0.000000
2,15m,0.013986,9.190005,71.500013,0.514409,0.882299,0.803832,2,40426,1977,38449,1977,4.890417,7566.067480,3249.034961,571.289062,2522.022493,1083.011654,190.429688,2864.737842,1137.925684,571.289062
2,30m,0.015647,8.209143,63.911988,0.514595,0.882299,0.803832,2,20175,949,19226,949,4.708798,14862.134961,5958.069922,1142.578125,4954.044987,1986.023307,380.859375,5609.475684,2035.851367,1142.578125
2,1h,0.016637,7.716440,60.108576,0.513727,0.882299,0.803832,2,10057,460,9597,460,4.583872,22239.807129,7677.114258,0.000000,11119.903564,3838.557129,0.000000,11119.903564,3838.557129,0.000000
2,2h,0.017176,7.474991,58.221916,0.515531,0.882299,0.803832,2,5024,229,4795,229,4.578025,58764.253027,22253.406055,4570.312500,19588.084342,7417.802018,1523.437500,22140.759326,7443.968652,4570.312500
2,4h,0.017488,7.327154,57.182961,0.512695,0.882299,0.803832,2,2503,105,2398,105,4.194966,88323.037305,29295.874609,0.000000,44161.518652,14647.937305,0.000000,44161.518652,14647.937305,0.000000
2,8h,0.017614,7.281994,56.774032,0.512695,0.882299,0.803832,2,1256,55,1201,55,4.378981,176406.074609,58111.749219,0.000000,88203.037305,29055.874609,0.000000,88203.037305,29055.874609,0.000000
2,12h,0.017697,7.238927,56.507984,0.518180,0.882299,0.803832,2,835,34,801,34,4.071856,351235.518164,130820.436328,27421.875000,117078.506055,43606.812109,9140.625000,132244.555957,43892.812500,27421.875000
2,24h,0.017729,7.236537,56.404861,0.523664,0.882299,0.803832,2,419,18,401,18,4.295943,702242.940723,261114.581445,54843.750000,234080.980241,87038.193815,18281.250000,264390.064111,87725.625000,54843.750000
3,15m,0.015164,8.690720,65.946708,0.835177,0.677404,0.806731,2,40433,1976,38457,1976,4.887097,8021.226270,4215.252539,845.947266,2005.306567,1053.813135,211.486816,2933.059424,1077.518848,422.973633
3,30m,0.016550,7.960091,60.424526,0.833824,0.677404,0.806731,2,20175,945,19230,945,4.684015,11552.237695,3950.075391,0.000000,5776.118848,1975.037695,0.000000,5776.118848,1975.037695,0.000000
3,1h,0.017347,7.593752,57.648475,0.835008,0.677404,0.806731,2,10059,459,9600,459,4.563078,22965.679150,7553.158301,0.000000,11482.839575,3776.579150,0.000000,11482.839575,3776.579150,0.000000
3,2h,0.017770,7.412680,56.274762,0.834670,0.677404,0.806731,2,5024,227,4797,227,4.518312,62193.421436,29561.042871,6767.578125,15548.355359,7390.260718,1691.894531,22896.281030,7400.859375,3383.789062
3,4h,0.018014,7.299279,55.513817,0.830609,0.677404,0.806731,2,2503,105,2398,105,4.194966,91446.327881,29171.655762,0.000000,45723.163940,14585.827881,0.000000,45723.163940,14585.827881,0.000000
3,8h,0.018117,7.269760,55.198168,0.838730,0.677404,0.806731,2,1255,55,1200,55,4.382470,247956.093262,116470.186523,27070.312500,61989.023315,29117.546631,6767.578125,91356.327881,29243.437500,13535.156250
3,12h,0.018177,7.231796,55.015609,0.833316,0.677404,0.806731,2,834,34,800,34,4.076739,274020.187402,86807.974805,0.000000,137010.093701,43403.987402,0.000000,137010.093701,43403.987402,0.000000
3,24h,0.018202,7.234606,54.937757,0.841437,0.677404,0.806731,2,419,18,401,18,4.295943,645605.531055,260746.262109,40605.468750,215201.843685,86915.420703,13535.156250,273930.187402,87490.312500,40605.468750
4,15m,0.017950,8.413764,55.710250,4.683023,0.900128,0.728426,2,40415,1977,38438,1977,4.896697,9968.650195,4223.900391,940.429688,2492.162549,1055.975098,235.107422,3246.112207,1091.425781,470.214844
4,30m,0.019184,7.843002,52.127969,4.684204,0.900128,0.728426,2,20129,948,19181,948,4.709623,12899.269727,3851.939453,0.000000,6449.634863,1925.969727,0.000000,6449.634863,1925.969727,0.000000
4,1h,0.019858,7.555671,50.358232,4.678561,0.900128,0.728426,2,10052,460,9592,460,4.576204,25678.539453,7463.878906,0.000000,12839.269727,3731.939453,0.000000,12839.269727,3731.939453,0.000000
4,2h,0.020219,7.416390,49.457773,4.683827,0.900128,0.728426,2,5023,229,4794,229,4.559028,51271.899805,14697.599609,0.000000,25635.949902,7348.799805,0.000000,25635.949902,7348.799805,0.000000
4,4h,0.020430,7.319470,48.947712,4.674047,0.900128,0.728426,2,2504,105,2399,105,4.193291,102423.799609,29155.199219,0.000000,51211.899805,14577.599609,0.000000,51211.899805,14577.599609,0.000000
4,8h,0.020520,7.296028,48.734006,4.684116,0.900128,0.728426,2,1254,54,1200,54,4.385965,204762.420117,58080.240234,0.000000,102381.210059,29040.120117,0.000000,102381.210059,29040.120117,0.000000
4,12h,0.020552,7.255937,48.656443,4.655991,0.900128,0.728426,2,834,33,801,33,3.956835,386305.259375,130933.718750,22570.312500,128768.419792,43644.572917,7523.437500,153550.520312,43928.437500,22570.312500
4,24h,0.020597,7.253555,48.549722,4.674047,0.900128,0.728426,2,419,17,402,17,4.057279,772400.518750,261447.437500,45140.625000,257466.839583,87149.145833,15046.875000,307041.040625,87676.875000,45140.625000
5,15m,0.020207,8.412196,49.488886,2.031951,0.971774,0.945565,2,40398,1968,38430,1968,4.871528,7236.243750,1917.287500,0.000000,3618.121875,958.643750,0.000000,3618.121875,958.643750,0.000000
5,30m,0.021413,7.830714,46.700751,2.031702,0.971774,0.945565,2,20144,950,19194,950,4.716044,17959.463672,5767.327344,226.562500,5986.487891,1922.442448,75.520833,7221.447656,2045.136719,226.562500
5,1h,0.022074,7.535403,45.302619,2.030766,0.971774,0.945565,2,10048,460,9588,460,4.578025,28856.198437,7331.996875,0.000000,14428.099219,3665.998437,0.000000,14428.099219,3665.998437,0.000000
5,2h,0.022427,7.391574,44.589012,2.032077,0.971774,0.945565,2,5024,228,4796,228,4.558121,71370.382617,22010.765234,907.031250,23790.127539,7336.921745,302.343750,28826.198437,7466.771484,907.031250
5,4h,0.022630,7.293950,44.188234,2.029138,0.971774,0.945565,2,2503,105,2398,105,4.194966,142597.029199,43672.258398,1814.453125,47532.343066,14557.419466,604.817708,57637.600781,14696.655273,1814.453125
5,8h,0.022694,7.273169,44.064074,2.029863,0.971774,0.945565,2,1254,55,1199,55,4.385965,230490.403125,57831.206250,0.000000,115245.201562,28915.603125,0.000000,115245.201562,28915.603125,0.000000
5,12h,0.022756,7.238226,43.943616,2.028049,0.971774,0.945565,2,834,34,800,34,4.076739,345736.012500,86694.425000,0.000000,172868.006250,43347.212500,0.000000,172868.006250,43347.212500,0.000000
5,24h,0.022759,7.243882,43.939002,2.029138,0.971774,0.945565,2,419,18,401,18,4.295943,691412.025000,173268.850000,0.000000,345706.012500,86634.425000,0.000000,345706.012500,86634.425000,0.000000
6,15m,0.015368,8.664050,65.069579,0.899955,0.930769,0.871154,3,40440,1979,38461,1979,4.893670,7737.117187,4097.334375,966.635742,1934.279297,1024.333594,241.658936,2933.059424,1077.518848,483.317871
6,30m,0.016772,7.947620,59.623530,0.899097,0.930769,0.871154,3,20180,948,19232,948,4.697721,15195.421289,5836.442578,1142.578125,5065.140430,1945.480859,380.859375,5776.118848,1975.037695,1142.578125
6,1h,0.017578,7.587425,56.887742,0.899253,0.930769,0.871154,3,10061,459,9602,459,4.562171,22965.679150,7553.158301,0.000000,11482.839575,3776.579150,0.000000,11482.839575,3776.579150,0.000000
6,2h,0.018009,7.409861,55.527015,0.900554,0.930769,0.871154,3,5028,227,4801,227,4.514718,74758.030811,29490.261621,9140.625000,18689.507703,7372.565405,2285.156250,22896.281030,7379.662061,4570.312500
6,4h,0.018253,7.298249,54.786284,0.894859,0.930769,0.871154,3,2507,105,2402,105,4.188273,91446.327881,29171.655762,0.000000,45723.163940,14585.827881,0.000000,45723.163940,14585.827881,0.000000
6,8h,0.018364,7.265852,54.454123,0.902188,0.930769,0.871154,3,1256,54,1202,54,4.378981,240733.759766,116426.019531,30937.231445,60183.439941,29106.504883,7734.307861,91356.327881,29221.354004,15468.615723
6,12h,0.018420,7.231889,54.288692,0.897953,0.930769,0.871154,3,836,34,802,34,4.066986,274020.187402,86807.974805,0.000000,137010.093701,43403.987402,0.000000,137010.093701,43403.987402,0.000000
6,24h,0.018458,7.217477,54.177416,0.897953,0.930769,0.871154,3,419,17,402,17,4.057279,634832.735205,260800.720410,46406.223145,211610.911735,86933.573470,15468.741048,273930.187402,87544.770801,46406.223145
7,15m,0.018132,8.270224,55.150864,4.748032,0.932671,0.822369,3,40424,1973,38451,1973,4.883238,9896.984473,4102.268945,963.417969,2474.246118,1025.567236,240.854492,3246.112207,1030.610059,481.708984
7,30m,0.019286,7.771734,51.850094,4.749378,0.932671,0.822369,3,20132,948,19184,948,4.708921,20185.636914,7624.673828,2285.156250,5046.409229,1906.168457,571.289062,6449.634863,1925.969727,1142.578125
7,1h,0.019912,7.520484,50.220776,4.743649,0.932671,0.822369,3,10054,459,9595,459,4.575293,47447.641016,18602.082031,6855.468750,9489.528203,3720.416406,1371.093750,12839.269727,3731.939453,2285.156250
7,2h,0.020247,7.397329,49.389756,4.747292,0.932671,0.822369,3,5026,229,4797,229,4.556307,51271.899805,14697.599609,0.000000,25635.949902,7348.799805,0.000000,25635.949902,7348.799805,0.000000
7,4h,0.020441,7.311173,48.921106,4.737419,0.932671,0.822369,3,2506,105,2401,105,4.189944,102423.799609,29155.199219,0.000000,51211.899805,14577.599609,0.000000,51211.899805,14577.599609,0.000000
7,8h,0.020527,7.290271,48.715217,4.748563,0.932671,0.822369,3,1255,54,1201,54,4.382470,262603.357617,87362.115234,18281.250000,87534.452539,29120.705078,6093.750000,102381.210059,29281.875000,18281.250000
7,12h,0.020556,7.253995,48.648139,4.720357,0.932671,0.822369,3,837,34,803,34,4.062127,389222.589380,132515.078760,24131.057129,97305.647345,33128.769690,6032.764282,153550.520312,43878.665137,23148.154297
7,24h,0.020599,7.252700,48.546378,4.738680,0.932671,0.822369,3,420,17,403,17,4.047619,771992.259033,261409.868066,46297.353516,257330.753011,87136.622689,15432.451172,307041.040625,87639.305566,46297.353516
8,15m,0.020570,8.187483,48.613360,2.096596,0.980874,0.965847,3,40384,1966,38418,1966,4.868265,12746.019141,4836.838281,1713.867188,2549.203828,967.367656,342.773438,3618.121875,973.183594,571.289062
8,30m,0.021618,7.716186,46.257996,2.096523,0.980874,0.965847,3,20130,943,19187,943,4.684550,17928.996387,5708.892773,230.468750,5976.332129,1902.964258,76.822917,7221.447656,1986.702148,230.468750
8,1h,0.022179,7.480142,45.086711,2.095649,0.980874,0.965847,3,10050,460,9590,460,4.577114,36112.565625,11044.731250,2285.156250,12037.521875,3681.577083,761.718750,14428.099219,3712.734375,2285.156250
8,2h,0.022480,7.364944,44.483671,2.096715,0.980874,0.965847,3,5026,228,4798,228,4.556307,71326.801172,21950.802344,921.875000,23775.600391,7316.934115,307.291667,28826.198437,7406.808594,921.875000
8,4h,0.022657,7.280653,44.136198,2.092899,0.980874,0.965847,3,2504,105,2399,105,4.193291,142539.766260,43612.282520,1844.140625,47513.255420,14537.427507,614.713542,57637.600781,14636.679395,1844.140625
8,8h,0.022707,7.266868,44.039470,2.093637,0.980874,0.965847,3,1256,55,1201,55,4.378981,230490.403125,57831.206250,0.000000,115245.201562,28915.603125,0.000000,115245.201562,28915.603125,0.000000
8,12h,0.022765,7.234241,43.928036,2.091793,0.980874,0.965847,3,836,34,802,34,4.066986,345736.012500,86694.425000,0.000000,172868.006250,43347.212500,0.000000,172868.006250,43347.212500,0.000000
8,24h,0.022762,7.242206,43.932479,2.092900,0.980874,0.965847,3,421,18,403,18,4.275534,691412.025000,173268.850000,0.000000,345706.012500,86634.425000,0.000000,345706.012500,86634.425000,0.000000
