composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.340461,64.702680,0.015455,0.445001,0.000000,0.445001,0.003464,3.464000
2,2,9.339814,64.544808,0.015493,0.446448,0.076701,0.523148,0.003472,3.472000
3,2,9.340746,62.887790,0.015901,0.445471,0.426733,0.872204,0.003376,3.376000
4,2,9.355276,55.686323,0.017958,2.528762,2.410894,4.939655,0.002996,3.184000
5,2,9.381117,50.526935,0.019791,1.227339,0.914261,2.141600,0.002708,2.283000
6,3,9.347320,62.122182,0.016097,0.446720,0.513982,0.960702,0.003342,3.392000
7,3,9.348339,55.509353,0.018015,2.524983,2.506697,5.031680,0.003000,3.191000
8,3,9.394434,50.639966,0.019747,1.227357,0.978064,2.205421,0.002736,2.285000
9,3,9.351311,55.558493,0.017999,2.515563,2.839801,5.355364,0.003004,3.096000
10,3,9.391532,50.720555,0.019716,1.230469,1.377506,2.607975,0.002736,2.176000
11,3,9.379828,50.610748,0.019759,3.315461,3.327410,6.642871,0.002732,2.232000
12,4,9.320830,54.733599,0.018270,2.515563,2.888922,5.404484,0.002964,3.088000
13,4,9.393816,49.840347,0.020064,1.230469,1.441519,2.671988,0.002704,2.212000
14,4,9.319658,50.404015,0.019840,3.311004,3.382102,6.693107,0.002740,2.224000
15,4,9.397394,50.689081,0.019728,3.320312,3.766362,7.086674,0.002744,2.135000
16,5,9.410301,49.888435,0.020045,3.320312,3.855502,7.175814,0.002710,2.159000
