composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,6.952432,444.955660,0.002247,0.449219,0.000000,0.449219,0.010227,10.227200
2,2,6.943263,441.320564,0.002266,0.449219,0.063477,0.512695,0.010155,10.160000
3,2,6.936488,419.598018,0.002383,0.449219,0.375977,0.825195,0.009676,9.732400
4,2,6.942629,204.103441,0.004899,1.230469,0.781250,2.011719,0.004683,4.771200
5,2,6.968273,169.635772,0.005895,2.539062,2.089844,4.628906,0.003878,4.787200
6,3,6.936559,419.598301,0.002383,0.449219,0.439453,0.888672,0.009676,9.730000
7,3,6.938848,200.813176,0.004980,1.230469,0.844727,2.075195,0.004624,4.716800
8,3,6.966052,166.445347,0.006008,2.539062,2.153320,4.692383,0.003806,4.720000
9,3,6.937797,179.456966,0.005572,1.230469,1.157227,2.387695,0.004132,4.276400
10,3,6.967041,145.219697,0.006886,2.539062,2.465820,5.004883,0.003327,4.292400
11,3,6.977082,143.014596,0.006992,3.320312,2.871094,6.191406,0.003262,3.555200
12,4,6.937868,179.457249,0.005572,1.230469,1.220703,2.451172,0.004132,4.274000
13,4,6.967112,145.219980,0.006886,2.539062,2.529297,5.068359,0.003327,4.290000
14,4,6.974861,139.824172,0.007152,3.320312,2.934570,6.254883,0.003190,3.488000
15,4,6.975850,118.598522,0.008432,3.320312,3.247070,6.567383,0.002711,3.060400
16,5,6.975921,118.598805,0.008432,3.320312,3.310547,6.630859,0.002711,3.058000
