composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,6.948389,55.587114,0.017990,0.449219,0.000000,0.449219,0.001278,1.278400
2,2,6.938649,55.509190,0.018015,0.449219,0.063477,0.512695,0.001278,1.278400
3,2,6.924524,55.396190,0.018052,1.230469,0.781250,2.011719,0.001278,1.278400
4,2,6.929061,55.432490,0.018040,0.449219,0.375977,0.825195,0.001280,1.280000
5,2,6.926613,55.412903,0.018046,2.539062,2.089844,4.628906,0.001280,1.280000
6,3,6.928561,55.428485,0.018041,0.449219,0.439453,0.888672,0.001280,1.280000
7,3,6.920171,55.361370,0.018063,1.230469,0.844727,2.075195,0.001280,1.280000
8,3,6.921359,55.370875,0.018060,3.320312,2.871094,6.191406,0.001280,1.280000
9,3,6.923820,55.390563,0.018054,2.539062,2.153320,4.692383,0.001280,1.280000
10,3,6.921997,55.375975,0.018058,2.539062,2.465820,5.004883,0.001282,1.281600
11,3,6.916308,55.330462,0.018073,1.230469,1.157227,2.387695,0.001280,1.280000
12,4,6.921496,55.371971,0.018060,2.539062,2.529297,5.068359,0.001282,1.281600
13,4,6.915807,55.326457,0.018075,1.230469,1.220703,2.451172,0.001280,1.280000
14,4,6.918567,55.348535,0.018067,3.320312,2.934570,6.254883,0.001280,1.280000
15,4,6.916743,55.333947,0.018072,3.320312,3.247070,6.567383,0.001282,1.281600
16,5,6.916243,55.329943,0.018073,3.320312,3.310547,6.630859,0.001282,1.281600
