composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.129092,515.902529,0.001938,0.449219,0.000000,0.449219,0.013350,13.350400
2,2,9.133798,512.425470,0.001952,0.449219,0.064797,0.514016,0.013295,13.304000
3,2,9.269718,240.165802,0.004164,1.230469,0.887739,2.118208,0.005992,6.108400
4,2,9.095527,485.517527,0.002060,0.449219,0.419785,0.869004,0.012593,12.666000
5,2,9.543059,207.537260,0.004818,2.539062,2.306519,4.845581,0.004818,6.025600
6,3,9.078437,485.233116,0.002061,0.449219,0.482578,0.931797,0.012581,12.651600
7,3,9.273923,236.584605,0.004227,1.230469,0.953009,2.183478,0.005912,6.038400
8,3,9.759097,179.981532,0.005556,3.320312,3.236276,6.556589,0.004117,4.496800
9,3,9.559299,204.217332,0.004897,2.539062,2.372755,4.911818,0.004751,5.969600
10,3,9.579909,181.525732,0.005509,2.539062,2.753596,5.292659,0.004175,5.442800
11,3,9.321051,212.236048,0.004712,1.230469,1.313928,2.544397,0.005298,5.488400
12,4,9.630958,182.238554,0.005487,2.539062,2.846341,5.385403,0.004207,5.480400
13,4,9.301034,211.297132,0.004733,1.230469,1.375523,2.605992,0.005262,5.449600
14,4,9.726051,174.751139,0.005722,3.320312,3.278326,6.598639,0.003972,4.359200
15,4,9.797189,152.286145,0.006567,3.320312,3.662049,6.982362,0.003424,3.878000
16,5,9.795642,153.193183,0.006528,3.320312,3.731815,7.052127,0.003463,3.912000
