Composition,Target_Job_Length,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Total_Failed_Jobs,Failure_Rate_Actual_%,Total_Wasted_CPU_Time_s,Total_Wasted_Wall_Time_s,Total_Wasted_Network_MB,Avg_CPU_Per_Failure_s,Avg_Wall_Per_Failure_s,Avg_Network_Per_Failure_MB,Max_CPU_Per_Failure_s,Max_Wall_Per_Failure_s,Max_Network_Per_Failure_MB
1,2h,0.002709,53.582967,369.171854,1.506479,0.750268,0.986610,2,35884,8935,26949,8935,24.902463,115958.641699,59429.883398,4461.767578,14494.830212,7428.735425,557.720947,14504.604375,7470.648750,1487.255859
1,4h,0.002768,52.395898,361.263247,1.509926,0.750268,0.986610,2,17855,4411,13444,4411,24.721367,231361.101221,117186.502441,8923.535156,28920.137653,14648.312805,1115.441895,28933.972314,14678.644629,2974.511719
1,8h,0.002798,51.815404,357.357729,1.512641,0.750268,0.986610,2,8910,2194,6716,2194,24.624018,404437.067627,203626.835254,11898.583984,57776.723947,29089.547893,1699.797712,57792.708193,29094.636387,5949.291992
1,12h,0.002813,51.472454,355.551729,1.504134,0.750268,0.986610,2,5924,1443,4481,1443,24.375422,606036.296094,304478.192187,17848.144531,86576.613728,43496.884598,2549.734933,86576.680508,43555.893555,8924.072266
1,24h,0.002832,50.998994,353.089780,1.509236,0.750268,0.986610,2,2946,703,2243,703,23.964698,1384677.114258,694398.828516,53545.239258,173084.639282,86799.853564,6693.154907,173095.497119,86993.094238,17848.413086
2,2h,0.002709,53.582967,369.171854,1.506479,0.750268,0.999665,2,35884,8935,26949,8935,24.902463,115958.641699,59429.883398,4461.767578,14494.830212,7428.735425,557.720947,14504.604375,7470.648750,1487.255859
2,4h,0.002768,52.395898,361.263247,1.509926,0.750268,0.999665,2,17855,4411,13444,4411,24.721367,231361.101221,117186.502441,8923.535156,28920.137653,14648.312805,1115.441895,28933.972314,14678.644629,2974.511719
2,8h,0.002798,51.815404,357.357729,1.512641,0.750268,0.999665,2,8910,2194,6716,2194,24.624018,404437.067627,203626.835254,11898.583984,57776.723947,29089.547893,1699.797712,57792.708193,29094.636387,5949.291992
2,12h,0.002813,51.472454,355.551729,1.504134,0.750268,0.999665,2,5924,1443,4481,1443,24.375422,606036.296094,304478.192187,17848.144531,86576.613728,43496.884598,2549.734933,86576.680508,43555.893555,8924.072266
2,24h,0.002832,50.998994,353.089780,1.509236,0.750268,0.999665,2,2946,703,2243,703,23.964698,1384677.114258,694398.828516,53545.239258,173084.639282,86799.853564,6693.154907,173095.497119,86993.094238,17848.413086
3,2h,0.002709,53.569326,369.122865,1.674889,0.833512,0.991073,3,35888,8934,26954,8934,24.899688,159240.131250,81187.462500,11074.218750,14476.375568,7380.678409,1006.747159,14504.604375,7470.648750,1933.593750
