composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,2,43.664173,2575.923358,0.000388,0.888672,0.567449,1.456121,0.184467,185.072000
2,2,43.664173,2575.923358,0.000388,0.888672,0.567449,1.456121,0.184467,185.072000
3,3,43.658244,2575.041522,0.000388,0.888672,0.721562,1.610234,0.184412,184.903600
4,3,43.658244,2575.041522,0.000388,0.888672,0.721562,1.610234,0.184412,184.903600
5,3,43.469169,2544.684455,0.000393,0.888672,0.720986,1.609658,0.182995,183.625600
6,3,43.469169,2544.684455,0.000393,0.888672,0.720986,1.609658,0.182995,183.625600
7,3,43.493732,2564.045365,0.000390,1.504355,1.208893,2.713249,0.184178,184.753000
8,3,43.493732,2564.045365,0.000390,1.504355,1.208893,2.713249,0.184178,184.753000
9,3,43.291159,2470.644264,0.000405,0.888672,1.135522,2.024194,0.178268,179.481200
10,3,43.192557,758.351829,0.001319,2.060547,1.798795,3.859342,0.054737,73.860400
11,3,43.192557,758.351829,0.001319,2.060547,1.798795,3.859342,0.054737,73.860400
12,4,43.477710,2544.181565,0.000393,0.888672,0.875861,1.764533,0.182990,183.506400
13,4,43.477710,2544.181565,0.000393,0.888672,0.875861,1.764533,0.182990,183.506400
14,4,43.488647,2563.370290,0.000390,1.504355,1.359163,2.863519,0.184146,184.602600
15,4,43.488647,2563.370290,0.000390,1.504355,1.359163,2.863519,0.184146,184.602600
16,4,43.270673,2469.649161,0.000405,0.888672,1.287346,2.176018,0.178194,179.285600
17,4,43.270673,2469.649161,0.000405,0.888672,1.287346,2.176018,0.178194,179.285600
18,4,43.320843,2533.508759,0.000395,1.504355,1.362782,2.867138,0.182796,183.397800
19,4,43.320843,2533.508759,0.000395,1.504355,1.362782,2.867138,0.182796,183.397800
20,4,43.165134,756.709657,0.001322,2.060547,1.953778,4.014325,0.054576,73.584400
21,4,43.012392,629.711583,0.001588,2.676230,2.443136,5.119366,0.045386,73.680800
22,4,43.165134,756.709657,0.001322,2.060547,1.953778,4.014325,0.054576,73.584400
23,4,43.012392,629.711583,0.001588,2.676230,2.443136,5.119366,0.045386,73.680800
24,4,43.153649,736.082865,0.001359,2.060547,1.951677,4.012224,0.053279,72.430400
25,4,43.153649,736.082865,0.001359,2.060547,1.951677,4.012224,0.053279,72.430400
26,4,43.108632,669.753167,0.001493,2.060547,2.358380,4.418927,0.048456,68.208000
27,4,43.145110,2459.925294,0.000407,1.504355,1.775691,3.280046,0.178093,179.273400
28,5,43.257954,2468.759047,0.000405,0.888672,1.439188,2.327860,0.178141,179.121200
29,5,43.314123,2532.525512,0.000395,1.504355,1.515302,3.019657,0.182725,183.207800
30,5,43.314123,2532.525512,0.000395,1.504355,1.515302,3.019657,0.182725,183.207800
31,5,42.993755,628.780034,0.001590,2.676230,2.591677,5.267907,0.045342,73.523200
32,5,42.993755,628.780034,0.001590,2.676230,2.591677,5.267907,0.045342,73.523200
33,5,43.128944,734.324476,0.001362,2.060547,2.108807,4.169354,0.053091,72.123200
34,5,43.128944,734.324476,0.001362,2.060547,2.108807,4.169354,0.053091,72.123200
35,5,43.082053,668.921857,0.001495,2.060547,2.508338,4.568885,0.048408,68.038400
36,5,43.082053,668.921857,0.001495,2.060547,2.508338,4.568885,0.048408,68.038400
37,5,43.129663,2457.785014,0.000407,1.504355,1.936506,3.440862,0.177863,178.935800
38,5,43.129663,2457.785014,0.000407,1.504355,1.936506,3.440862,0.177863,178.935800
39,5,42.991994,607.472354,0.001646,2.676230,2.601061,5.277291,0.043930,72.254400
40,5,42.991994,607.472354,0.001646,2.676230,2.601061,5.277291,0.043930,72.254400
41,5,42.958863,542.272788,0.001844,2.676230,3.011098,5.687329,0.039282,68.195200
42,6,43.094817,668.150469,0.001497,2.060547,2.665589,4.726136,0.048371,67.896000
43,6,43.122018,2456.290943,0.000407,1.504355,2.092278,3.596633,0.177727,178.691800
44,6,42.967814,606.815785,0.001648,2.676230,2.745813,5.422044,0.043909,72.118400
45,6,42.967814,606.815785,0.001648,2.676230,2.745813,5.422044,0.043909,72.118400
46,6,42.950657,541.750311,0.001846,2.676230,3.162234,5.838464,0.039292,68.094800
47,6,42.950657,541.750311,0.001846,2.676230,3.162234,5.838464,0.039292,68.094800
48,7,42.947070,540.710280,0.001849,2.676230,3.317889,5.994119,0.039207,67.891200
