composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.054309,64.434474,0.015520,0.449219,0.000000,0.449219,0.030770,30.769600
2,2,7.818213,62.545702,0.015988,0.449219,0.063477,0.512695,0.030757,30.756800
3,2,7.442672,59.541374,0.016795,1.230469,0.781250,2.011719,0.030707,30.707200
4,2,7.579689,60.637514,0.016491,0.449219,0.375977,0.825195,0.030765,30.764800
5,2,7.431621,59.452967,0.016820,2.539062,2.089844,4.628906,0.030688,30.688000
6,3,7.566409,60.531269,0.016520,0.449219,0.439453,0.888672,0.030765,30.764800
7,3,7.335695,58.685562,0.017040,1.230469,0.844727,2.075195,0.030696,30.696000
8,3,7.269743,58.157947,0.017195,3.320312,2.871094,6.191406,0.030694,30.694400
9,3,7.363368,58.906947,0.016976,2.539062,2.153320,4.692383,0.030690,30.689600
10,3,7.312009,58.496071,0.017095,2.539062,2.465820,5.004883,0.030690,30.689600
11,3,7.236120,57.888958,0.017274,1.230469,1.157227,2.387695,0.030706,30.705600
12,4,7.298728,58.389827,0.017126,2.539062,2.529297,5.068359,0.030690,30.689600
13,4,7.222839,57.782713,0.017306,1.230469,1.220703,2.451172,0.030706,30.705600
14,4,7.201491,57.611927,0.017358,3.320312,2.934570,6.254883,0.030696,30.696000
15,4,7.150131,57.201051,0.017482,3.320312,3.247070,6.567383,0.030696,30.696000
16,5,7.136851,57.094807,0.017515,3.320312,3.310547,6.630859,0.030696,30.696000
