composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.244168,454.161816,0.002202,0.449219,0.000000,0.449219,0.010662,10.662400
2,2,7.234057,450.517196,0.002220,0.449219,0.063477,0.512695,0.010592,10.598400
3,2,7.219354,207.644681,0.004816,1.230469,0.797580,2.028049,0.004892,4.983600
4,2,7.224079,428.805194,0.002332,0.449219,0.375977,0.825195,0.010112,10.169600
5,2,7.212790,170.629080,0.005861,2.539062,2.116928,4.655991,0.004011,4.963200
6,3,7.223577,428.542923,0.002333,0.449219,0.444094,0.893312,0.010102,10.159600
7,3,7.214794,204.348553,0.004894,1.230469,0.861324,2.091793,0.004821,4.919600
8,3,7.198618,143.331335,0.006977,3.320312,2.919655,6.239967,0.003354,3.662000
9,3,7.218616,167.473368,0.005971,2.539062,2.181098,4.720161,0.003943,4.904000
10,3,7.216688,146.232585,0.006838,2.539062,2.507797,5.046859,0.003447,4.456400
11,3,7.210768,182.491179,0.005480,1.230469,1.181597,2.412065,0.004317,4.467200
12,4,7.216206,146.490652,0.006826,2.539062,2.574279,5.113342,0.003462,4.469600
13,4,7.210298,182.749349,0.005472,1.230469,1.242843,2.473311,0.004332,4.482800
14,4,7.195789,140.143161,0.007136,3.320312,2.983825,6.304137,0.003296,3.609200
15,4,7.193893,118.695294,0.008425,3.320312,3.299828,6.620141,0.002805,3.170400
16,5,7.193414,118.433424,0.008444,3.320312,3.362303,6.682615,0.002794,3.160800
