composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.304905,592.547756,0.001688,0.449219,0.000000,0.449219,0.497267,497.267200
2,2,8.828581,558.961189,0.001789,0.449219,0.063591,0.512810,0.493715,493.939200
3,2,8.082540,257.502547,0.003883,1.230469,0.785170,2.015638,0.227192,231.472400
4,2,8.349377,504.077187,0.001984,0.449219,0.377922,0.827141,0.470239,472.935600
5,2,8.083094,200.851038,0.004979,2.539062,2.100377,4.639439,0.187840,232.000000
6,3,8.322938,503.985203,0.001984,0.449219,0.441404,0.890623,0.470265,472.848800
7,3,7.867048,240.525933,0.004158,1.230469,0.848805,2.079274,0.223667,228.171600
8,3,7.767025,169.746476,0.005891,3.320312,2.885465,6.205777,0.157818,171.981200
9,3,7.945988,188.863327,0.005295,2.539062,2.164146,4.703209,0.184648,229.033600
10,3,7.844778,158.053840,0.006327,2.539062,2.478252,5.017314,0.161018,207.876400
11,3,7.668311,203.522931,0.004913,1.230469,1.162957,2.393426,0.200226,207.198800
12,4,7.817849,157.952539,0.006331,2.539062,2.541839,5.080901,0.161014,207.755200
13,4,7.642071,203.418464,0.004916,1.230469,1.226705,2.457174,0.200229,207.094400
14,4,7.630550,157.773126,0.006338,3.320312,2.949537,6.269849,0.154652,169.042000
15,4,7.529075,126.967700,0.007876,3.320312,3.263645,6.583958,0.131019,147.876000
16,5,7.502228,126.861996,0.007883,3.320312,3.327115,6.647428,0.131019,147.763600
