composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.427342,65.943736,0.015164,0.449219,0.000000,0.449219,0.032184,32.184000
2,2,8.181167,64.016697,0.015621,0.449219,0.064619,0.513838,0.032184,32.184000
3,2,7.933849,62.084725,0.016107,0.449219,0.384092,0.833310,0.032184,32.184000
4,2,7.816778,61.162347,0.016350,2.539062,2.138746,4.677809,0.032120,32.120000
5,2,7.803533,61.059162,0.016378,1.230469,0.799375,2.029844,0.032136,32.136000
6,3,7.919871,61.978792,0.016135,0.449219,0.447410,0.896629,0.032216,32.216000
7,3,7.745867,60.607405,0.016500,2.539062,2.204437,4.743499,0.032136,32.136000
8,3,7.691413,60.185541,0.016615,1.230469,0.863941,2.094410,0.032152,32.152000
9,3,7.694712,60.208163,0.016609,2.539062,2.530046,5.069109,0.032120,32.120000
10,3,7.590806,59.394813,0.016836,1.230469,1.185069,2.415537,0.032136,32.136000
11,3,7.661715,59.949875,0.016681,3.320312,2.938271,6.258584,0.032128,32.128000
12,4,7.680947,60.102842,0.016638,2.539062,2.594667,5.133729,0.032152,32.152000
13,4,7.577650,59.292166,0.016866,1.230469,1.249287,2.479756,0.032168,32.168000
14,4,7.590292,59.394084,0.016837,3.320312,3.003430,6.323743,0.032152,32.152000
15,4,7.539174,58.995713,0.016950,3.320312,3.322684,6.642996,0.032152,32.152000
16,5,7.527049,58.895992,0.016979,3.320312,3.389089,6.709401,0.032160,32.160000
