Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,4477,0,4477,0.000000,0.003267,38.917442,306.096523,1.425781,0.750268,0.986610,2
1,1.000000,4525,47,4478,1.038674,0.003250,39.326148,307.696502,1.429351,0.750268,0.986610,2
1,5.000000,4684,205,4479,4.376601,0.003193,40.699960,313.156908,1.432921,0.750268,0.986610,2
1,10.000000,4951,471,4480,9.533428,0.003103,43.020483,322.267005,1.450539,0.750268,0.986610,2
1,25.000000,5924,1443,4481,24.375422,0.002813,51.472454,355.551729,1.504134,0.750268,0.986610,2
2,0.000000,4477,0,4477,0.000000,0.003267,38.917442,306.096523,1.425781,0.750268,0.999665,2
2,1.000000,4525,47,4478,1.038674,0.003250,39.326148,307.696502,1.429351,0.750268,0.999665,2
2,5.000000,4684,205,4479,4.376601,0.003193,40.699960,313.156908,1.432921,0.750268,0.999665,2
2,10.000000,4951,471,4480,9.533428,0.003103,43.020483,322.267005,1.450539,0.750268,0.999665,2
2,25.000000,5924,1443,4481,24.375422,0.002813,51.472454,355.551729,1.504134,0.750268,0.999665,2
3,0.000000,4477,0,4477,0.000000,0.003267,38.917095,306.095134,1.572266,0.833512,0.991073,3
3,1.000000,4527,47,4480,1.038215,0.003250,39.325812,307.695161,1.576906,0.833512,0.991073,3
3,5.000000,4685,205,4480,4.375667,0.003193,40.699609,313.138097,1.583656,0.833512,0.991073,3
3,10.000000,4950,470,4480,9.515152,0.003104,43.012280,322.180301,1.610594,0.833512,0.991073,3
3,25.000000,5927,1442,4485,24.396828,0.002813,51.467189,355.523068,1.672647,0.833512,0.991073,3
4,0.000000,4477,0,4477,0.000000,0.003267,38.917095,306.095134,1.572266,0.833512,0.999777,3
4,1.000000,4527,47,4480,1.038215,0.003250,39.325812,307.695161,1.576906,0.833512,0.999777,3
4,5.000000,4685,205,4480,4.375667,0.003193,40.699609,313.138097,1.583656,0.833512,0.999777,3
4,10.000000,4950,470,4480,9.515152,0.003104,43.012280,322.180301,1.610594,0.833512,0.999777,3
4,25.000000,5927,1442,4485,24.396828,0.002813,51.467189,355.523068,1.672647,0.833512,0.999777,3
5,0.000000,4475,0,4475,0.000000,0.003284,38.865639,304.473386,1.572266,0.833513,0.993026,3
5,1.000000,4521,45,4476,0.995355,0.003268,39.256628,306.002498,1.575835,0.833513,0.993026,3
5,5.000000,4685,205,4480,4.375667,0.003211,40.646774,311.476004,1.585408,0.833513,0.993026,3
5,10.000000,4945,468,4477,9.464105,0.003121,42.931808,320.372263,1.611045,0.833513,0.993026,3
5,25.000000,5926,1442,4484,24.367195,0.002828,51.395298,353.631576,1.673400,0.833513,0.993026,3
6,0.000000,4475,0,4475,0.000000,0.003284,38.865639,304.473386,1.572266,0.833513,0.999775,3
6,1.000000,4521,45,4476,0.995355,0.003268,39.256628,306.002498,1.575835,0.833513,0.999775,3
6,5.000000,4685,205,4480,4.375667,0.003211,40.646774,311.476004,1.585408,0.833513,0.999775,3
6,10.000000,4945,468,4477,9.464105,0.003121,42.931808,320.372263,1.611045,0.833513,0.999775,3
6,25.000000,5926,1442,4484,24.367195,0.002828,51.395298,353.631576,1.673400,0.833513,0.999775,3
7,0.000000,4474,0,4474,0.000000,0.006423,38.877519,155.694945,2.657148,1.000000,0.991287,3
7,1.000000,4522,47,4475,1.039363,0.006389,39.286005,156.511964,2.663926,1.000000,0.991287,3
7,5.000000,4683,207,4476,4.420243,0.006277,40.677770,159.315555,2.680403,1.000000,0.991287,3
7,10.000000,4949,472,4477,9.537280,0.006100,42.980837,163.921736,2.719859,1.000000,0.991287,3
7,25.000000,5922,1443,4479,24.383654,0.005531,51.422804,180.805718,2.827544,1.000000,0.991287,3
8,0.000000,4474,0,4474,0.000000,0.006423,38.877519,155.694945,2.657148,1.000000,1.000000,3
8,1.000000,4522,47,4475,1.039363,0.006389,39.286005,156.511964,2.663926,1.000000,1.000000,3
8,5.000000,4683,207,4476,4.420243,0.006277,40.677770,159.315555,2.680403,1.000000,1.000000,3
8,10.000000,4949,472,4477,9.537280,0.006100,42.980837,163.921736,2.719859,1.000000,1.000000,3
8,25.000000,5922,1443,4479,24.383654,0.005531,51.422804,180.805718,2.827544,1.000000,1.000000,3
9,0.000000,4476,0,4476,0.000000,0.003333,38.817141,300.051104,1.962891,0.833518,0.999769,3
9,1.000000,4524,46,4478,1.016799,0.003316,39.216239,301.595228,1.968245,0.833518,0.999769,3
9,5.000000,4685,207,4478,4.439701,0.003257,40.615617,306.995678,1.988430,0.833518,0.999769,3
9,10.000000,4953,472,4481,9.549768,0.003165,42.912896,315.909270,2.016654,0.833518,0.999769,3
9,25.000000,5924,1442,4482,24.409183,0.002869,51.339053,348.545386,2.126109,0.833518,0.999769,3
10,0.000000,4475,0,4475,0.000000,0.003627,38.795247,275.721752,3.769531,0.833555,0.955202,3
