composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,9.686695,604.765029,0.001654,0.449219,0.000000,0.449219,0.517670,517.670400
2,2,9.190005,570.444308,0.001753,0.449219,0.065190,0.514409,0.513901,514.137600
3,2,8.412196,262.853113,0.003804,1.230469,0.801482,2.031951,0.236593,241.045600
4,2,8.690720,514.412335,0.001944,0.449219,0.385959,0.835177,0.489426,492.238000
5,2,8.413764,205.008894,0.004878,2.539062,2.143961,4.683023,0.195603,241.561600
6,3,8.664050,514.352214,0.001944,0.449219,0.450737,0.899955,0.489516,492.209200
7,3,8.187483,245.516419,0.004073,1.230469,0.866127,2.096596,0.232909,237.593600
8,3,8.083705,173.271382,0.005771,3.320312,2.945451,6.265764,0.164339,179.084000
9,3,8.270224,192.750071,0.005188,2.539062,2.208970,4.748032,0.192201,238.392000
10,3,8.164634,161.340755,0.006198,2.539062,2.529371,5.068433,0.167686,216.444400
11,3,7.979635,207.747322,0.004814,1.230469,1.186460,2.416929,0.208506,215.756400
12,4,8.135567,161.223142,0.006203,2.539062,2.593658,5.132721,0.167654,216.287200
13,4,7.952838,207.661510,0.004816,1.230469,1.251376,2.481845,0.208560,215.697200
14,4,7.940213,161.035165,0.006210,3.320312,3.010040,6.330352,0.161013,175.991200
15,4,7.834421,129.606820,0.007716,3.320312,3.330883,6.651196,0.136445,153.989200
16,5,7.806693,129.493336,0.007722,3.320312,3.395618,6.715930,0.136432,153.860400
