Composition,Failure_Rate_%,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Failure_Rate_Actual_%,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups
1,0.000000,4477,0,4477,0.000000,0.006424,38.917442,155.669767,1.425781,1.000000,1.000000,2
1,1.000000,4525,47,4478,1.038674,0.006390,39.326148,156.487227,1.429351,1.000000,1.000000,2
1,5.000000,4684,205,4479,4.376601,0.006280,40.699960,159.234900,1.432921,1.000000,1.000000,2
1,10.000000,4951,471,4480,9.533428,0.006102,43.020483,163.875945,1.450539,1.000000,1.000000,2
1,25.000000,5924,1443,4481,24.375422,0.005532,51.472454,180.779936,1.504134,1.000000,1.000000,2
2,0.000000,4477,0,4477,0.000000,0.006424,38.917442,155.669767,1.425781,1.000000,1.000000,2
2,1.000000,4525,47,4478,1.038674,0.006390,39.326148,156.487227,1.429351,1.000000,1.000000,2
2,5.000000,4684,205,4479,4.376601,0.006280,40.699960,159.234900,1.432921,1.000000,1.000000,2
2,10.000000,4951,471,4480,9.533428,0.006102,43.020483,163.875945,1.450539,1.000000,1.000000,2
2,25.000000,5924,1443,4481,24.375422,0.005532,51.472454,180.779936,1.504134,1.000000,1.000000,2
3,0.000000,4477,0,4477,0.000000,0.006424,38.917095,155.668379,1.572266,1.000000,1.000000,3
3,1.000000,4527,47,4480,1.038215,0.006390,39.325812,156.485886,1.576906,1.000000,1.000000,3
3,5.000000,4685,205,4480,4.375667,0.006280,40.699609,159.233479,1.583656,1.000000,1.000000,3
3,10.000000,4950,470,4480,9.515152,0.006103,43.012280,163.858798,1.610594,1.000000,1.000000,3
3,25.000000,5927,1442,4485,24.396828,0.005532,51.467189,180.768664,1.672647,1.000000,1.000000,3
4,0.000000,4477,0,4477,0.000000,0.006424,38.917095,155.668379,1.572266,1.000000,1.000000,3
4,1.000000,4527,47,4480,1.038215,0.006390,39.325812,156.485886,1.576906,1.000000,1.000000,3
4,5.000000,4685,205,4480,4.375667,0.006280,40.699609,159.233479,1.583656,1.000000,1.000000,3
4,10.000000,4950,470,4480,9.515152,0.006103,43.012280,163.858798,1.610594,1.000000,1.000000,3
4,25.000000,5927,1442,4485,24.396828,0.005532,51.467189,180.768664,1.672647,1.000000,1.000000,3
5,0.000000,4475,0,4475,0.000000,0.006432,38.865639,155.462555,1.572266,1.000000,1.000000,3
5,1.000000,4521,45,4476,0.995355,0.006400,39.256628,156.244557,1.575835,1.000000,1.000000,3
5,5.000000,4685,205,4480,4.375667,0.006288,40.646774,159.024992,1.585408,1.000000,1.000000,3
5,10.000000,4945,468,4477,9.464105,0.006113,42.931808,163.594966,1.611045,1.000000,1.000000,3
5,25.000000,5926,1442,4484,24.367195,0.005539,51.395298,180.522113,1.673400,1.000000,1.000000,3
6,0.000000,4475,0,4475,0.000000,0.006432,38.865639,155.462555,1.572266,1.000000,1.000000,3
6,1.000000,4521,45,4476,0.995355,0.006400,39.256628,156.244557,1.575835,1.000000,1.000000,3
6,5.000000,4685,205,4480,4.375667,0.006288,40.646774,159.024992,1.585408,1.000000,1.000000,3
6,10.000000,4945,468,4477,9.464105,0.006113,42.931808,163.594966,1.611045,1.000000,1.000000,3
6,25.000000,5926,1442,4484,24.367195,0.005539,51.395298,180.522113,1.673400,1.000000,1.000000,3
7,0.000000,4474,0,4474,0.000000,0.006430,38.877519,155.510078,2.657148,1.000000,1.000000,3
7,1.000000,4522,47,4475,1.039363,0.006397,39.286005,156.327097,2.663926,1.000000,1.000000,3
7,5.000000,4683,207,4476,4.420243,0.006285,40.677770,159.110724,2.680403,1.000000,1.000000,3
7,10.000000,4949,472,4477,9.537280,0.006108,42.980837,163.716905,2.719859,1.000000,1.000000,3
7,25.000000,5922,1443,4479,24.383654,0.005537,51.422804,180.600887,2.827544,1.000000,1.000000,3
8,0.000000,4474,0,4474,0.000000,0.006430,38.877519,155.510078,2.657148,1.000000,1.000000,3
8,1.000000,4522,47,4475,1.039363,0.006397,39.286005,156.327097,2.663926,1.000000,1.000000,3
8,5.000000,4683,207,4476,4.420243,0.006285,40.677770,159.110724,2.680403,1.000000,1.000000,3
8,10.000000,4949,472,4477,9.537280,0.006108,42.980837,163.716905,2.719859,1.000000,1.000000,3
8,25.000000,5922,1443,4479,24.383654,0.005537,51.422804,180.600887,2.827544,1.000000,1.000000,3
9,0.000000,4476,0,4476,0.000000,0.006440,38.817141,155.268564,1.962891,1.000000,1.000000,3
9,1.000000,4524,46,4478,1.016799,0.006408,39.216239,156.066855,1.968245,1.000000,1.000000,3
9,5.000000,4685,207,4478,4.439701,0.006295,40.615617,158.865564,1.988430,1.000000,1.000000,3
9,10.000000,4953,472,4481,9.549768,0.006118,42.912896,163.460265,2.016654,1.000000,1.000000,3
9,25.000000,5924,1442,4482,24.409183,0.005546,51.339053,180.312484,2.126109,1.000000,1.000000,3
10,0.000000,4475,0,4475,0.000000,0.006444,38.795247,155.180989,3.769531,1.000000,1.000000,3
10,1.000000,4523,46,4477,1.017024,0.006411,39.194314,155.979243,3.778648,1.000000,1.000000,3
10,5.000000,4683,207,4476,4.420243,0.006298,40.590853,158.772248,3.807873,1.000000,1.000000,3
10,10.000000,4951,472,4479,9.533428,0.006121,42.889674,163.370060,3.861778,1.000000,1.000000,3
10,25.000000,5922,1439,4483,24.400540,0.005550,51.291476,180.173566,4.046874,1.000000,1.000000,3
11,0.000000,4475,0,4475,0.000000,0.006444,38.795247,155.180989,3.769531,1.000000,1.000000,3
11,1.000000,4523,46,4477,1.017024,0.006411,39.194314,155.979243,3.778648,1.000000,1.000000,3
11,5.000000,4683,207,4476,4.420243,0.006298,40.590853,158.772248,3.807873,1.000000,1.000000,3
11,10.000000,4951,472,4479,9.533428,0.006121,42.889674,163.370060,3.861778,1.000000,1.000000,3
11,25.000000,5922,1439,4483,24.400540,0.005550,51.291476,180.173566,4.046874,1.000000,1.000000,3
12,0.000000,4475,0,4475,0.000000,0.006432,38.865291,155.461166,1.718750,1.000000,1.000000,4
12,1.000000,4523,45,4478,0.994915,0.006400,39.256296,156.243247,1.723180,1.000000,1.000000,4
12,5.000000,4685,205,4480,4.375667,0.006288,40.646409,159.023520,1.736469,1.000000,1.000000,4
12,10.000000,4952,468,4484,9.470921,0.006113,42.931577,163.593929,1.757386,1.000000,1.000000,4
12,25.000000,5933,1443,4490,24.338446,0.005539,51.407995,180.546909,1.846026,1.000000,1.000000,4
13,0.000000,4475,0,4475,0.000000,0.006432,38.865291,155.461166,1.718750,1.000000,1.000000,4
13,1.000000,4523,45,4478,0.994915,0.006400,39.256296,156.243247,1.723180,1.000000,1.000000,4
13,5.000000,4685,205,4480,4.375667,0.006288,40.646409,159.023520,1.736469,1.000000,1.000000,4
13,10.000000,4952,468,4484,9.470921,0.006113,42.931577,163.593929,1.757386,1.000000,1.000000,4
13,25.000000,5933,1443,4490,24.338446,0.005539,51.407995,180.546909,1.846026,1.000000,1.000000,4
14,0.000000,4474,0,4474,0.000000,0.006431,38.877172,155.508689,2.803633,1.000000,1.000000,4
14,1.000000,4524,47,4477,1.038904,0.006397,39.285670,156.325756,2.811482,1.000000,1.000000,4
14,5.000000,4688,208,4480,4.436860,0.006285,40.677937,159.110435,2.829689,1.000000,1.000000,4
14,10.000000,4951,472,4479,9.533428,0.006108,42.980441,163.715419,2.872565,1.000000,1.000000,4
14,25.000000,5927,1443,4484,24.363084,0.005537,51.420252,180.595137,2.993052,1.000000,1.000000,4
15,0.000000,4474,0,4474,0.000000,0.006431,38.877172,155.508689,2.803633,1.000000,1.000000,4
15,1.000000,4524,47,4477,1.038904,0.006397,39.285670,156.325756,2.811482,1.000000,1.000000,4
15,5.000000,4688,208,4480,4.436860,0.006285,40.677937,159.110435,2.829689,1.000000,1.000000,4
