Composition,Target_Job_Length,Event_Throughput,Wall_Time_Per_Event,CPU_Time_Per_Event,Network_Transfer_MB_Per_Event,CPU_Utilization,Memory_Occupancy,Total_Groups,Total_Jobs,Total_Job_Retries,Total_Logical_Jobs,Total_Failed_Jobs,Failure_Rate_Actual_%,Total_Wasted_CPU_Time_s,Total_Wasted_Wall_Time_s,Total_Wasted_Network_MB,Avg_CPU_Per_Failure_s,Avg_Wall_Per_Failure_s,Avg_Network_Per_Failure_MB,Max_CPU_Per_Failure_s,Max_Wall_Per_Failure_s,Max_Network_Per_Failure_MB
1,2h,0.006058,42.302424,165.081843,1.438572,1.000000,1.000000,2,28329,1382,26947,1382,4.878393,43457.028691,22300.177383,1487.255859,14485.676230,7433.392461,495.751953,14489.244375,7470.648750,1487.255859
1,4h,0.006191,41.314097,161.517014,1.439464,1.000000,1.000000,2,14078,637,13441,637,4.524790,86703.424512,43955.049023,2974.511719,28901.141504,14651.683008,991.503906,28903.172314,14678.644629,2974.511719
1,8h,0.006253,40.916726,159.931232,1.438870,1.000000,1.000000,2,7035,321,6714,321,4.562900,115462.056387,58189.272773,0.000000,57731.028193,29094.636387,0.000000,57731.028193,29094.636387,0.000000
1,12h,0.006280,40.699960,159.234900,1.432921,1.000000,1.000000,2,4684,205,4479,205,4.376601,172968.401016,86946.562031,0.000000,86484.200508,43473.281016,0.000000,86484.200508,43473.281016,0.000000
1,24h,0.006309,40.468044,158.507739,1.425889,1.000000,1.000000,2,2337,97,2240,97,4.193410,345786.169160,173367.818320,0.000000,172893.084580,86683.909160,0.000000,172893.084580,86683.909160,0.000000
2,2h,0.006058,42.302424,165.081843,1.438572,1.000000,1.000000,2,28329,1382,26947,1382,4.878393,43457.028691,22300.177383,1487.255859,14485.676230,7433.392461,495.751953,14489.244375,7470.648750,1487.255859
2,4h,0.006191,41.314097,161.517014,1.439464,1.000000,1.000000,2,14078,637,13441,637,4.524790,86703.424512,43955.049023,2974.511719,28901.141504,14651.683008,991.503906,28903.172314,14678.644629,2974.511719
2,8h,0.006253,40.916726,159.931232,1.438870,1.000000,1.000000,2,7035,321,6714,321,4.562900,115462.056387,58189.272773,0.000000,57731.028193,29094.636387,0.000000,57731.028193,29094.636387,0.000000
2,12h,0.006280,40.699960,159.234900,1.432921,1.000000,1.000000,2,4684,205,4479,205,4.376601,172968.401016,86946.562031,0.000000,86484.200508,43473.281016,0.000000,86484.200508,43473.281016,0.000000
2,24h,0.006309,40.468044,158.507739,1.425889,1.000000,1.000000,2,2337,97,2240,97,4.193410,345786.169160,173367.818320,0.000000,172893.084580,86683.909160,0.000000,172893.084580,86683.909160,0.000000
3,2h,0.006059,42.292633,165.043567,1.588473,1.000000,1.000000,3,28333,1382,26951,1382,4.877704,43433.098125,22250.516250,1933.593750,14477.699375,7416.838750,644.531250,14489.244375,7470.648750,1933.593750
3,4h,0.006191,41.324559,161.529995,1.591180,1.000000,1.000000,3,14083,642,13441,642,4.558688,86685.563379,43915.726758,3867.187500,28895.187793,14638.575586,1289.062500,28903.172314,14678.644629,3867.187500
3,8h,0.006253,40.918156,159.931598,1.589726,1.000000,1.000000,3,7038,321,6717,321,4.575163,115462.056387,58189.272773,0.000000,57731.028193,29094.636387,0.000000,57731.028193,29094.636387,0.000000
3,12h,0.006280,40.699609,159.233479,1.583656,1.000000,1.000000,3,4685,205,4480,205,4.375667,172968.401016,86946.562031,0.000000,86484.200508,43473.281016,0.000000,86484.200508,43473.281016,0.000000
3,24h,0.006308,40.475147,158.523052,1.574156,1.000000,1.000000,3,2338,97,2241,97,4.191617,345786.169160,173367.818320,0.000000,172893.084580,86683.909160,0.000000,172893.084580,86683.909160,0.000000
4,2h,0.006059,42.292633,165.043567,1.588473,1.000000,1.000000,3,28333,1382,26951,1382,4.877704,43433.098125,22250.516250,1933.593750,14477.699375,7416.838750,644.531250,14489.244375,7470.648750,1933.593750
4,4h,0.006191,41.324559,161.529995,1.591180,1.000000,1.000000,3,14083,642,13441,642,4.558688,86685.563379,43915.726758,3867.187500,28895.187793,14638.575586,1289.062500,28903.172314,14678.644629,3867.187500
4,8h,0.006253,40.918156,159.931598,1.589726,1.000000,1.000000,3,7038,321,6717,321,4.575163,115462.056387,58189.272773,0.000000,57731.028193,29094.636387,0.000000,57731.028193,29094.636387,0.000000
4,12h,0.006280,40.699609,159.233479,1.583656,1.000000,1.000000,3,4685,205,4480,205,4.375667,172968.401016,86946.562031,0.000000,86484.200508,43473.281016,0.000000,86484.200508,43473.281016,0.000000
4,24h,0.006308,40.475147,158.523052,1.574156,1.000000,1.000000,3,2338,97,2241,97,4.191617,345786.169160,173367.818320,0.000000,172893.084580,86683.909160,0.000000,172893.084580,86683.909160,0.000000
5,2h,0.006107,41.962738,163.759682,1.587334,1.000000,1.000000,3,28267,1377,26890,1377,4.878480,72392.539805,36874.119609,4732.324219,14478.507961,7374.823922,946.464844,14492.183086,7427.086172,1757.812500
5,4h,0.006216,41.154008,160.880925,1.589951,1.000000,1.000000,3,14086,639,13447,639,4.536419,86625.812227,43826.104453,2974.511719,28875.270742,14608.701484,991.503906,28897.079883,14614.172344,2974.511719
5,8h,0.006265,40.834303,159.610099,1.592169,1.000000,1.000000,3,7038,321,6717,321,4.560955,173080.006523,87079.533047,7031.250000,57693.335508,29026.511016,2343.750000,57714.375000,29028.750000,7031.250000
5,12h,0.006288,40.646774,159.024992,1.585408,1.000000,1.000000,3,4685,205,4480,205,4.375667,346135.539980,173942.239961,19470.947266,86533.884995,43485.559990,4867.736816,86576.446777,43555.893555,10546.875000
5,24h,0.006312,40.458938,158.439441,1.579405,1.000000,1.000000,3,2340,98,2242,98,4.188034,518860.558525,260259.537051,17848.413086,172953.519508,86753.179017,5949.471029,173095.497119,86993.094238,17848.413086
6,2h,0.006107,41.962738,163.759682,1.587334,1.000000,1.000000,3,28267,1377,26890,1377,4.878480,72392.539805,36874.119609,4732.324219,14478.507961,7374.823922,946.464844,14492.183086,7427.086172,1757.812500
6,4h,0.006216,41.154008,160.880925,1.589951,1.000000,1.000000,3,14086,639,13447,639,4.536419,86625.812227,43826.104453,2974.511719,28875.270742,14608.701484,991.503906,28897.079883,14614.172344,2974.511719
6,8h,0.006265,40.834303,159.610099,1.592169,1.000000,1.000000,3,7038,321,6717,321,4.560955,173080.006523,87079.533047,7031.250000,57693.335508,29026.511016,2343.750000,57714.375000,29028.750000,7031.250000
6,12h,0.006288,40.646774,159.024992,1.585408,1.000000,1.000000,3,4685,205,4480,205,4.375667,346135.539980,173942.239961,19470.947266,86533.884995,43485.559990,4867.736816,86576.446777,43555.893555,10546.875000
6,24h,0.006312,40.458938,158.439441,1.579405,1.000000,1.000000,3,2340,98,2242,98,4.188034,518860.558525,260259.537051,17848.413086,172953.519508,86753.179017,5949.471029,173095.497119,86993.094238,17848.413086
7,2h,0.006104,41.981218,163.826859,2.686338,1.000000,1.000000,3,28218,1377,26841,1377,4.879864,73484.934558,38978.269117,1606.082793,14696.986912,7795.653823,321.216559,14984.115234,8368.230469,1487.255859
7,4h,0.006212,41.185663,160.970180,2.683852,1.000000,1.000000,3,14066,644,13422,644,4.578416,116671.638648,60560.077296,3212.165586,29167.909662,15140.019324,803.041396,29938.230469,16676.460938,2974.511719
7,8h,0.006264,40.837127,159.640397,2.687113,1.000000,1.000000,3,7032,319,6713,319,4.536405,233015.880861,120461.461721,6424.599727,58253.970215,30115.365430,1606.149932,59846.460938,33292.921875,5949.291992
7,12h,0.006285,40.677770,159.110724,2.680403,1.000000,1.000000,3,4683,207,4476,207,4.420243,262783.676296,136806.952591,712.961602,87594.558765,45602.317530,237.653867,89754.691406,49909.382812,356.480801
7,24h,0.006310,40.473354,158.490932,2.677834,1.000000,1.000000,3,2337,98,2239,98,4.193410,698392.849711,360066.999421,19274.336289,174598.212428,90016.749855,4818.584072,179479.382812,99758.765625,17848.413086
8,2h,0.006104,41.981218,163.826859,2.686338,1.000000,1.000000,3,28218,1377,26841,1377,4.879864,73484.934558,38978.269117,1606.082793,14696.986912,7795.653823,321.216559,14984.115234,8368.230469,1487.255859
8,4h,0.006212,41.185663,160.970180,2.683852,1.000000,1.000000,3,14066,644,13422,644,4.578416,116671.638648,60560.077296,3212.165586,29167.909662,15140.019324,803.041396,29938.230469,16676.460938,2974.511719
8,8h,0.006264,40.837127,159.640397,2.687113,1.000000,1.000000,3,7032,319,6713,319,4.536405,233015.880861,120461.461721,6424.599727,58253.970215,30115.365430,1606.149932,59846.460938,33292.921875,5949.291992
8,12h,0.006285,40.677770,159.110724,2.680403,1.000000,1.000000,3,4683,207,4476,207,4.420243,262783.676296,136806.952591,712.961602,87594.558765,45602.317530,237.653867,89754.691406,49909.382812,356.480801
8,24h,0.006310,40.473354,158.490932,2.677834,1.000000,1.000000,3,2337,98,2239,98,4.193410,698392.849711,360066.999421,19274.336289,174598.212428,90016.749855,4818.584072,179479.382812,99758.765625,17848.413086
9,2h,0.006154,41.639460,162.494178,1.991311,1.000000,1.000000,3,28319,1381,26938,1381,4.880116,28868.908848,14706.057695,0.000000,14434.454424,7353.028848,0.000000,14434.454424,7353.028848,0.000000
9,4h,0.006239,41.008690,160.282623,1.991467,1.000000,1.000000,3,14087,645,13442,645,4.578690,115496.142832,58319.725664,5949.023438,28874.035708,14579.931416,1487.255859,28897.079883,14597.759766,2974.511719
9,8h,0.006278,40.747687,159.287047,1.991940,1.000000,1.000000,3,7034,320,6714,320,4.563548,230841.658164,116114.156328,11898.583984,57710.414541,29028.539082,2974.645996,57736.763330,29076.826660,5949.291992
9,12h,0.006295,40.615617,158.865564,1.988430,1.000000,1.000000,3,4685,207,4478,207,4.439701,259466.561348,130280.602695,8924.072266,86488.853783,43426.867565,2974.690755,86576.446777,43555.893555,8924.072266
9,24h,0.006315,40.435981,158.348804,1.987878,1.000000,1.000000,3,2338,98,2240,98,4.191617,518839.891631,260154.603262,17848.413086,172946.630544,86718.201087,5949.471029,173095.497119,86993.094238,17848.413086
10,2h,0.006191,41.383415,161.535052,3.813658,1.000000,1.000000,3,28264,1365,26899,1365,4.833003,43335.932676,22001.105352,577.734375,14445.310892,7333.701784,192.578125,14494.891895,7396.383789,577.734375
10,4h,0.006255,40.910222,159.881315,3.809262,1.000000,1.000000,3,14076,647,13429,647,4.596476,144376.196836,72837.833672,7104.492188,28875.239367,14567.566734,1420.898438,28899.783789,14612.767578,2974.511719
10,8h,0.006284,40.712255,159.132724,3.812738,1.000000,1.000000,3,7037,321,6716,321,4.561603,115244.506562,57819.093125,0.000000,57622.253281,28909.546562,0.000000,57622.253281,28909.546562,0.000000
10,12h,0.006298,40.590853,158.772248,3.807873,1.000000,1.000000,3,4683,207,4476,207,4.420243,259460.892354,130154.364707,3466.992188,86486.964118,43384.788236,1155.664062,86533.960791,43485.621582,3466.992188
10,24h,0.006313,40.468769,158.410673,3.805796,1.000000,1.000000,3,2341,100,2241,100,4.271679,345733.863125,173097.486250,0.000000,172866.931562,86548.743125,0.000000,172866.931562,86548.743125,0.000000
11,2h,0.006191,41.383415,161.535052,3.813658,1.000000,1.000000,3,28264,1365,26899,1365,4.833003,43335.932676,22001.105352,577.734375,14445.310892,7333.701784,192.578125,14494.891895,7396.383789,577.734375
11,4h,0.006255,40.910222,159.881315,3.809262,1.000000,1.000000,3,14076,647,13429,647,4.596476,144376.196836,72837.833672,7104.492188,28875.239367,14567.566734,1420.898438,28899.783789,14612.767578,2974.511719
11,8h,0.006284,40.712255,159.132724,3.812738,1.000000,1.000000,3,7037,321,6716,321,4.561603,115244.506562,57819.093125,0.000000,57622.253281,28909.546562,0.000000,57622.253281,28909.546562,0.000000
11,12h,0.006298,40.590853,158.772248,3.807873,1.000000,1.000000,3,4683,207,4476,207,4.420243,259460.892354,130154.364707,3466.992188,86486.964118,43384.788236,1155.664062,86533.960791,43485.621582,3466.992188
11,24h,0.006313,40.468769,158.410673,3.805796,1.000000,1.000000,3,2341,100,2241,100,4.271679,345733.863125,173097.486250,0.000000,172866.931562,86548.743125,0.000000,172866.931562,86548.743125,0.000000
12,2h,0.006108,41.946393,163.708297,1.735358,1.000000,1.000000,4,28266,1373,26893,1373,4.860964,101246.866172,51379.172344,9140.625000,14463.838025,7339.881763,1305.803571,14492.183086,7427.086172,1933.593750
12,4h,0.006216,41.157953,160.880921,1.739589,1.000000,1.000000,4,14092,642,13450,642,4.562873,86607.951094,43786.782188,3867.187500,28869.317031,14595.594063,1289.062500,28879.218750,14614.172344,3867.187500
12,8h,0.006265,40.834598,159.608195,1.743042,1.000000,1.000000,4,7040,321,6719,321,4.573864,173080.006523,87079.533047,7031.250000,57693.335508,29026.511016,2343.750000,57714.375000,29028.750000,7031.250000
12,12h,0.006288,40.646409,159.023520,1.736469,1.000000,1.000000,4,4685,205,4480,205,4.375667,346136.749453,173941.658906,22148.437500,86534.187363,43485.414727,5537.109375,86577.656250,43555.312500,11601.562500
