composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.399271,463.616416,0.002157,0.449219,0.000000,0.449219,0.032026,32.025600
2,2,7.375042,458.650278,0.002180,0.449219,0.063477,0.512695,0.031810,31.825600
3,2,7.482980,218.237515,0.004582,1.230469,0.798669,2.029138,0.014688,14.963600
4,2,7.376225,434.904356,0.002299,0.449219,0.381391,0.830609,0.030310,30.483200
5,2,7.754232,191.112719,0.005233,2.539062,2.134984,4.674047,0.012149,14.992000
6,3,7.381045,434.923428,0.002299,0.449219,0.445640,0.894859,0.030314,30.483200
7,3,7.475437,214.318735,0.004666,1.230469,0.862430,2.092899,0.014473,14.763600
8,3,7.896874,164.378076,0.006084,3.320312,2.934642,6.254955,0.010211,11.130000
9,3,7.751643,187.420598,0.005336,2.539062,2.198071,4.737134,0.011923,14.784000
10,3,7.777782,165.109381,0.006057,2.539062,2.519082,5.058145,0.010398,13.417200
11,3,7.494836,191.708029,0.005216,1.230469,1.180973,2.411442,0.012974,13.423200
12,4,7.782771,165.328844,0.006049,2.539062,2.584387,5.123449,0.010422,13.433200
13,4,7.499608,191.726908,0.005216,1.230469,1.245223,2.475691,0.012975,13.417600
14,4,7.894937,160.690728,0.006223,3.320312,2.998752,6.319064,0.009999,10.934800
15,4,7.920652,138.577530,0.007216,3.320312,3.319795,6.640107,0.008496,9.587600
16,5,7.925436,138.596457,0.007215,3.320312,3.384044,6.704357,0.008497,9.582000
