composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.938027,67.969343,0.014713,0.449219,0.000000,0.449219,0.034146,34.145600
2,2,8.673960,65.749805,0.015209,0.449219,0.067133,0.516352,0.034002,34.002400
3,2,8.257886,47.962603,0.020850,1.230469,0.824561,2.055029,0.026408,22.354400
4,2,8.408470,62.158751,0.016088,0.449219,0.394757,0.843975,0.033150,33.150400
5,2,8.235882,53.372147,0.018736,2.539062,2.205517,4.744579,0.029073,30.994400
6,3,8.394414,61.343352,0.016302,0.449219,0.461692,0.910910,0.032725,33.154400
7,3,8.138728,47.510381,0.021048,1.230469,0.891268,2.121737,0.026404,22.220800
8,3,8.059036,47.219165,0.021178,3.320312,3.027808,6.348121,0.026390,21.641000
9,3,8.157473,53.080409,0.018839,2.539062,2.270498,4.809561,0.029073,30.870000
10,3,8.094544,52.838782,0.018925,2.539062,2.601449,5.140511,0.029046,29.987800
11,3,8.025164,47.084150,0.021239,1.230469,1.220111,2.450580,0.026403,21.360000
12,4,8.081417,52.019458,0.019224,2.539062,2.669023,5.208085,0.028615,29.984200
13,4,8.010218,46.267669,0.021613,1.230469,1.286335,2.516804,0.025976,21.364000
14,4,7.980279,46.923637,0.021311,3.320312,3.093790,6.414103,0.026385,21.508800
15,4,7.919817,46.700712,0.021413,3.320312,3.422423,6.742736,0.026377,20.638200
16,5,7.904527,45.883935,0.021794,3.320312,3.488968,6.809281,0.025950,20.640000
