composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,6.936592,55.492737,0.018020,0.449219,0.000000,0.449219,0.000856,0.856000
2,2,6.930627,55.241846,0.018102,0.449219,0.063477,0.512695,0.000852,0.852000
3,2,6.927272,53.796847,0.018588,0.449219,0.375977,0.825195,0.000836,0.836000
4,2,6.960989,47.564030,0.021024,2.539062,2.089844,4.628906,0.000732,0.780000
5,2,6.935177,42.986119,0.023263,1.230469,0.781250,2.011719,0.000664,0.561000
6,3,6.927487,53.088197,0.018837,0.449219,0.439453,0.888672,0.000824,0.836000
7,3,6.959824,47.559369,0.021026,2.539062,2.153320,4.692383,0.000736,0.784000
8,3,6.932992,42.977378,0.023268,1.230469,0.844727,2.075195,0.000668,0.565000
9,3,6.961509,47.566109,0.021023,2.539062,2.465820,5.004883,0.000736,0.760000
10,3,6.933297,42.978598,0.023267,1.230469,1.157227,2.387695,0.000668,0.541000
11,3,6.972054,43.133626,0.023184,3.320312,2.871094,6.191406,0.000664,0.544000
12,4,6.961724,46.857459,0.021341,2.539062,2.529297,5.068359,0.000724,0.760000
13,4,6.933512,42.269948,0.023657,1.230469,1.220703,2.451172,0.000656,0.541000
14,4,6.970889,43.128965,0.023186,3.320312,2.934570,6.254883,0.000668,0.548000
15,4,6.972574,43.135705,0.023183,3.320312,3.247070,6.567383,0.000668,0.524000
16,5,6.972789,42.427055,0.023570,3.320312,3.310547,6.630859,0.000656,0.524000
