composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,7.110047,451.537270,0.002215,0.449219,0.000000,0.449219,0.020800,20.800000
2,2,7.090946,447.265925,0.002236,0.449219,0.063477,0.512695,0.020688,20.704000
3,2,7.073792,424.822433,0.002354,0.449219,0.375977,0.825195,0.019664,19.784000
4,2,7.074415,207.344065,0.004823,1.230469,0.789414,2.019883,0.009586,9.764000
5,2,7.100054,172.573163,0.005795,2.539062,2.123699,4.662762,0.007976,9.808000
6,3,7.073287,424.820412,0.002354,0.449219,0.439453,0.888672,0.019668,19.786000
7,3,7.066110,203.759951,0.004908,1.230469,0.853025,2.083493,0.009474,9.668000
8,3,7.094942,169.192959,0.005910,2.539062,2.188041,4.727103,0.007864,9.712000
9,3,7.060674,182.069217,0.005492,1.230469,1.166600,2.397069,0.008510,8.802000
10,3,7.093670,147.764129,0.006768,2.539062,2.508140,5.047202,0.006900,8.846000
11,3,7.102084,145.719809,0.006862,3.320312,2.904949,6.225262,0.006802,7.396000
12,4,7.060289,182.067676,0.005492,1.230469,1.230077,2.460546,0.008518,8.814000
13,4,7.093285,147.762588,0.006768,2.539062,2.571616,5.110679,0.006908,8.858000
14,4,7.096911,142.335764,0.007026,3.320312,2.969291,6.289603,0.006690,7.300000
15,4,7.095520,120.899254,0.008271,3.320312,3.289390,6.609702,0.005662,6.370000
16,5,7.095134,120.897713,0.008271,3.320312,3.352866,6.673179,0.005670,6.382000
