composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.458055,528.395653,0.001893,0.449219,0.000000,0.449219,0.258496,258.496000
2,2,8.210251,509.704778,0.001962,0.449219,0.065533,0.514752,0.256620,256.740800
3,2,7.959768,471.022533,0.002123,0.449219,0.384944,0.834162,0.244478,245.877600
4,2,7.815781,234.875343,0.004258,1.230469,0.801686,2.032155,0.118363,120.579200
5,2,7.802376,187.611469,0.005330,2.539062,2.146270,4.685332,0.097818,120.665600
6,3,7.945730,470.896851,0.002124,0.449219,0.451141,0.900360,0.244408,245.757200
7,3,7.702867,224.618197,0.004452,1.230469,0.867533,2.098001,0.116451,118.790000
8,3,7.730830,179.942662,0.005557,2.539062,2.211666,4.750728,0.096082,119.049600
9,3,7.598461,194.849414,0.005132,1.230469,1.189297,2.419766,0.104132,107.772000
10,3,7.676380,153.346761,0.006521,2.539062,2.532772,5.071834,0.083692,107.954000
11,3,7.632682,158.139491,0.006324,3.320239,2.946240,6.266479,0.082323,89.664400
12,4,7.584115,194.954612,0.005129,1.230419,1.252558,2.482977,0.104313,107.876800
13,4,7.662559,153.349257,0.006521,2.539062,2.598504,5.137567,0.083754,107.953200
14,4,7.561561,150.416670,0.006648,3.320312,3.011998,6.332310,0.080543,88.010000
15,4,7.507693,123.788951,0.008078,3.320312,3.331671,6.651984,0.068124,76.896800
16,5,7.494076,123.918052,0.008070,3.320312,3.398252,6.718565,0.068308,77.005200
