composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,1,8.499703,531.151525,0.001883,0.449219,0.000000,0.449219,0.258342,258.342400
2,2,8.256636,512.415121,0.001952,0.449219,0.064619,0.513838,0.256450,256.568000
3,2,8.037625,473.357293,0.002113,0.449219,0.385451,0.834670,0.244187,245.591200
4,2,8.020819,242.819734,0.004118,1.230469,0.801233,2.031702,0.118235,120.451200
5,2,8.280725,205.740337,0.004860,2.539062,2.145141,4.684204,0.097738,120.582400
6,3,8.030659,473.341299,0.002113,0.449219,0.450420,0.899639,0.244202,245.551600
7,3,7.912216,232.489321,0.004301,1.230469,0.866237,2.096705,0.116280,118.614000
8,3,8.215858,198.031491,0.005050,2.539062,2.209859,4.748921,0.096005,118.972800
9,3,7.840076,202.591244,0.004936,1.230469,1.186655,2.417124,0.104093,107.714400
10,3,8.193507,171.267101,0.005839,2.539062,2.530479,5.069542,0.083701,107.952800
11,3,8.270451,176.850256,0.005655,3.320312,2.943507,6.263819,0.082136,89.482000
12,4,7.831942,202.525092,0.004938,1.230469,1.251815,2.482284,0.104057,107.622800
13,4,8.186137,171.238393,0.005840,2.539062,2.595472,5.134535,0.083702,107.898800
14,4,8.205181,169.137281,0.005912,3.320312,3.008618,6.328931,0.080372,87.835600
15,4,8.187089,142.498619,0.007018,3.320312,3.330728,6.651041,0.068200,76.951600
16,5,8.176395,142.463285,0.007019,3.320312,3.394293,6.714606,0.068196,76.884400
