composition_number,total_groups,wall_time_per_event,cpu_time_per_event,event_throughput,total_write_remote_mb_per_event,total_read_remote_mb_per_event,network_transfer_mb_per_event,cpu_cores_per_event,memory_mb_per_event
1,2,39.828933,311.792174,0.003207,0.888672,0.540084,1.428756,0.021350,21.716800
2,2,39.828933,311.792174,0.003207,0.888672,0.540084,1.428756,0.021350,21.166000
3,3,39.824920,311.776205,0.003207,0.888672,0.687391,1.576062,0.021350,21.718400
4,3,39.824920,311.776205,0.003207,0.888672,0.687391,1.576062,0.021350,21.166400
5,3,39.669354,309.309866,0.003233,0.888672,0.686568,1.575240,0.021274,21.598000
6,3,39.669354,309.309866,0.003233,0.888672,0.686568,1.575240,0.021274,21.175600
7,3,39.683027,158.150208,0.006323,1.504355,1.158762,2.663117,0.010854,21.670800
8,3,39.683027,158.150208,0.006323,1.504355,1.158762,2.663117,0.010854,21.120000
9,3,39.514164,303.990197,0.003290,0.888672,1.079573,1.968245,0.020980,21.161600
10,3,39.408255,278.707632,0.003588,2.060547,1.716119,3.776665,0.019284,21.694400
11,3,39.408255,278.707632,0.003588,2.060547,1.716119,3.776665,0.019284,21.144800
12,4,39.665340,309.293898,0.003233,0.888672,0.833875,1.722547,0.021274,21.599600
13,4,39.665340,309.293898,0.003233,0.888672,0.833875,1.722547,0.021274,21.176000
14,4,39.679014,158.134239,0.006324,1.504355,1.306069,2.810424,0.010854,21.672400
15,4,39.679014,158.134239,0.006324,1.504355,1.306069,2.810424,0.010854,21.120400
16,4,39.510099,303.968204,0.003290,0.888672,1.227583,2.116255,0.020978,21.162000
17,4,39.510099,303.968204,0.003290,0.888672,1.227583,2.116255,0.020978,21.159600
18,4,39.527997,157.527525,0.006348,1.504355,1.305294,2.809649,0.010859,21.554800
19,4,39.527997,157.527525,0.006348,1.504355,1.305294,2.809649,0.010859,21.131200
20,4,39.407178,278.697583,0.003588,2.060547,1.864199,3.924746,0.019286,21.699200
21,4,39.294216,156.608502,0.006385,2.676230,2.334964,5.011195,0.010852,21.667600
22,4,39.407178,278.697583,0.003588,2.060547,1.864199,3.924746,0.019286,21.146000
23,4,39.294216,156.608502,0.006385,2.676230,2.334964,5.011195,0.010852,21.118000
24,4,39.377828,278.586323,0.003590,2.060547,1.862782,3.923329,0.019285,21.568800
25,4,39.377828,278.586323,0.003590,2.060547,1.862782,3.923329,0.019285,21.146400
26,4,39.360744,278.500836,0.003591,2.060547,2.256229,4.316776,0.019283,21.147600
27,4,39.374579,156.922263,0.006373,1.504355,1.698261,3.202616,0.010854,21.118800
28,5,39.506094,303.952251,0.003290,0.888672,1.374711,2.263383,0.020978,21.160800
29,5,39.521080,157.505773,0.006349,1.504355,1.452576,2.956932,0.010860,21.555200
30,5,39.521080,157.505773,0.006349,1.504355,1.452576,2.956932,0.010860,21.131600
31,5,39.293139,156.598452,0.006386,2.676230,2.483044,5.159275,0.010854,21.672400
32,5,39.293139,156.598452,0.006386,2.676230,2.483044,5.159275,0.010854,21.119200
33,5,39.373839,278.570450,0.003590,2.060547,2.010089,4.070636,0.019286,21.572000
34,5,39.373839,278.570450,0.003590,2.060547,2.010089,4.070636,0.019286,21.147200
35,5,39.356763,278.484979,0.003591,2.060547,2.403357,4.463904,0.019285,21.149600
36,5,39.356763,278.484979,0.003591,2.060547,2.403357,4.463904,0.019285,21.148400
37,5,39.370574,156.906309,0.006373,1.504355,1.845389,3.349745,0.010854,21.121600
38,5,39.370574,156.906309,0.006373,1.504355,1.845389,3.349745,0.010854,21.121600
39,5,39.263813,156.487289,0.006390,2.676230,2.481628,5.157858,0.010854,21.543600
40,5,39.263813,156.487289,0.006390,2.676230,2.481628,5.157858,0.010854,21.121200
41,5,39.243823,156.407577,0.006394,2.676230,2.874231,5.550462,0.010853,21.120800
42,6,39.352773,278.469106,0.003591,2.060547,2.550664,4.611211,0.019286,21.151600
43,6,39.366560,156.890341,0.006374,1.504355,1.992696,3.497051,0.010855,21.123200
44,6,39.259848,156.471512,0.006391,2.676230,2.628935,5.305165,0.010857,21.550000
45,6,39.259848,156.471512,0.006391,2.676230,2.628935,5.305165,0.010857,21.122800
46,6,39.236914,156.385865,0.006394,2.676230,3.020943,5.697173,0.010854,21.123600
47,6,39.236914,156.385865,0.006394,2.676230,3.020943,5.697173,0.010854,21.118800
48,7,39.235852,156.375846,0.006395,2.676230,3.168666,5.844897,0.010856,21.124800
